Race,Hispanic Origin,Five-Year Age Groups,Gender,Deaths,Year
Black or African American,Not Hispanic or Latino,80-84 years,Male,492,2010
White,Not Hispanic or Latino,80-84 years,Male,3605,2010
American Indian or Alaska Native,Not Hispanic or Latino,85-89 years,Male,20,2010
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,Male,111,2010
Black or African American,Not Hispanic or Latino,85-89 years,Male,340,2010
White,Not Hispanic or Latino,85-89 years,Male,2985,2010
American Indian or Alaska Native,Not Hispanic or Latino,90-94 years,Male,5,2010
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,Male,64,2010
Black or African American,Not Hispanic or Latino,90-94 years,Male,128,2010
White,Not Hispanic or Latino,90-94 years,Male,1415,2010
American Indian or Alaska Native,Not Hispanic or Latino,95-99 years,Male,5,2010
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,Male,14,2010
Black or African American,Not Hispanic or Latino,95-99 years,Male,38,2010
White,Not Hispanic or Latino,95-99 years,Male,335,2010
American Indian or Alaska Native,Not Hispanic or Latino,100+ years,Male,5,2010
Asian or Pacific Islander,Not Hispanic or Latino,100+ years,Male,5,2010
Black or African American,Not Hispanic or Latino,100+ years,Male,5,2010
White,Not Hispanic or Latino,100+ years,Male,22,2010
White,Not Stated,25-29 years,Male,5,2010
Asian or Pacific Islander,Not Stated,35-39 years,Male,5,2010
Black or African American,Not Stated,40-44 years,Male,5,2010
Asian or Pacific Islander,Not Stated,45-49 years,Male,5,2010
White,Not Stated,45-49 years,Male,5,2010
Black or African American,Not Stated,50-54 years,Male,5,2010
White,Not Stated,50-54 years,Male,5,2010
Asian or Pacific Islander,Not Stated,55-59 years,Male,5,2010
Black or African American,Not Stated,55-59 years,Male,5,2010
White,Not Stated,55-59 years,Male,5,2010
Black or African American,Not Stated,60-64 years ,Male,5,2010
White,Not Stated,60-64 years ,Male,13,2010
Black or African American,Not Stated,65-69 years,Male,5,2010
White,Not Stated,65-69 years,Male,10,2010
American Indian or Alaska Native,Not Stated,70-74 years,Male,5,2010
Asian or Pacific Islander,Not Stated,70-74 years,Male,5,2010
Black or African American,Not Stated,70-74 years,Male,5,2010
White,Not Stated,70-74 years,Male,5,2010
Black or African American,Not Stated,75-79 years,Male,5,2010
White,Not Stated,75-79 years,Male,5,2010
Asian or Pacific Islander,Not Stated,80-84 years,Male,5,2010
Black or African American,Not Stated,80-84 years,Male,5,2010
White,Not Stated,80-84 years,Male,5,2010
White,Not Stated,85-89 years,Male,5,2010
White,Hispanic or Latino,1-4 years,Female,5,2011
White,Hispanic or Latino,10-14 years,Female,5,2011
White,Hispanic or Latino,15-19 years,Female,5,2011
Black or African American,Hispanic or Latino,20-24 years,Female,5,2011
White,Hispanic or Latino,20-24 years,Female,5,2011
Black or African American,Hispanic or Latino,25-29 years,Female,5,2011
White,Hispanic or Latino,25-29 years,Female,13,2011
American Indian or Alaska Native,Hispanic or Latino,30-34 years,Female,5,2011
White,Hispanic or Latino,30-34 years,Female,18,2011
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Female,5,2011
Black or African American,Hispanic or Latino,35-39 years,Female,5,2011
White,Hispanic or Latino,35-39 years,Female,29,2011
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Female,5,2011
Black or African American,Hispanic or Latino,40-44 years,Female,5,2011
White,Hispanic or Latino,40-44 years,Female,47,2011
American Indian or Alaska Native,Hispanic or Latino,45-49 years,Female,5,2011
Asian or Pacific Islander,Hispanic or Latino,45-49 years,Female,5,2011
Black or African American,Hispanic or Latino,45-49 years,Female,5,2011
White,Hispanic or Latino,45-49 years,Female,90,2011
American Indian or Alaska Native,Hispanic or Latino,50-54 years,Female,5,2011
Asian or Pacific Islander,Hispanic or Latino,50-54 years,Female,5,2011
Black or African American,Hispanic or Latino,50-54 years,Female,5,2011
White,Hispanic or Latino,50-54 years,Female,131,2011
American Indian or Alaska Native,Hispanic or Latino,55-59 years,Female,5,2011
Asian or Pacific Islander,Hispanic or Latino,55-59 years,Female,5,2011
Black or African American,Hispanic or Latino,55-59 years,Female,5,2011
White,Hispanic or Latino,55-59 years,Female,205,2011
American Indian or Alaska Native,Hispanic or Latino,60-64 years ,Female,5,2011
Asian or Pacific Islander,Hispanic or Latino,60-64 years ,Female,5,2011
Black or African American,Hispanic or Latino,60-64 years ,Female,5,2011
White,Hispanic or Latino,60-64 years ,Female,288,2011
Asian or Pacific Islander,Hispanic or Latino,65-69 years,Female,5,2011
White,Hispanic or Latino,65-69 years,Female,331,2011
American Indian or Alaska Native,Hispanic or Latino,70-74 years,Female,5,2011
Asian or Pacific Islander,Hispanic or Latino,70-74 years,Female,5,2011
Black or African American,Hispanic or Latino,70-74 years,Female,5,2011
White,Hispanic or Latino,70-74 years,Female,397,2011
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,5,2011
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2011
Black or African American,Hispanic or Latino,75-79 years,Female,5,2011
White,Hispanic or Latino,75-79 years,Female,460,2011
American Indian or Alaska Native,Hispanic or Latino,80-84 years,Female,5,2011
Asian or Pacific Islander,Hispanic or Latino,80-84 years,Female,5,2011
Black or African American,Hispanic or Latino,80-84 years,Female,5,2011
White,Hispanic or Latino,80-84 years,Female,516,2011
Asian or Pacific Islander,Hispanic or Latino,85-89 years,Female,5,2011
Black or African American,Hispanic or Latino,85-89 years,Female,5,2011
White,Hispanic or Latino,85-89 years,Female,419,2011
Asian or Pacific Islander,Hispanic or Latino,90-94 years,Female,5,2011
Black or African American,Hispanic or Latino,90-94 years,Female,5,2011
White,Hispanic or Latino,90-94 years,Female,237,2011
White,Hispanic or Latino,95-99 years,Female,51,2011
White,Hispanic or Latino,100+ years,Female,10,2011
White,Not Hispanic or Latino,1-4 years,Female,5,2011
Black or African American,Not Hispanic or Latino,10-14 years,Female,5,2011
White,Not Hispanic or Latino,10-14 years,Female,10,2011
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2011
White,Not Hispanic or Latino,15-19 years,Female,13,2011
American Indian or Alaska Native,Not Hispanic or Latino,20-24 years,Female,5,2011
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Female,5,2011
Black or African American,Not Hispanic or Latino,20-24 years,Female,19,2011
White,Not Hispanic or Latino,20-24 years,Female,17,2011
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Female,5,2011
Black or African American,Not Hispanic or Latino,25-29 years,Female,45,2011
White,Not Hispanic or Latino,25-29 years,Female,54,2011
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Female,5,2011
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Female,5,2011
Black or African American,Not Hispanic or Latino,30-34 years,Female,69,2011
White,Not Hispanic or Latino,30-34 years,Female,89,2011
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2011
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2011
Black or African American,Not Hispanic or Latino,35-39 years,Female,74,2011
White,Not Hispanic or Latino,35-39 years,Female,129,2011
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,14,2011
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,5,2011
Black or African American,Not Hispanic or Latino,40-44 years,Female,139,2011
White,Not Hispanic or Latino,40-44 years,Female,266,2011
American Indian or Alaska Native,Not Hispanic or Latino,45-49 years,Female,23,2011
Asian or Pacific Islander,Not Hispanic or Latino,45-49 years,Female,16,2011
Black or African American,Not Hispanic or Latino,45-49 years,Female,238,2011
White,Not Hispanic or Latino,45-49 years,Female,500,2011
American Indian or Alaska Native,Not Hispanic or Latino,50-54 years,Female,35,2011
Asian or Pacific Islander,Not Hispanic or Latino,50-54 years,Female,22,2011
Black or African American,Not Hispanic or Latino,50-54 years,Female,406,2011
White,Not Hispanic or Latino,50-54 years,Female,792,2011
American Indian or Alaska Native,Not Hispanic or Latino,55-59 years,Female,48,2011
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,Female,43,2011
Black or African American,Not Hispanic or Latino,55-59 years,Female,516,2011
White,Not Hispanic or Latino,55-59 years,Female,1301,2011
American Indian or Alaska Native,Not Hispanic or Latino,60-64 years ,Female,42,2011
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,Female,63,2011
Black or African American,Not Hispanic or Latino,60-64 years ,Female,695,2011
White,Not Hispanic or Latino,60-64 years ,Female,1844,2011
American Indian or Alaska Native,Not Hispanic or Latino,65-69 years,Female,51,2011
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,Female,85,2011
Black or African American,Not Hispanic or Latino,65-69 years,Female,768,2011
White,Not Hispanic or Latino,65-69 years,Female,2031,2011
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Female,64,2011
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Female,102,2011
Black or African American,Not Hispanic or Latino,70-74 years,Female,735,2011
White,Not Hispanic or Latino,70-74 years,Female,2418,2011
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,55,2011
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,143,2011
Black or African American,Not Hispanic or Latino,75-79 years,Female,864,2011
White,Not Hispanic or Latino,75-79 years,Female,2907,2011
American Indian or Alaska Native,Not Hispanic or Latino,80-84 years,Female,45,2011
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,Female,176,2011
Black or African American,Not Hispanic or Latino,80-84 years,Female,878,2011
White,Not Hispanic or Latino,80-84 years,Female,3852,2011
American Indian or Alaska Native,Not Hispanic or Latino,85-89 years,Female,37,2011
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,Female,185,2011
Black or African American,Not Hispanic or Latino,85-89 years,Female,698,2011
White,Not Hispanic or Latino,85-89 years,Female,4092,2011
American Indian or Alaska Native,Not Hispanic or Latino,90-94 years,Female,20,2011
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,Female,89,2011
Black or African American,Not Hispanic or Latino,90-94 years,Female,425,2011
White,Not Hispanic or Latino,90-94 years,Female,2549,2011
American Indian or Alaska Native,Not Hispanic or Latino,95-99 years,Female,5,2011
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,Female,31,2011
Black or African American,Not Hispanic or Latino,95-99 years,Female,174,2011
White,Not Hispanic or Latino,95-99 years,Female,884,2011
American Indian or Alaska Native,Not Hispanic or Latino,100+ years,Female,5,2011
Asian or Pacific Islander,Not Hispanic or Latino,100+ years,Female,5,2011
Black or African American,Not Hispanic or Latino,100+ years,Female,36,2011
White,Not Hispanic or Latino,100+ years,Female,153,2011
White,Not Stated,35-39 years,Female,5,2011
White,Not Stated,40-44 years,Female,5,2011
Black or African American,Not Stated,45-49 years,Female,5,2011
Black or African American,Not Stated,50-54 years,Female,5,2011
White,Not Stated,50-54 years,Female,5,2011
Black or African American,Not Stated,55-59 years,Female,5,2011
White,Not Stated,55-59 years,Female,5,2011
Black or African American,Not Stated,60-64 years ,Female,5,2011
Black or African American,Not Stated,65-69 years,Female,5,2011
White,Not Stated,65-69 years,Female,5,2011
Black or African American,Not Stated,70-74 years,Female,5,2011
White,Not Stated,70-74 years,Female,5,2011
Asian or Pacific Islander,Not Stated,75-79 years,Female,5,2011
Black or African American,Not Stated,75-79 years,Female,5,2011
White,Not Stated,75-79 years,Female,5,2011
Black or African American,Not Stated,80-84 years,Female,5,2011
White,Not Stated,80-84 years,Female,5,2011
Black or African American,Not Stated,85-89 years,Female,5,2011
White,Not Stated,85-89 years,Female,5,2011
Black or African American,Not Stated,90-94 years,Female,5,2011
White,Not Stated,90-94 years,Female,5,2011
Black or African American,Not Stated,95-99 years,Female,5,2011
White,Not Stated,100+ years,Female,5,2011
White,Hispanic or Latino,1-4 years,Male,5,2011
White,Hispanic or Latino,10-14 years,Male,5,2011
White,Hispanic or Latino,15-19 years,Male,5,2011
White,Hispanic or Latino,20-24 years,Male,5,2011
White,Hispanic or Latino,25-29 years,Male,15,2011
Black or African American,Hispanic or Latino,30-34 years,Male,5,2011
White,Hispanic or Latino,30-34 years,Male,28,2011
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Male,5,2011
White,Hispanic or Latino,35-39 years,Male,54,2011
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Male,5,2011
Black or African American,Hispanic or Latino,40-44 years,Male,5,2011
White,Hispanic or Latino,40-44 years,Male,90,2011
White,Hispanic or Latino,45-49 years,Male,179,2011
American Indian or Alaska Native,Hispanic or Latino,50-54 years,Male,5,2011
Black or African American,Hispanic or Latino,50-54 years,Male,5,2011
White,Hispanic or Latino,50-54 years,Male,255,2011
American Indian or Alaska Native,Hispanic or Latino,55-59 years,Male,5,2011
Asian or Pacific Islander,Hispanic or Latino,55-59 years,Male,5,2011
Black or African American,Hispanic or Latino,55-59 years,Male,5,2011
White,Hispanic or Latino,55-59 years,Male,366,2011
American Indian or Alaska Native,Hispanic or Latino,60-64 years ,Male,5,2011
Black or African American,Hispanic or Latino,60-64 years ,Male,5,2011
White,Hispanic or Latino,60-64 years ,Male,384,2011
American Indian or Alaska Native,Hispanic or Latino,65-69 years,Male,5,2011
Asian or Pacific Islander,Hispanic or Latino,65-69 years,Male,5,2011
Black or African American,Hispanic or Latino,65-69 years,Male,5,2011
White,Hispanic or Latino,65-69 years,Male,460,2011
American Indian or Alaska Native,Hispanic or Latino,70-74 years,Male,5,2011
Asian or Pacific Islander,Hispanic or Latino,70-74 years,Male,5,2011
Black or African American,Hispanic or Latino,70-74 years,Male,5,2011
White,Hispanic or Latino,70-74 years,Male,486,2011
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Male,5,2011
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2011
Black or African American,Hispanic or Latino,75-79 years,Male,5,2011
White,Hispanic or Latino,75-79 years,Male,466,2011
American Indian or Alaska Native,Hispanic or Latino,80-84 years,Male,5,2011
Asian or Pacific Islander,Hispanic or Latino,80-84 years,Male,5,2011
Black or African American,Hispanic or Latino,80-84 years,Male,5,2011
White,Hispanic or Latino,80-84 years,Male,439,2011
American Indian or Alaska Native,Hispanic or Latino,85-89 years,Male,5,2011
Asian or Pacific Islander,Hispanic or Latino,85-89 years,Male,5,2011
Black or African American,Hispanic or Latino,85-89 years,Male,5,2011
White,Hispanic or Latino,85-89 years,Male,278,2011
Black or African American,Hispanic or Latino,90-94 years,Male,5,2011
White,Hispanic or Latino,90-94 years,Male,115,2011
White,Hispanic or Latino,95-99 years,Male,27,2011
White,Hispanic or Latino,100+ years,Male,5,2011
Asian or Pacific Islander,Not Hispanic or Latino,< 1 year,Male,5,2011
White,Not Hispanic or Latino,< 1 year,Male,5,2011
White,Not Hispanic or Latino,1-4 years,Male,5,2011
White,Not Hispanic or Latino,5-9 years,Male,5,2011
Asian or Pacific Islander,Not Hispanic or Latino,10-14 years,Male,5,2011
Black or African American,Not Hispanic or Latino,10-14 years,Male,5,2011
White,Not Hispanic or Latino,10-14 years,Male,5,2011
American Indian or Alaska Native,Not Hispanic or Latino,15-19 years,Male,5,2011
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,2011
White,Not Hispanic or Latino,15-19 years,Male,17,2011
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Male,5,2011
Black or African American,Not Hispanic or Latino,20-24 years,Male,18,2011
White,Not Hispanic or Latino,20-24 years,Male,50,2011
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Male,5,2011
Asian or Pacific Islander,Not Hispanic or Latino,25-29 years,Male,5,2011
Black or African American,Not Hispanic or Latino,25-29 years,Male,34,2011
White,Not Hispanic or Latino,25-29 years,Male,69,2011
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2011
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,5,2011
Black or African American,Not Hispanic or Latino,30-34 years,Male,78,2011
White,Not Hispanic or Latino,30-34 years,Male,146,2011
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,16,2011
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,5,2011
Black or African American,Not Hispanic or Latino,35-39 years,Male,86,2011
White,Not Hispanic or Latino,35-39 years,Male,216,2011
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Male,20,2011
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Male,14,2011
Black or African American,Not Hispanic or Latino,40-44 years,Male,188,2011
White,Not Hispanic or Latino,40-44 years,Male,424,2011
American Indian or Alaska Native,Not Hispanic or Latino,45-49 years,Male,22,2011
Asian or Pacific Islander,Not Hispanic or Latino,45-49 years,Male,35,2011
Black or African American,Not Hispanic or Latino,45-49 years,Male,302,2011
White,Not Hispanic or Latino,45-49 years,Male,870,2011
American Indian or Alaska Native,Not Hispanic or Latino,50-54 years,Male,38,2011
Asian or Pacific Islander,Not Hispanic or Latino,50-54 years,Male,53,2011
Black or African American,Not Hispanic or Latino,50-54 years,Male,490,2011
White,Not Hispanic or Latino,50-54 years,Male,1479,2011
American Indian or Alaska Native,Not Hispanic or Latino,55-59 years,Male,58,2011
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,Male,81,2011
Black or African American,Not Hispanic or Latino,55-59 years,Male,709,2011
White,Not Hispanic or Latino,55-59 years,Male,2085,2011
American Indian or Alaska Native,Not Hispanic or Latino,60-64 years ,Male,54,2011
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,Male,97,2011
Black or African American,Not Hispanic or Latino,60-64 years ,Male,825,2011
White,Not Hispanic or Latino,60-64 years ,Male,2926,2011
American Indian or Alaska Native,Not Hispanic or Latino,65-69 years,Male,48,2011
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,Male,117,2011
Black or African American,Not Hispanic or Latino,65-69 years,Male,742,2011
White,Not Hispanic or Latino,65-69 years,Male,3124,2011
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,50,2011
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,140,2011
Black or African American,Not Hispanic or Latino,70-74 years,Male,738,2011
White,Not Hispanic or Latino,70-74 years,Male,3237,2011
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Male,49,2011
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Male,124,2011
Black or African American,Not Hispanic or Latino,75-79 years,Male,635,2011
White,Not Hispanic or Latino,75-79 years,Male,3411,2011
American Indian or Alaska Native,Not Hispanic or Latino,80-84 years,Male,32,2011
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,Male,134,2011
Black or African American,Not Hispanic or Latino,80-84 years,Male,533,2011
White,Not Hispanic or Latino,80-84 years,Male,3813,2011
American Indian or Alaska Native,Not Hispanic or Latino,85-89 years,Male,21,2011
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,Male,117,2011
Black or African American,Not Hispanic or Latino,85-89 years,Male,398,2011
White,Not Hispanic or Latino,85-89 years,Male,3201,2011
American Indian or Alaska Native,Not Hispanic or Latino,90-94 years,Male,11,2011
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,Male,69,2011
Black or African American,Not Hispanic or Latino,90-94 years,Male,154,2011
White,Not Hispanic or Latino,90-94 years,Male,1601,2011
American Indian or Alaska Native,Not Hispanic or Latino,95-99 years,Male,5,2011
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,Male,21,2011
Black or African American,Not Hispanic or Latino,95-99 years,Male,43,2011
White,Not Hispanic or Latino,95-99 years,Male,346,2011
Asian or Pacific Islander,Not Hispanic or Latino,100+ years,Male,5,2011
Black or African American,Not Hispanic or Latino,100+ years,Male,5,2011
White,Not Hispanic or Latino,100+ years,Male,38,2011
Black or African American,Not Stated,35-39 years,Male,5,2011
Black or African American,Not Stated,45-49 years,Male,5,2011
White,Not Stated,45-49 years,Male,5,2011
Asian or Pacific Islander,Not Stated,50-54 years,Male,5,2011
Black or African American,Not Stated,50-54 years,Male,5,2011
White,Not Stated,50-54 years,Male,5,2011
Black or African American,Not Stated,55-59 years,Male,5,2011
White,Not Stated,55-59 years,Male,5,2011
Black or African American,Not Stated,60-64 years ,Male,5,2011
White,Not Stated,60-64 years ,Male,14,2011
Black or African American,Not Stated,65-69 years,Male,5,2011
White,Not Stated,65-69 years,Male,5,2011
Asian or Pacific Islander,Not Stated,70-74 years,Male,5,2011
Black or African American,Not Stated,70-74 years,Male,5,2011
White,Not Stated,70-74 years,Male,5,2011
Black or African American,Not Stated,75-79 years,Male,5,2011
White,Not Stated,75-79 years,Male,5,2011
Black or African American,Not Stated,80-84 years,Male,5,2011
White,Not Stated,80-84 years,Male,5,2011
Black or African American,Not Stated,85-89 years,Male,5,2011
White,Not Stated,85-89 years,Male,5,2011
Black or African American,Not Stated,90-94 years,Male,5,2011
White,Hispanic or Latino,1-4 years,Female,5,2012
White,Hispanic or Latino,5-9 years,Female,5,2012
White,Hispanic or Latino,10-14 years,Female,5,2012
White,Hispanic or Latino,15-19 years,Female,5,2012
White,Hispanic or Latino,20-24 years,Female,5,2012
Black or African American,Hispanic or Latino,25-29 years,Female,5,2012
White,Hispanic or Latino,25-29 years,Female,17,2012
American Indian or Alaska Native,Hispanic or Latino,30-34 years,Female,5,2012
Asian or Pacific Islander,Hispanic or Latino,30-34 years,Female,5,2012
White,Hispanic or Latino,30-34 years,Female,13,2012
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Female,5,2012
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Female,5,2012
White,Hispanic or Latino,35-39 years,Female,27,2012
White,Hispanic or Latino,40-44 years,Female,49,2012
American Indian or Alaska Native,Hispanic or Latino,45-49 years,Female,5,2012
Black or African American,Hispanic or Latino,45-49 years,Female,5,2012
White,Hispanic or Latino,45-49 years,Female,73,2012
American Indian or Alaska Native,Hispanic or Latino,50-54 years,Female,5,2012
Asian or Pacific Islander,Hispanic or Latino,50-54 years,Female,5,2012
Black or African American,Hispanic or Latino,50-54 years,Female,5,2012
White,Hispanic or Latino,50-54 years,Female,152,2012
American Indian or Alaska Native,Hispanic or Latino,55-59 years,Female,5,2012
Asian or Pacific Islander,Hispanic or Latino,55-59 years,Female,5,2012
Black or African American,Hispanic or Latino,55-59 years,Female,5,2012
White,Hispanic or Latino,55-59 years,Female,223,2012
American Indian or Alaska Native,Hispanic or Latino,60-64 years ,Female,5,2012
Asian or Pacific Islander,Hispanic or Latino,60-64 years ,Female,5,2012
Black or African American,Hispanic or Latino,60-64 years ,Female,5,2012
White,Hispanic or Latino,60-64 years ,Female,330,2012
American Indian or Alaska Native,Hispanic or Latino,65-69 years,Female,5,2012
Asian or Pacific Islander,Hispanic or Latino,65-69 years,Female,5,2012
Black or African American,Hispanic or Latino,65-69 years,Female,5,2012
White,Hispanic or Latino,65-69 years,Female,405,2012
American Indian or Alaska Native,Hispanic or Latino,70-74 years,Female,5,2012
Asian or Pacific Islander,Hispanic or Latino,70-74 years,Female,5,2012
Black or African American,Hispanic or Latino,70-74 years,Female,5,2012
White,Hispanic or Latino,70-74 years,Female,388,2012
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,5,2012
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2012
Black or African American,Hispanic or Latino,75-79 years,Female,5,2012
White,Hispanic or Latino,75-79 years,Female,492,2012
American Indian or Alaska Native,Hispanic or Latino,80-84 years,Female,5,2012
Asian or Pacific Islander,Hispanic or Latino,80-84 years,Female,5,2012
Black or African American,Hispanic or Latino,80-84 years,Female,5,2012
White,Hispanic or Latino,80-84 years,Female,557,2012
American Indian or Alaska Native,Hispanic or Latino,85-89 years,Female,5,2012
Asian or Pacific Islander,Hispanic or Latino,85-89 years,Female,5,2012
Black or African American,Hispanic or Latino,85-89 years,Female,5,2012
White,Hispanic or Latino,85-89 years,Female,451,2012
American Indian or Alaska Native,Hispanic or Latino,90-94 years,Female,5,2012
Asian or Pacific Islander,Hispanic or Latino,90-94 years,Female,5,2012
Black or African American,Hispanic or Latino,90-94 years,Female,5,2012
White,Hispanic or Latino,90-94 years,Female,219,2012
Asian or Pacific Islander,Hispanic or Latino,95-99 years,Female,5,2012
Black or African American,Hispanic or Latino,95-99 years,Female,5,2012
White,Hispanic or Latino,95-99 years,Female,75,2012
White,Hispanic or Latino,100+ years,Female,25,2012
Black or African American,Not Hispanic or Latino,5-9 years,Female,5,2012
White,Not Hispanic or Latino,5-9 years,Female,5,2012
Black or African American,Not Hispanic or Latino,10-14 years,Female,5,2012
White,Not Hispanic or Latino,10-14 years,Female,5,2012
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2012
White,Not Hispanic or Latino,15-19 years,Female,10,2012
American Indian or Alaska Native,Not Hispanic or Latino,20-24 years,Female,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Female,5,2012
Black or African American,Not Hispanic or Latino,20-24 years,Female,21,2012
White,Not Hispanic or Latino,20-24 years,Female,34,2012
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Female,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,25-29 years,Female,5,2012
Black or African American,Not Hispanic or Latino,25-29 years,Female,33,2012
White,Not Hispanic or Latino,25-29 years,Female,53,2012
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Female,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Female,5,2012
Black or African American,Not Hispanic or Latino,30-34 years,Female,67,2012
White,Not Hispanic or Latino,30-34 years,Female,84,2012
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2012
Black or African American,Not Hispanic or Latino,35-39 years,Female,83,2012
White,Not Hispanic or Latino,35-39 years,Female,141,2012
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,5,2012
Black or African American,Not Hispanic or Latino,40-44 years,Female,122,2012
White,Not Hispanic or Latino,40-44 years,Female,265,2012
American Indian or Alaska Native,Not Hispanic or Latino,45-49 years,Female,19,2012
Asian or Pacific Islander,Not Hispanic or Latino,45-49 years,Female,18,2012
Black or African American,Not Hispanic or Latino,45-49 years,Female,240,2012
White,Not Hispanic or Latino,45-49 years,Female,453,2012
American Indian or Alaska Native,Not Hispanic or Latino,50-54 years,Female,30,2012
Asian or Pacific Islander,Not Hispanic or Latino,50-54 years,Female,25,2012
Black or African American,Not Hispanic or Latino,50-54 years,Female,349,2012
White,Not Hispanic or Latino,50-54 years,Female,763,2012
American Indian or Alaska Native,Not Hispanic or Latino,55-59 years,Female,45,2012
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,Female,50,2012
Black or African American,Not Hispanic or Latino,55-59 years,Female,543,2012
White,Not Hispanic or Latino,55-59 years,Female,1192,2012
American Indian or Alaska Native,Not Hispanic or Latino,60-64 years ,Female,49,2012
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,Female,71,2012
Black or African American,Not Hispanic or Latino,60-64 years ,Female,642,2012
White,Not Hispanic or Latino,60-64 years ,Female,1736,2012
American Indian or Alaska Native,Not Hispanic or Latino,65-69 years,Female,62,2012
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,Female,111,2012
Black or African American,Not Hispanic or Latino,65-69 years,Female,716,2012
White,Not Hispanic or Latino,65-69 years,Female,2164,2012
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Female,57,2012
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Female,117,2012
Black or African American,Not Hispanic or Latino,70-74 years,Female,775,2012
White,Not Hispanic or Latino,70-74 years,Female,2389,2012
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,48,2012
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,140,2012
Black or African American,Not Hispanic or Latino,75-79 years,Female,854,2012
