Race	Hispanic Origin	Five-Year Age Groups	Cause of death Code	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	65-69 years	I13.0	Male	2015	4	686820	0.582394222649311
Black or African American	Not Hispanic or Latino	65-69 years	I13.0	Male	2016	4	732181	0.546313001839709
Black or African American	Not Hispanic or Latino	65-69 years	I13.0	Male	2017	4	753775	0.530662332924281
Black or African American	Not Hispanic or Latino	65-69 years	I13.0	Male	2018	4	774325	0.516578955864785
Black or African American	Not Hispanic or Latino	65-69 years	I13.0	Male	2019	4	800482	0.499698931393835
Black or African American	Not Hispanic or Latino	65-69 years	I13.0	Male	2020	4	827816	0.483199165031843
Black or African American	Not Hispanic or Latino	65-69 years	I13.0	Male	2021	12	874172	1.37272756391191
Black or African American	Not Hispanic or Latino	65-69 years	I13.0	Male	2022	6	897110	0.668814303708575
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Female	2000	25	508629	4.91517392834463
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Female	2001	19	522334	3.63751928842465
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Female	2002	22	530031	4.15070061939773
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Female	2003	25	539527	4.6336883974296
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Female	2004	20	548655	3.64527799801332
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Female	2005	22	561769	3.91620043113807
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Female	2006	18	574475	3.13329561773793
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Female	2007	17	592733	2.86807044655857
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Female	2008	20	617326	3.23977930623366
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Female	2009	20	641482	3.1177803897849
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Female	2010	14	657563	2.12907356405394
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Female	2011	26	680703	3.81958063942718
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Female	2012	23	729212	3.1540896200282
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Female	2013	23	774692	2.96892184248708
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Female	2014	18	828528	2.17252766351892
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Female	2015	27	885437	3.04934173746975
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Female	2016	36	946010	3.80545660193867
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Female	2017	30	978448	3.06608015959969
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Female	2018	39	1007581	3.87065655267418
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Female	2019	30	1042963	2.87642035239985
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Female	2020	52	1077483	4.82606222093527
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Female	2021	65	1106116	5.87641802487262
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Female	2022	50	1131633	4.41839359580359
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Male	2000	22	375235	5.86299252468453
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Male	2001	18	388334	4.63518517564777
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Male	2002	11	396851	2.77182116209862
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Male	2003	16	406305	3.93792840353921
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Male	2004	24	415865	5.77110360333281
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Male	2005	33	427014	7.72808385673538
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Male	2006	25	436847	5.72282744301781
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Male	2007	16	450394	3.55244519243152
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Male	2008	23	470048	4.89311729865886
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Male	2009	32	489532	6.53685560903067
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Male	2010	18	503596	3.57429367985449
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Male	2011	22	524064	4.1979605544361
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Male	2012	36	564112	6.38171143319057
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Male	2013	36	601865	5.98140779078365
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Male	2014	31	642116	4.82778812551003
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Male	2015	29	686820	4.22235811420751
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Male	2016	35	732181	4.78023876609745
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Male	2017	41	753775	5.43928891247388
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Male	2018	56	774325	7.232105382107
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Male	2019	50	800482	6.24623664242294
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Male	2020	71	827816	8.57678517931521
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Male	2021	66	874172	7.55000160151549
Black or African American	Not Hispanic or Latino	65-69 years	I13.1	Male	2022	69	897110	7.69136449264862
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Female	2000	14	508629	2.75249739987299
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Female	2001	17	522334	3.25462252122205
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Female	2002	22	530031	4.15070061939773
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Female	2003	16	539527	2.96556057435494
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Female	2004	17	548655	3.09848629831132
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Female	2005	15	561769	2.67013665759414
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Female	2006	11	574475	1.9147917663954
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Female	2007	22	592733	3.71162057789932
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Female	2008	17	617326	2.75381241029861
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Female	2009	14	641482	2.18244627284943
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Female	2010	14	657563	2.12907356405394
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Female	2011	16	680703	2.35051116272442
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Female	2012	25	729212	3.42835828263934
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Female	2013	16	774692	2.06533693390405
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Female	2014	18	828528	2.17252766351892
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Female	2015	21	885437	2.37171024025425
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Female	2016	19	946010	2.00843542880096
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Female	2017	27	978448	2.75947214363972
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Female	2018	29	1007581	2.87818051352695
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Female	2019	36	1042963	3.45170442287981
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Female	2020	51	1077483	4.73325333207113
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Female	2021	53	1106116	4.79154085104998
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Female	2022	54	1131633	4.77186508346787
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Male	2000	13	375235	3.46449558276813
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Male	2001	23	388334	5.9227366133277
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Male	2002	16	396851	4.03173987214345
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Male	2003	10	406305	2.46120525221201
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Male	2004	4	415865	0.961850600555469
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Male	2005	14	427014	3.27858103013016
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Male	2006	4	436847	0.915652390882849
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Male	2007	20	450394	4.4405564905394
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Male	2008	17	470048	3.61665191640003
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Male	2009	4	489532	0.817106951128833
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Male	2010	4	503596	0.794287484412108
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Male	2011	15	524064	2.86224583257007
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Male	2012	14	564112	2.481776668463
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Male	2013	23	601865	3.82145497744511
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Male	2014	18	642116	2.80323181481228
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Male	2015	21	686820	3.05756966890888
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Male	2016	37	732181	5.05339526701731
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Male	2017	35	753775	4.64329541308746
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Male	2018	24	774325	3.09947373518871
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Male	2019	49	800482	6.12131190957448
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Male	2020	49	827816	5.91918977164007
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Male	2021	55	874172	6.29166800126291
Black or African American	Not Hispanic or Latino	65-69 years	I13.2	Male	2022	69	897110	7.69136449264862
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Female	2003	4	539527	0.741390143588736
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Female	2004	4	548655	0.729055599602665
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Female	2013	4	774692	0.516334233476014
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Female	2014	4	828528	0.482783925226426
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Female	2016	4	946010	0.422828511326519
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Female	2017	4	978448	0.408810687946626
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Female	2018	4	1007581	0.39699041565889
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Female	2021	2	1106116	0.180812862303773
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Female	2022	6	1131633	0.53020723149643
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Male	2002	4	396851	1.00793496803586
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Male	2004	4	415865	0.961850600555469
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Male	2006	4	436847	0.915652390882849
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Male	2008	4	470048	0.850976921505889
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Male	2009	4	489532	0.817106951128833
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Male	2010	4	503596	0.794287484412108
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Male	2013	4	601865	0.664600865642627
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Male	2014	4	642116	0.622940403291617
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Male	2015	4	686820	0.582394222649311
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Male	2017	4	753775	0.530662332924281
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Male	2018	4	774325	0.516578955864785
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Male	2019	4	800482	0.499698931393835
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Male	2020	4	827816	0.483199165031843
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Male	2021	11	874172	1.25833360025258
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Male	2022	6	897110	0.668814303708575
Black or African American	Not Hispanic or Latino	65-69 years	I15.0	Male	2007	4	450394	0.888111298107879
Black or African American	Not Hispanic or Latino	65-69 years	I15.9	Male	2014	4	642116	0.622940403291617
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2000	91	440786	20.6449388138462
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2001	98	440752	22.234726104476
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2002	113	442356	25.5450361247502
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2003	141	446877	31.5523063393283
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2004	107	450801	23.735528536982
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2005	106	456614	23.2143561082227
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2006	83	466664	17.7858159189481
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2007	94	472797	19.881682836397
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2008	111	480483	23.1017538601782
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2009	114	487912	23.3648690747512
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2010	109	496664	21.9464265579949
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2011	125	515854	24.2316624471265
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2012	122	531565	22.951097231759
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2013	149	556554	26.7718855672585
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2014	121	581078	20.8233662262209
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2015	147	603471	24.3590827065427
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2016	157	621831	25.2480175481763
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2017	169	668247	25.2900499366252
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2018	175	708288	24.7074636306135
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2019	199	756006	26.3225424136845
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2020	266	806836	32.9682859961628
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2021	230	849704	27.0682496492896
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2022	231	869073	26.5800456348316
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2000	85	292654	29.0445372350967
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2001	93	295838	31.4361238245256
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2002	91	299173	30.41718336882
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2003	99	304832	32.4769053117783
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2004	82	309884	26.4615146312814
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2005	107	316960	33.7582029278142
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2006	111	325778	34.0722823517856
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2007	82	332403	24.6688507624781
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2008	120	339526	35.3433904914498
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2009	111	346696	32.0165216789349
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2010	121	353284	34.2500651034295
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2011	119	368663	32.2788020495683
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2012	136	380768	35.7172871669888
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2013	163	400090	40.7408333125047
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2014	128	417580	30.6528090425787
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2015	144	434557	33.1371948904286
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2016	194	449661	43.1436126326277
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2017	162	485493	33.3681433099962
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2018	192	516472	37.1752970151334
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2019	229	550140	41.6257679863308
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2020	301	586258	51.3425829583562
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2021	313	624975	50.0820032801312
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2022	283	629514	44.955314734859
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2000	101	440786	22.9136134087743
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2001	90	440752	20.4196464224779
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2002	91	442356	20.5716662597546
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2003	62	446877	13.8740637804138
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2004	76	450801	16.8588800823423
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2005	68	456614	14.8922284467844
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2006	91	466664	19.5001114292082
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2007	83	472797	17.5551029300101
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2008	75	480483	15.609293148769
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2009	87	487912	17.8310842938891
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2010	91	496664	18.322246025482
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2011	70	515854	13.5697309703908
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2012	65	531565	12.2280436070847
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2013	87	556554	15.6319063379295
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2014	86	581078	14.8000784748347
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2015	93	603471	15.4108482429147
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2016	89	621831	14.3125704572464
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2017	108	668247	16.1616887168966
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2018	112	708288	15.8127767235927
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2019	123	756006	16.2697121451417
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2020	155	806836	19.2108433436287
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2021	184	849704	21.6545997194317
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2022	143	869073	16.4543139644196
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2000	66	292654	22.5522289119575
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2001	60	295838	20.2813702093713
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2002	45	299173	15.0414643032627
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2003	51	304832	16.7305269787949
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2004	67	309884	21.6209936621445
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2005	72	316960	22.7158001009591
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2006	67	325778	20.5661524105372
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2007	68	332403	20.4570957542501
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2008	87	339526	25.6239581063011
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2009	80	346696	23.0749705794125
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2010	70	353284	19.8140872499179
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2011	80	368663	21.7000349913064
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2012	80	380768	21.0101689217581
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2013	77	400090	19.245669724312
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2014	87	417580	20.8343311461277
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2015	86	434557	19.7902691706727
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2016	87	449661	19.347908757931
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2017	91	485493	18.7438335877139
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2018	121	516472	23.4281819730789
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2019	150	550140	27.2657868906097
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2020	213	586258	36.3321268110627
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2021	171	624975	27.3610944437778
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2022	171	629514	27.1638120836074
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2000	221	440786	50.1377085479121
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2001	213	440752	48.3264965331978
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2002	206	442356	46.5688269176862
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2003	214	446877	47.8878975646543
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2004	200	450801	44.3654739009008
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2005	183	456614	40.0776147906109
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2006	198	466664	42.4288138789365
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2007	203	472797	42.9359746360489
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2008	196	480483	40.7922860954498
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2009	200	487912	40.9909983767565
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2010	184	496664	37.0471787767988
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2011	178	515854	34.5058873247082
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2012	162	531565	30.4760471438112
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2013	193	556554	34.6776772783953
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2014	236	581078	40.6141688379185
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2015	219	603471	36.2900619913799
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2016	252	621831	40.5254803957989
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2017	233	668247	34.8673469540454
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2018	295	708288	41.6497244058914
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2019	297	756006	39.2854024968056
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2020	439	806836	54.4100659861484
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2021	406	849704	47.7813450330939
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2022	404	869073	46.4863135778007
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2000	214	292654	73.1238937448318
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2001	205	295838	69.2946815486854
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2002	221	299173	73.8703024671344
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2003	249	304832	81.6843376023515
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2004	229	309884	73.8986201288224
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2005	213	316960	67.200908632004
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2006	238	325778	73.0558846822069
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2007	223	332403	67.0872404882026
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2008	252	339526	74.2211200320447
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2009	256	346696	73.83990585412
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2010	246	353284	69.6323637639972
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2011	246	368663	66.7276075982672
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2012	266	380768	69.8588116648458
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2013	291	400090	72.7336349321403
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2014	311	417580	74.4767469706404
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2015	298	434557	68.5755838704704
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2016	381	449661	84.7304969743874
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2017	365	485493	75.1813105441273
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2018	387	516472	74.9314580461283
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2019	441	550140	80.1614134583924
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2020	567	586258	96.7150981308571
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2021	604	624975	96.6438657546302
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2022	612	629514	97.2178537729105
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2000	153	440786	34.7107213024007
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2001	135	440752	30.6294696337169
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2002	140	442356	31.6487173226994
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2003	144	446877	32.2236320061225
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2004	180	450801	39.9289265108108
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2005	157	456614	34.383527443311
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2006	136	466664	29.143023674421
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2007	127	472797	26.8614225555577
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2008	141	480483	29.3454711196858
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2009	130	487912	26.6441489448917
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2010	118	496664	23.7585168242514
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2011	115	515854	22.2931294513564
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2012	101	531565	19.0004985279317
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2013	133	556554	23.8970522177543
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2014	118	581078	20.3070844189592
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2015	138	603471	22.867710295938
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2016	138	621831	22.1925249786518
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2017	151	668247	22.5964351504758
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2018	153	708288	21.6013824884793
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2019	158	756006	20.8993050319706
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2020	192	806836	23.7966575611401
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2021	193	849704	22.7137920970126
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2022	214	869073	24.6239383803202
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2000	106	292654	36.2202464343559
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2001	91	295838	30.7600781508799
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2002	107	299173	35.7652595655357
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2003	124	304832	40.6781440268738
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2004	116	309884	37.4333621613249
