Cause of death Code	Race	Gender	Gender Code	Five-Year Ages	Five-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate
I500	Black or African American	Male	M	80-84 years	80-84	2009	2009	251	143759	174.597764313886
I501	Black or African American	Male	M	80-84 years	80-84	2009	2009	2	143759	1.39121724552898
I509	Black or African American	Male	M	80-84 years	80-84	2009	2009	22	143759	15.3033897008187
I110	Black or African American	Male	M	80-84 years	80-84	2010	2010	75	146421	51.2221607556293
I500	Black or African American	Male	M	80-84 years	80-84	2010	2010	278	146421	189.863475867533
I132	Black or African American	Male	M	80-84 years	80-84	2010	2010	17	146421	11.6103564379426
I509	Black or African American	Male	M	80-84 years	80-84	2010	2010	38	146421	25.9525614495189
I110	Black or African American	Male	M	80-84 years	80-84	2011	2011	78	150537	51.81450407541
I500	Black or African American	Male	M	80-84 years	80-84	2011	2011	279	150537	185.336495346659
I132	Black or African American	Male	M	80-84 years	80-84	2011	2011	19	150537	12.6214817619589
I509	Black or African American	Male	M	80-84 years	80-84	2011	2011	45	150537	29.8929831204289
I501	Black or African American	Male	M	80-84 years	80-84	2011	2011	2	150537	1.32857702757462
I110	Black or African American	Male	M	80-84 years	80-84	2012	2012	84	153654	54.6682806825725
I509	Black or African American	Male	M	80-84 years	80-84	2012	2012	40	153654	26.0325146107488
I130	Black or African American	Male	M	80-84 years	80-84	2012	2012	1	153654	0.650812865268721
I132	Black or African American	Male	M	80-84 years	80-84	2012	2012	22	153654	14.3178830359119
I500	Black or African American	Male	M	80-84 years	80-84	2012	2012	280	153654	182.227602275242
I110	Black or African American	Male	M	80-84 years	80-84	2013	2013	76	159293	47.7108221955767
I500	Black or African American	Male	M	80-84 years	80-84	2013	2013	331	159293	207.793186141262
I132	Black or African American	Male	M	80-84 years	80-84	2013	2013	20	159293	12.5554795251518
I509	Black or African American	Male	M	80-84 years	80-84	2013	2013	44	159293	27.6220549553339
I110	Black or African American	Male	M	80-84 years	80-84	2014	2014	85	165193	51.4549647987506
I509	Black or African American	Male	M	80-84 years	80-84	2014	2014	54	165193	32.6890364603827
I130	Black or African American	Male	M	80-84 years	80-84	2014	2014	3	165193	1.81605758113237
I132	Black or African American	Male	M	80-84 years	80-84	2014	2014	31	165193	18.7659283383678
I500	Black or African American	Male	M	80-84 years	80-84	2014	2014	341	165193	206.425211722046
I110	Black or African American	Male	M	80-84 years	80-84	2015	2015	76	171131	44.4104224249259
I130	Black or African American	Male	M	80-84 years	80-84	2015	2015	3	171131	1.7530429904576
I132	Black or African American	Male	M	80-84 years	80-84	2015	2015	32	171131	18.6991252315478
I500	Black or African American	Male	M	80-84 years	80-84	2015	2015	369	171131	215.624287826285
I501	Black or African American	Male	M	80-84 years	80-84	2015	2015	3	171131	1.7530429904576
I509	Black or African American	Male	M	80-84 years	80-84	2015	2015	65	171131	37.9825981265814
I110	Black or African American	Male	M	80-84 years	80-84	2016	2016	84	178668	47.0145745181006
I130	Black or African American	Male	M	80-84 years	80-84	2016	2016	4	178668	2.2387892627667
I132	Black or African American	Male	M	80-84 years	80-84	2016	2016	30	178668	16.7909194707502
I500	Black or African American	Male	M	80-84 years	80-84	2016	2016	379	178668	212.125282647144
I501	Black or African American	Male	M	80-84 years	80-84	2016	2016	1	178668	0.559697315691674
I509	Black or African American	Male	M	80-84 years	80-84	2016	2016	86	178668	48.133969149484
I110	Black or African American	Male	M	80-84 years	80-84	2017	2017	95	185236	51.2859271415923
I130	Black or African American	Male	M	80-84 years	80-84	2017	2017	2	185236	1.07970372929668
I132	Black or African American	Male	M	80-84 years	80-84	2017	2017	30	185236	16.1955559394502
I500	Black or African American	Male	M	80-84 years	80-84	2017	2017	396	185236	213.781338400743
I501	Black or African American	Male	M	80-84 years	80-84	2017	2017	1	185236	0.539851864648341
I509	Black or African American	Male	M	80-84 years	80-84	2017	2017	106	185236	57.2242976527241
I110	Black or African American	Male	M	80-84 years	80-84	2018	2018	122	191500	63.7075718015666
I130	Black or African American	Male	M	80-84 years	80-84	2018	2018	12	191500	6.26631853785901
I132	Black or African American	Male	M	80-84 years	80-84	2018	2018	20	191500	10.443864229765
I500	Black or African American	Male	M	80-84 years	80-84	2018	2018	397	191500	207.310704960835
I501	Black or African American	Male	M	80-84 years	80-84	2018	2018	2	191500	1.0443864229765
I509	Black or African American	Male	M	80-84 years	80-84	2018	2018	115	191500	60.0522193211488
I110	Black or African American	Male	M	80-84 years	80-84	2019	2019	122	201218	60.630758679641
I130	Black or African American	Male	M	80-84 years	80-84	2019	2019	5	201218	2.48486715900168
I132	Black or African American	Male	M	80-84 years	80-84	2019	2019	49	201218	24.3516981582165
I500	Black or African American	Male	M	80-84 years	80-84	2019	2019	413	201218	205.250027333539
I501	Black or African American	Male	M	80-84 years	80-84	2019	2019	3	201218	1.49092029540101
I509	Black or African American	Male	M	80-84 years	80-84	2019	2019	153	201218	76.0369350654514
I110	Black or African American	Male	M	80-84 years	80-84	2020	2020	146	207884	70.2314752458102
I130	Black or African American	Male	M	80-84 years	80-84	2020	2020	8	207884	3.84830001346905
I132	Black or African American	Male	M	80-84 years	80-84	2020	2020	51	207884	24.5329125858652
I500	Black or African American	Male	M	80-84 years	80-84	2020	2020	377	207884	181.351138134729
I501	Black or African American	Male	M	80-84 years	80-84	2020	2020	1	207884	0.481037501683631
I509	Black or African American	Male	M	80-84 years	80-84	2020	2020	137	207884	65.9021377306575
I110	Black or African American	Male	M	80-84 years	80-84	2021	2021	148	200559	73.7937464785923
I130	Black or African American	Male	M	80-84 years	80-84	2021	2021	3	200559	1.49581918537687
I132	Black or African American	Male	M	80-84 years	80-84	2021	2021	65	200559	32.4094156831656
I500	Black or African American	Male	M	80-84 years	80-84	2021	2021	360	200559	179.498302245225
I501	Black or African American	Male	M	80-84 years	80-84	2021	2021	3	200559	1.49581918537687
I509	Black or African American	Male	M	80-84 years	80-84	2021	2021	163	200559	81.2728424054767
	Black or African American	Male	M	80-84 years	80-84	2022	2022	747	204065	366.059833876461
I110	Black or African American	Male	M	85+ years	85+	1999	1999	88	84140	104.587592108391
I500	Black or African American	Male	M	85+ years	85+	1999	1999	472	84140	560.969812217732
I132	Black or African American	Male	M	85+ years	85+	1999	1999	33	84140	39.2203470406465
I509	Black or African American	Male	M	85+ years	85+	1999	1999	38	84140	45.1628238649869
I501	Black or African American	Male	M	85+ years	85+	1999	1999	3	84140	3.56548609460423
I110	Black or African American	Male	M	85+ years	85+	2000	2000	98	85165	115.070745024364
I130	Black or African American	Male	M	85+ years	85+	2000	2000	2	85165	2.34838255151764
I132	Black or African American	Male	M	85+ years	85+	2000	2000	30	85165	35.2257382727646
I500	Black or African American	Male	M	85+ years	85+	2000	2000	456	85165	535.431221746022
I501	Black or African American	Male	M	85+ years	85+	2000	2000	1	85165	1.17419127575882
I509	Black or African American	Male	M	85+ years	85+	2000	2000	45	85165	52.838607409147
I110	Black or African American	Male	M	85+ years	85+	2001	2001	114	82735	137.78932737052
I500	Black or African American	Male	M	85+ years	85+	2001	2001	439	82735	530.60977820753
I130	Black or African American	Male	M	85+ years	85+	2001	2001	2	82735	2.41735662053544
I132	Black or African American	Male	M	85+ years	85+	2001	2001	27	82735	32.6343143772285
I509	Black or African American	Male	M	85+ years	85+	2001	2001	35	82735	42.3037408593703
I501	Black or African American	Male	M	85+ years	85+	2001	2001	1	82735	1.20867831026772
I110	Black or African American	Male	M	85+ years	85+	2002	2002	115	81399	141.279376896522
I500	Black or African American	Male	M	85+ years	85+	2002	2002	400	81399	491.406528335729
I132	Black or African American	Male	M	85+ years	85+	2002	2002	36	81399	44.2265875502156
I509	Black or African American	Male	M	85+ years	85+	2002	2002	47	81399	57.7402670794481
I501	Black or African American	Male	M	85+ years	85+	2002	2002	1	81399	1.22851632083932
I110	Black or African American	Male	M	85+ years	85+	2003	2003	124	81395	152.343510043614
I509	Black or African American	Male	M	85+ years	85+	2003	2003	44	81395	54.0573745316051
I130	Black or African American	Male	M	85+ years	85+	2003	2003	2	81395	2.45715338780023
I132	Black or African American	Male	M	85+ years	85+	2003	2003	27	81395	33.1715707353031
I500	Black or African American	Male	M	85+ years	85+	2003	2003	445	81395	546.716628785552
I110	Black or African American	Male	M	85+ years	85+	2004	2004	113	82755	136.547640625944
I130	Black or African American	Male	M	85+ years	85+	2004	2004	1	82755	1.20838620022959
I132	Black or African American	Male	M	85+ years	85+	2004	2004	26	82755	31.4180412059694
I500	Black or African American	Male	M	85+ years	85+	2004	2004	466	82755	563.107969306991
I501	Black or African American	Male	M	85+ years	85+	2004	2004	3	82755	3.62515860068878
I509	Black or African American	Male	M	85+ years	85+	2004	2004	34	82755	41.0851308078062
I110	Black or African American	Male	M	85+ years	85+	2005	2005	142	86445	164.266296489097
I500	Black or African American	Male	M	85+ years	85+	2005	2005	409	86445	473.133206084794
I132	Black or African American	Male	M	85+ years	85+	2005	2005	38	86445	43.9585863844063
I509	Black or African American	Male	M	85+ years	85+	2005	2005	44	86445	50.899415813523
I110	Black or African American	Male	M	85+ years	85+	2006	2006	136	89393	152.137191950153
I500	Black or African American	Male	M	85+ years	85+	2006	2006	467	89393	522.412269417069
I132	Black or African American	Male	M	85+ years	85+	2006	2006	25	89393	27.9663955790722
I509	Black or African American	Male	M	85+ years	85+	2006	2006	50	89393	55.9327911581444
I110	Black or African American	Male	M	85+ years	85+	2007	2007	137	93512	146.505261356831
I500	Black or African American	Male	M	85+ years	85+	2007	2007	463	93512	495.123620497904
I132	Black or African American	Male	M	85+ years	85+	2007	2007	32	93512	34.2202070322525
I509	Black or African American	Male	M	85+ years	85+	2007	2007	44	93512	47.0527846693472
I110	Black or African American	Male	M	85+ years	85+	2008	2008	142	98066	144.80044051965
I500	Black or African American	Male	M	85+ years	85+	2008	2008	443	98066	451.736585564824
I132	Black or African American	Male	M	85+ years	85+	2008	2008	27	98066	27.5324781269757
I509	Black or African American	Male	M	85+ years	85+	2008	2008	50	98066	50.9860706055106
I501	Black or African American	Male	M	85+ years	85+	2008	2008	2	98066	2.03944282422042
I110	Black or African American	Male	M	85+ years	85+	2009	2009	134	103138	129.923015765285
I130	Black or African American	Male	M	85+ years	85+	2009	2009	1	103138	0.969574744517055
I132	Black or African American	Male	M	85+ years	85+	2009	2009	21	103138	20.3610696348582
I500	Black or African American	Male	M	85+ years	85+	2009	2009	439	103138	425.643312842987
I501	Black or African American	Male	M	85+ years	85+	2009	2009	1	103138	0.969574744517055
I509	Black or African American	Male	M	85+ years	85+	2009	2009	40	103138	38.7829897806822
I110	Black or African American	Male	M	85+ years	85+	2010	2010	143	107218	133.373127646477
I130	Black or African American	Male	M	85+ years	85+	2010	2010	1	107218	0.93267921431103
I132	Black or African American	Male	M	85+ years	85+	2010	2010	22	107218	20.5189427148427
I500	Black or African American	Male	M	85+ years	85+	2010	2010	462	107218	430.897797011696
I501	Black or African American	Male	M	85+ years	85+	2010	2010	1	107218	0.93267921431103
I509	Black or African American	Male	M	85+ years	85+	2010	2010	65	107218	60.6241489302169
I110	Black or African American	Male	M	85+ years	85+	2011	2011	111	110893	100.096489408709
I130	Black or African American	Male	M	85+ years	85+	2011	2011	1	110893	0.901770174853237
I132	Black or African American	Male	M	85+ years	85+	2011	2011	36	110893	32.4637262947165
I500	Black or African American	Male	M	85+ years	85+	2011	2011	449	110893	404.894808509103
I501	Black or African American	Male	M	85+ years	85+	2011	2011	1	110893	0.901770174853237
I509	Black or African American	Male	M	85+ years	85+	2011	2011	60	110893	54.1062104911942
I110	Black or African American	Male	M	85+ years	85+	2012	2012	134	119700	111.946532999165
I500	Black or African American	Male	M	85+ years	85+	2012	2012	507	119700	423.558897243108
I132	Black or African American	Male	M	85+ years	85+	2012	2012	52	119700	43.4419381787803
I509	Black or African American	Male	M	85+ years	85+	2012	2012	53	119700	44.2773600668338
I501	Black or African American	Male	M	85+ years	85+	2012	2012	1	119700	0.835421888053467
I110	Black or African American	Male	M	85+ years	85+	2013	2013	143	125196	114.22090162625
I130	Black or African American	Male	M	85+ years	85+	2013	2013	4	125196	3.19499025527972
I132	Black or African American	Male	M	85+ years	85+	2013	2013	38	125196	30.3524074251574
I500	Black or African American	Male	M	85+ years	85+	2013	2013	549	125196	438.512412537142
I501	Black or African American	Male	M	85+ years	85+	2013	2013	2	125196	1.59749512763986
I509	Black or African American	Male	M	85+ years	85+	2013	2013	83	125196	66.2960477970542
I110	Black or African American	Male	M	85+ years	85+	2014	2014	140	131605	106.37893697048
I130	Black or African American	Male	M	85+ years	85+	2014	2014	1	131605	0.759849549789142
I132	Black or African American	Male	M	85+ years	85+	2014	2014	52	131605	39.5121765890354
I500	Black or African American	Male	M	85+ years	85+	2014	2014	604	131605	458.949128072642
I501	Black or African American	Male	M	85+ years	85+	2014	2014	4	131605	3.03939819915657
I509	Black or African American	Male	M	85+ years	85+	2014	2014	89	131605	67.6266099312336
I110	Black or African American	Male	M	85+ years	85+	2015	2015	176	137328	128.160316905511
I509	Black or African American	Male	M	85+ years	85+	2015	2015	106	137328	77.187463590819
I130	Black or African American	Male	M	85+ years	85+	2015	2015	4	137328	2.91273447512525
I132	Black or African American	Male	M	85+ years	85+	2015	2015	50	137328	36.4091809390656
I500	Black or African American	Male	M	85+ years	85+	2015	2015	662	137328	482.057555633228
I110	Black or African American	Male	M	85+ years	85+	2016	2016	170	141899	119.803522223553
I130	Black or African American	Male	M	85+ years	85+	2016	2016	5	141899	3.5236330065751
I132	Black or African American	Male	M	85+ years	85+	2016	2016	47	141899	33.1221502618059
I500	Black or African American	Male	M	85+ years	85+	2016	2016	667	141899	470.052643077118
I501	Black or African American	Male	M	85+ years	85+	2016	2016	2	141899	1.40945320263004
I509	Black or African American	Male	M	85+ years	85+	2016	2016	165	141899	116.279889216978
I110	Black or African American	Male	M	85+ years	85+	2017	2017	231	147833	156.257398551068
I130	Black or African American	Male	M	85+ years	85+	2017	2017	7	147833	4.73507268336569
I132	Black or African American	Male	M	85+ years	85+	2017	2017	69	147833	46.6742878788904
I500	Black or African American	Male	M	85+ years	85+	2017	2017	694	147833	469.44863460797
I501	Black or African American	Male	M	85+ years	85+	2017	2017	1	147833	0.676438954766527
I509	Black or African American	Male	M	85+ years	85+	2017	2017	178	147833	120.406133948442
I110	Black or African American	Male	M	85+ years	85+	2018	2018	194	153453	126.423074166031
I130	Black or African American	Male	M	85+ years	85+	2018	2018	10	153453	6.51665330752739
I132	Black or African American	Male	M	85+ years	85+	2018	2018	70	153453	45.6165731526917
I500	Black or African American	Male	M	85+ years	85+	2018	2018	695	153453	452.907404873153
I501	Black or African American	Male	M	85+ years	85+	2018	2018	2	153453	1.30333066150548
I509	Black or African American	Male	M	85+ years	85+	2018	2018	207	153453	134.894723465817
I110	Black or African American	Male	M	85+ years	85+	2019	2019	204	158499	128.707436639979
I130	Black or African American	Male	M	85+ years	85+	2019	2019	11	158499	6.94010687764592
I132	Black or African American	Male	M	85+ years	85+	2019	2019	93	158499	58.6754490564609
I500	Black or African American	Male	M	85+ years	85+	2019	2019	739	158499	466.248998416394
I501	Black or African American	Male	M	85+ years	85+	2019	2019	2	158499	1.26183761411744
I509	Black or African American	Male	M	85+ years	85+	2019	2019	232	158499	146.373163237623
I110	Black or African American	Male	M	85+ years	85+	2020	2020	243	163597	148.535731095313
I130	Black or African American	Male	M	85+ years	85+	2020	2020	13	163597	7.94635598452294
I132	Black or African American	Male	M	85+ years	85+	2020	2020	122	163597	74.5734946239845
I500	Black or African American	Male	M	85+ years	85+	2020	2020	726	163597	443.773418827974
I501	Black or African American	Male	M	85+ years	85+	2020	2020	2	163597	1.22251630531122
I509	Black or African American	Male	M	85+ years	85+	2020	2020	262	163597	160.14963599577
I110	Black or African American	Male	M	85+ years	85+	2021	2021	269	148429	181.2314305156
I130	Black or African American	Male	M	85+ years	85+	2021	2021	20	148429	13.4744558004164
I132	Black or African American	Male	M	85+ years	85+	2021	2021	96	148429	64.6773878419985
I500	Black or African American	Male	M	85+ years	85+	2021	2021	658	148429	443.309595833698
I501	Black or African American	Male	M	85+ years	85+	2021	2021	5	148429	3.36861395010409
I509	Black or African American	Male	M	85+ years	85+	2021	2021	243	148429	163.714637975059
	Black or African American	Male	M	85+ years	85+	2022	2022	1337	151225	884.113076541577
I130	White	Female	F	55-59 years	55-59	1999	1999	2	5304072	0.037706878790484
I110	White	Female	F	55-59 years	55-59	1999	1999	32	5304072	0.603310060647744
I500	White	Female	F	55-59 years	55-59	1999	1999	182	5304072	3.43132596993404
I501	White	Female	F	55-59 years	55-59	1999	1999	3	5304072	0.056560318185726
I132	White	Female	F	55-59 years	55-59	1999	1999	5	5304072	0.09426719697621
I509	White	Female	F	55-59 years	55-59	1999	1999	40	5304072	0.75413757580968
I110	White	Female	F	55-59 years	55-59	2000	2000	26	5440411	0.477905070039745
I500	White	Female	F	55-59 years	55-59	2000	2000	196	5440411	3.60266898953039
I501	White	Female	F	55-59 years	55-59	2000	2000	1	5440411	0.0183809642322979
I132	White	Female	F	55-59 years	55-59	2000	2000	5	5440411	0.0919048211614895
I509	White	Female	F	55-59 years	55-59	2000	2000	32	5440411	0.588190855433532
I110	White	Female	F	55-59 years	55-59	2001	2001	42	5594924	0.750680438197194
I500	White	Female	F	55-59 years	55-59	2001	2001	199	5594924	3.55679540955337
I501	White	Female	F	55-59 years	55-59	2001	2001	3	5594924	0.0536200312997996
I132	White	Female	F	55-59 years	55-59	2001	2001	9	5594924	0.160860093899399
I509	White	Female	F	55-59 years	55-59	2001	2001	44	5594924	0.786427125730394
I500	White	Female	F	55-59 years	55-59	2002	2002	225	6061053	3.71222624187579
I110	White	Female	F	55-59 years	55-59	2002	2002	29	6061053	0.478464715619547
I501	White	Female	F	55-59 years	55-59	2002	2002	1	6061053	0.0164987832972257
I509	White	Female	F	55-59 years	55-59	2002	2002	37	6061053	0.610454981997353
I110	White	Female	F	55-59 years	55-59	2003	2003	36	6276773	0.573543124787211
I132	White	Female	F	55-59 years	55-59	2003	2003	7	6276773	0.11152227426418
I500	White	Female	F	55-59 years	55-59	2003	2003	240	6276773	3.82362083191474
I501	White	Female	F	55-59 years	55-59	2003	2003	2	6276773	0.0318635069326229
I509	White	Female	F	55-59 years	55-59	2003	2003	33	6276773	0.525747864388277
I110	White	Female	F	55-59 years	55-59	2004	2004	42	6543979	0.641811350555984
I500	White	Female	F	55-59 years	55-59	2004	2004	232	6543979	3.5452436506902
I501	White	Female	F	55-59 years	55-59	2004	2004	1	6543979	0.0152812226322853
I132	White	Female	F	55-59 years	55-59	2004	2004	10	6543979	0.152812226322853
I509	White	Female	F	55-59 years	55-59	2004	2004	36	6543979	0.550124014762272
I130	White	Female	F	55-59 years	55-59	2005	2005	1	6839972	0.0146199428886551
I110	White	Female	F	55-59 years	55-59	2005	2005	57	6839972	0.833336744653341
I500	White	Female	F	55-59 years	55-59	2005	2005	244	6839972	3.56726606483184
I501	White	Female	F	55-59 years	55-59	2005	2005	1	6839972	0.0146199428886551
I132	White	Female	F	55-59 years	55-59	2005	2005	6	6839972	0.0877196573319306
I509	White	Female	F	55-59 years	55-59	2005	2005	39	6839972	0.570177772657549
I110	White	Female	F	55-59 years	55-59	2006	2006	51	7153684	0.712919385312519
I500	White	Female	F	55-59 years	55-59	2006	2006	259	7153684	3.62051217246946
I501	White	Female	F	55-59 years	55-59	2006	2006	1	7153684	0.0139788114767161
I132	White	Female	F	55-59 years	55-59	2006	2006	4	7153684	0.0559152459068642
I509	White	Female	F	55-59 years	55-59	2006	2006	36	7153684	0.503237213161778
I130	White	Female	F	55-59 years	55-59	2007	2007	1	7090471	0.0141034354417358
I110	White	Female	F	55-59 years	55-59	2007	2007	45	7090471	0.634654594878112
I500	White	Female	F	55-59 years	55-59	2007	2007	224	7090471	3.15916953894882
I501	White	Female	F	55-59 years	55-59	2007	2007	1	7090471	0.0141034354417358
I132	White	Female	F	55-59 years	55-59	2007	2007	4	7090471	0.0564137417669433
I509	White	Female	F	55-59 years	55-59	2007	2007	43	7090471	0.60644772399464
I110	White	Female	F	55-59 years	55-59	2008	2008	43	7178391	0.599020031090533
I500	White	Female	F	55-59 years	55-59	2008	2008	224	7178391	3.12047644102975
I501	White	Female	F	55-59 years	55-59	2008	2008	3	7178391	0.0417920951923627
I132	White	Female	F	55-59 years	55-59	2008	2008	2	7178391	0.0278613967949085
I509	White	Female	F	55-59 years	55-59	2008	2008	38	7178391	0.529366539103261
I110	White	Female	F	55-59 years	55-59	2009	2009	55	7311741	0.752214828178405
I132	White	Female	F	55-59 years	55-59	2009	2009	7	7311741	0.0957364326772516
I500	White	Female	F	55-59 years	55-59	2009	2009	222	7311741	3.03621257919284
I509	White	Female	F	55-59 years	55-59	2009	2009	42	7311741	0.574418596063509
I110	White	Female	F	55-59 years	55-59	2010	2010	49	7424695	0.659959769391201
I500	White	Female	F	55-59 years	55-59	2010	2010	239	7424695	3.21898744662239
I501	White	Female	F	55-59 years	55-59	2010	2010	1	7424695	0.0134685667222694
I132	White	Female	F	55-59 years	55-59	2010	2010	4	7424695	0.0538742668890776
I509	White	Female	F	55-59 years	55-59	2010	2010	46	7424695	0.619554069224392
I110	White	Female	F	55-59 years	55-59	2011	2011	60	7580924	0.791460249436612
I132	White	Female	F	55-59 years	55-59	2011	2011	5	7580924	0.0659550207863843
I500	White	Female	F	55-59 years	55-59	2011	2011	241	7580924	3.17903200190373
I509	White	Female	F	55-59 years	55-59	2011	2011	43	7580924	0.567213178762905
I110	White	Female	F	55-59 years	55-59	2012	2012	51	7714989	0.661050845309047
I500	White	Female	F	55-59 years	55-59	2012	2012	221	7714989	2.86455366300587
I501	White	Female	F	55-59 years	55-59	2012	2012	2	7714989	0.0259235625611391
I132	White	Female	F	55-59 years	55-59	2012	2012	7	7714989	0.0907324689639869
I509	White	Female	F	55-59 years	55-59	2012	2012	45	7714989	0.58328015762563
I110	White	Female	F	55-59 years	55-59	2013	2013	66	7810125	0.845056897296778
I130	White	Female	F	55-59 years	55-59	2013	2013	1	7810125	0.0128038923832845
I132	White	Female	F	55-59 years	55-59	2013	2013	8	7810125	0.102431139066276
I500	White	Female	F	55-59 years	55-59	2013	2013	273	7810125	3.49546262063667
I501	White	Female	F	55-59 years	55-59	2013	2013	1	7810125	0.0128038923832845
I509	White	Female	F	55-59 years	55-59	2013	2013	52	7810125	0.665802403930795
I132	White	Female	F	55-59 years	55-59	2014	2014	11	7844960	0.140217413473109
I500	White	Female	F	55-59 years	55-59	2014	2014	248	7844960	3.16126532193918
I501	White	Female	F	55-59 years	55-59	2014	2014	2	7844960	0.0254940751769289
I110	White	Female	F	55-59 years	55-59	2014	2014	57	7844960	0.726581142542473
I509	White	Female	F	55-59 years	55-59	2014	2014	73	7844960	0.930533743957904
I130	White	Female	F	55-59 years	55-59	2015	2015	1	7872823	0.0127019240747569
I132	White	Female	F	55-59 years	55-59	2015	2015	11	7872823	0.139721164822326
I500	White	Female	F	55-59 years	55-59	2015	2015	271	7872823	3.44222142425913
I501	White	Female	F	55-59 years	55-59	2015	2015	5	7872823	0.0635096203737846
I110	White	Female	F	55-59 years	55-59	2015	2015	60	7872823	0.762115444485415
I509	White	Female	F	55-59 years	55-59	2015	2015	81	7872823	1.02885585005531
I110	White	Female	F	55-59 years	55-59	2016	2016	80	7895816	1.01319483635384
I130	White	Female	F	55-59 years	55-59	2016	2016	2	7895816	0.0253298709088459
I132	White	Female	F	55-59 years	55-59	2016	2016	9	7895816	0.113984419089807
I500	White	Female	F	55-59 years	55-59	2016	2016	269	7895816	3.40686763723977
I501	White	Female	F	55-59 years	55-59	2016	2016	5	7895816	0.0633246772721148
I509	White	Female	F	55-59 years	55-59	2016	2016	87	7895816	1.1018493845348
I110	White	Female	F	55-59 years	55-59	2017	2017	86	7825343	1.09899336041883
I130	White	Female	F	55-59 years	55-59	2017	2017	4	7825343	0.0511159702520388
I132	White	Female	F	55-59 years	55-59	2017	2017	12	7825343	0.153347910756116
I500	White	Female	F	55-59 years	55-59	2017	2017	289	7825343	3.6931288507098
I501	White	Female	F	55-59 years	55-59	2017	2017	1	7825343	0.0127789925630097
I509	White	Female	F	55-59 years	55-59	2017	2017	86	7825343	1.09899336041883
I110	White	Female	F	55-59 years	55-59	2018	2018	105	7726628	1.35893691271276
I130	White	Female	F	55-59 years	55-59	2018	2018	4	7726628	0.0517690252462005
I132	White	Female	F	55-59 years	55-59	2018	2018	16	7726628	0.207076100984802
I500	White	Female	F	55-59 years	55-59	2018	2018	277	7726628	3.58500499829939
I501	White	Female	F	55-59 years	55-59	2018	2018	3	7726628	0.0388267689346504
I509	White	Female	F	55-59 years	55-59	2018	2018	111	7726628	1.43659045058207
I130	White	Female	F	55-59 years	55-59	2019	2019	6	7625376	0.0786846445342499
I132	White	Female	F	55-59 years	55-59	2019	2019	23	7625376	0.301624470714624
I500	White	Female	F	55-59 years	55-59	2019	2019	281	7625376	3.68506418568737
I501	White	Female	F	55-59 years	55-59	2019	2019	2	7625376	0.02622821484475
I110	White	Female	F	55-59 years	55-59	2019	2019	107	7625376	1.40320949419412
I509	White	Female	F	55-59 years	55-59	2019	2019	107	7625376	1.40320949419412
I110	White	Female	F	55-59 years	55-59	2020	2020	122	7450226	1.63753421708281
I130	White	Female	F	55-59 years	55-59	2020	2020	3	7450226	0.0402672348462986
I132	White	Female	F	55-59 years	55-59	2020	2020	21	7450226	0.28187064392409
I500	White	Female	F	55-59 years	55-59	2020	2020	283	7450226	3.7985424871675
I501	White	Female	F	55-59 years	55-59	2020	2020	1	7450226	0.0134224116154329
I509	White	Female	F	55-59 years	55-59	2020	2020	110	7450226	1.47646527769762
I110	White	Female	F	55-59 years	55-59	2021	2021	126	7172732	1.75665283465212
I130	White	Female	F	55-59 years	55-59	2021	2021	2	7172732	0.0278833783278115
I132	White	Female	F	55-59 years	55-59	2021	2021	29	7172732	0.404308985753267
I500	White	Female	F	55-59 years	55-59	2021	2021	306	7172732	4.26615688415516
I501	White	Female	F	55-59 years	55-59	2021	2021	1	7172732	0.0139416891639057
I509	White	Female	F	55-59 years	55-59	2021	2021	134	7172732	1.86818634796337
	White	Female	F	55-59 years	55-59	2022	2022	612	7236952	8.45659885542974
I130	White	Female	F	60-64 years	60-64	1999	1999	2	4417711	0.0452723141011261
I110	White	Female	F	60-64 years	60-64	1999	1999	46	4417711	1.0412632243259
I500	White	Female	F	60-64 years	60-64	1999	1999	345	4417711	7.80947418244426
I501	White	Female	F	60-64 years	60-64	1999	1999	2	4417711	0.0452723141011261
I132	White	Female	F	60-64 years	60-64	1999	1999	16	4417711	0.362178512809009
I509	White	Female	F	60-64 years	60-64	1999	1999	44	4417711	0.995990910224775
I130	White	Female	F	60-64 years	60-64	2000	2000	1	4438847	0.0225283727959085
I110	White	Female	F	60-64 years	60-64	2000	2000	54	4438847	1.21653213097906
I500	White	Female	F	60-64 years	60-64	2000	2000	394	4438847	8.87617888158794
I501	White	Female	F	60-64 years	60-64	2000	2000	3	4438847	0.0675851183877255
I132	White	Female	F	60-64 years	60-64	2000	2000	11	4438847	0.247812100754993
I509	White	Female	F	60-64 years	60-64	2000	2000	43	4438847	0.968720030224065
I110	White	Female	F	60-64 years	60-64	2001	2001	45	4553355	0.988282266592436
I132	White	Female	F	60-64 years	60-64	2001	2001	19	4553355	0.417274734783473
I500	White	Female	F	60-64 years	60-64	2001	2001	417	4553355	9.1580823370899
I501	White	Female	F	60-64 years	60-64	2001	2001	3	4553355	0.0658854844394957
I509	White	Female	F	60-64 years	60-64	2001	2001	45	4553355	0.988282266592436
I130	White	Female	F	60-64 years	60-64	2002	2002	1	4718079	0.0211950668905714
I132	White	Female	F	60-64 years	60-64	2002	2002	12	4718079	0.254340802686856
I500	White	Female	F	60-64 years	60-64	2002	2002	401	4718079	8.49922182311911
