Race	Hispanic Origin	Five-Year Age Groups	Cause of death Code	Gender	Year	Deaths	Population	Crude Rate
White	Not Hispanic or Latino	40-44 years	I24.8	Male	2019	5	5755971	0.0868663167343963
White	Not Hispanic or Latino	40-44 years	I24.8	Male	2020	14	5855872	0.239076263962054
White	Not Hispanic or Latino	40-44 years	I24.8	Male	2021	10	6136616	0.162956261235834
White	Not Hispanic or Latino	40-44 years	I24.8	Male	2022	6	6240474	0.0961465427145438
White	Not Hispanic or Latino	40-44 years	I24.9	Female	1999	5	8133518	0.0614740140736149
White	Not Hispanic or Latino	40-44 years	I24.9	Female	2000	5	8166125	0.0612285508732722
White	Not Hispanic or Latino	40-44 years	I24.9	Female	2001	5	8220183	0.0608258964551033
White	Not Hispanic or Latino	40-44 years	I24.9	Female	2003	5	8080271	0.0618791127178779
White	Not Hispanic or Latino	40-44 years	I24.9	Female	2004	5	7996027	0.0625310544849336
White	Not Hispanic or Latino	40-44 years	I24.9	Female	2005	5	7823510	0.0639099330096082
White	Not Hispanic or Latino	40-44 years	I24.9	Female	2006	10	7551583	0.13242256623545
White	Not Hispanic or Latino	40-44 years	I24.9	Female	2007	5	7278629	0.068694255470364
White	Not Hispanic or Latino	40-44 years	I24.9	Female	2008	10	7003322	0.14278937909752
White	Not Hispanic or Latino	40-44 years	I24.9	Female	2009	5	6772049	0.073832897546961
White	Not Hispanic or Latino	40-44 years	I24.9	Female	2010	5	6669786	0.0749649239121015
White	Not Hispanic or Latino	40-44 years	I24.9	Female	2011	5	6638515	0.0753180492926505
White	Not Hispanic or Latino	40-44 years	I24.9	Female	2012	5	6544669	0.0763980577168991
White	Not Hispanic or Latino	40-44 years	I24.9	Female	2013	5	6398972	0.0781375508441043
White	Not Hispanic or Latino	40-44 years	I24.9	Female	2014	5	6195322	0.0807060553107651
White	Not Hispanic or Latino	40-44 years	I24.9	Female	2015	5	5972413	0.0837182559210155
White	Not Hispanic or Latino	40-44 years	I24.9	Female	2016	5	5734030	0.0871987066687827
White	Not Hispanic or Latino	40-44 years	I24.9	Female	2017	5	5643966	0.088590186404383
White	Not Hispanic or Latino	40-44 years	I24.9	Female	2018	5	5645389	0.0885678559971687
White	Not Hispanic or Latino	40-44 years	I24.9	Female	2019	5	5698602	0.0877408178356727
White	Not Hispanic or Latino	40-44 years	I24.9	Female	2020	5	5799848	0.0862091558261527
White	Not Hispanic or Latino	40-44 years	I24.9	Female	2021	2	5985407	0.0334146032174587
White	Not Hispanic or Latino	40-44 years	I24.9	Female	2022	6	6021800	0.0996379819987379
White	Not Hispanic or Latino	40-44 years	I24.9	Male	1999	5	8117806	0.061592996925524
White	Not Hispanic or Latino	40-44 years	I24.9	Male	2000	5	8151520	0.0613382534791057
White	Not Hispanic or Latino	40-44 years	I24.9	Male	2001	5	8202369	0.0609579988415542
White	Not Hispanic or Latino	40-44 years	I24.9	Male	2002	5	8146913	0.0613729396643858
White	Not Hispanic or Latino	40-44 years	I24.9	Male	2003	5	8049029	0.0621192941409454
White	Not Hispanic or Latino	40-44 years	I24.9	Male	2004	5	7968265	0.062748917110563
White	Not Hispanic or Latino	40-44 years	I24.9	Male	2005	5	7793151	0.0641589005525493
White	Not Hispanic or Latino	40-44 years	I24.9	Male	2006	12	7535096	0.15925477260011
White	Not Hispanic or Latino	40-44 years	I24.9	Male	2007	18	7271303	0.24754847927531
White	Not Hispanic or Latino	40-44 years	I24.9	Male	2008	30	7014018	0.427714898935247
White	Not Hispanic or Latino	40-44 years	I24.9	Male	2009	12	6796712	0.176555958233923
White	Not Hispanic or Latino	40-44 years	I24.9	Male	2010	23	6705632	0.342995261296773
White	Not Hispanic or Latino	40-44 years	I24.9	Male	2011	12	6681100	0.179611141877835
White	Not Hispanic or Latino	40-44 years	I24.9	Male	2012	5	6595545	0.0758087466615723
White	Not Hispanic or Latino	40-44 years	I24.9	Male	2013	13	6444840	0.201711757002501
White	Not Hispanic or Latino	40-44 years	I24.9	Male	2014	16	6243102	0.25628285426059
White	Not Hispanic or Latino	40-44 years	I24.9	Male	2015	12	6022801	0.199242843985714
White	Not Hispanic or Latino	40-44 years	I24.9	Male	2016	5	5784403	0.0864393438700588
White	Not Hispanic or Latino	40-44 years	I24.9	Male	2017	5	5696250	0.0877770463023919
White	Not Hispanic or Latino	40-44 years	I24.9	Male	2018	5	5701206	0.0877007426148082
White	Not Hispanic or Latino	40-44 years	I24.9	Male	2019	10	5755971	0.173732633468793
White	Not Hispanic or Latino	40-44 years	I24.9	Male	2020	10	5855872	0.170768759972896
White	Not Hispanic or Latino	40-44 years	I24.9	Male	2021	14	6136616	0.228138765730168
White	Not Hispanic or Latino	40-44 years	I24.9	Male	2022	17	6240474	0.272415204357874
White	Not Hispanic or Latino	40-44 years	I25.0	Female	1999	113	8133518	1.3893127180637
White	Not Hispanic or Latino	40-44 years	I25.0	Female	2000	119	8166125	1.45723951078388
White	Not Hispanic or Latino	40-44 years	I25.0	Female	2001	151	8220183	1.83694207294412
White	Not Hispanic or Latino	40-44 years	I25.0	Female	2002	127	8166129	1.55520443039781
White	Not Hispanic or Latino	40-44 years	I25.0	Female	2003	160	8080271	1.98013160697209
White	Not Hispanic or Latino	40-44 years	I25.0	Female	2004	145	7996027	1.81340058006307
White	Not Hispanic or Latino	40-44 years	I25.0	Female	2005	126	7823510	1.61053031184213
White	Not Hispanic or Latino	40-44 years	I25.0	Female	2006	145	7551583	1.92012721041403
White	Not Hispanic or Latino	40-44 years	I25.0	Female	2007	130	7278629	1.78605064222946
White	Not Hispanic or Latino	40-44 years	I25.0	Female	2008	147	7003322	2.09900387273354
White	Not Hispanic or Latino	40-44 years	I25.0	Female	2009	129	6772049	1.9048887567116
White	Not Hispanic or Latino	40-44 years	I25.0	Female	2010	121	6669786	1.81415115867286
White	Not Hispanic or Latino	40-44 years	I25.0	Female	2011	133	6638515	2.0034601111845
White	Not Hispanic or Latino	40-44 years	I25.0	Female	2012	152	6544669	2.32250095459373
White	Not Hispanic or Latino	40-44 years	I25.0	Female	2013	155	6398972	2.42226407616723
White	Not Hispanic or Latino	40-44 years	I25.0	Female	2014	158	6195322	2.55031134782018
White	Not Hispanic or Latino	40-44 years	I25.0	Female	2015	113	5972413	1.89203258381495
White	Not Hispanic or Latino	40-44 years	I25.0	Female	2016	139	5734030	2.42412404539216
White	Not Hispanic or Latino	40-44 years	I25.0	Female	2017	131	5643966	2.32106288379484
White	Not Hispanic or Latino	40-44 years	I25.0	Female	2018	114	5645389	2.01934711673545
White	Not Hispanic or Latino	40-44 years	I25.0	Female	2019	127	5698602	2.22861677302609
White	Not Hispanic or Latino	40-44 years	I25.0	Female	2020	132	5799848	2.27592171381043
White	Not Hispanic or Latino	40-44 years	I25.0	Female	2021	143	5985407	2.3891441300483
White	Not Hispanic or Latino	40-44 years	I25.0	Female	2022	152	6021800	2.52416221063469
White	Not Hispanic or Latino	40-44 years	I25.0	Male	1999	594	8117806	7.31724803475225
White	Not Hispanic or Latino	40-44 years	I25.0	Male	2000	564	8151520	6.91895499244313
White	Not Hispanic or Latino	40-44 years	I25.0	Male	2001	573	8202369	6.98578666724211
White	Not Hispanic or Latino	40-44 years	I25.0	Male	2002	628	8146913	7.70844122184685
White	Not Hispanic or Latino	40-44 years	I25.0	Male	2003	594	8049029	7.37977214394432
White	Not Hispanic or Latino	40-44 years	I25.0	Male	2004	633	7968265	7.94401290619727
White	Not Hispanic or Latino	40-44 years	I25.0	Male	2005	582	7793151	7.46809602431674
White	Not Hispanic or Latino	40-44 years	I25.0	Male	2006	550	7535096	7.29917707750505
White	Not Hispanic or Latino	40-44 years	I25.0	Male	2007	552	7271303	7.59148669777618
White	Not Hispanic or Latino	40-44 years	I25.0	Male	2008	524	7014018	7.47075356806897
White	Not Hispanic or Latino	40-44 years	I25.0	Male	2009	488	6796712	7.17994230151285
White	Not Hispanic or Latino	40-44 years	I25.0	Male	2010	493	6705632	7.35202886170908
White	Not Hispanic or Latino	40-44 years	I25.0	Male	2011	508	6681100	7.60353833949499
White	Not Hispanic or Latino	40-44 years	I25.0	Male	2012	466	6595545	7.06537518885854
White	Not Hispanic or Latino	40-44 years	I25.0	Male	2013	468	6444840	7.26162325209004
White	Not Hispanic or Latino	40-44 years	I25.0	Male	2014	494	6243102	7.91273312529573
White	Not Hispanic or Latino	40-44 years	I25.0	Male	2015	454	6022801	7.53802093079283
White	Not Hispanic or Latino	40-44 years	I25.0	Male	2016	450	5784403	7.7795409483053
White	Not Hispanic or Latino	40-44 years	I25.0	Male	2017	438	5696250	7.68926925608953
White	Not Hispanic or Latino	40-44 years	I25.0	Male	2018	453	5701206	7.94568728090162
White	Not Hispanic or Latino	40-44 years	I25.0	Male	2019	474	5755971	8.23492682642077
White	Not Hispanic or Latino	40-44 years	I25.0	Male	2020	487	5855872	8.31643861068001
White	Not Hispanic or Latino	40-44 years	I25.0	Male	2021	555	6136616	9.0440724985888
White	Not Hispanic or Latino	40-44 years	I25.0	Male	2022	473	6240474	7.5795524506632
White	Not Hispanic or Latino	40-44 years	I25.1	Female	1999	257	8133518	3.1597643233838
White	Not Hispanic or Latino	40-44 years	I25.1	Female	2000	254	8166125	3.11041038436223
White	Not Hispanic or Latino	40-44 years	I25.1	Female	2001	265	8220183	3.22377251212047
White	Not Hispanic or Latino	40-44 years	I25.1	Female	2002	282	8166129	3.45328857773371
White	Not Hispanic or Latino	40-44 years	I25.1	Female	2003	292	8080271	3.61374018272407
White	Not Hispanic or Latino	40-44 years	I25.1	Female	2004	276	7996027	3.45171420756833
White	Not Hispanic or Latino	40-44 years	I25.1	Female	2005	268	7823510	3.425572409315
White	Not Hispanic or Latino	40-44 years	I25.1	Female	2006	241	7551583	3.19138384627435
White	Not Hispanic or Latino	40-44 years	I25.1	Female	2007	226	7278629	3.10498034726045
White	Not Hispanic or Latino	40-44 years	I25.1	Female	2008	221	7003322	3.15564527805519
White	Not Hispanic or Latino	40-44 years	I25.1	Female	2009	203	6772049	2.99761564040662
White	Not Hispanic or Latino	40-44 years	I25.1	Female	2010	194	6669786	2.90863904778954
White	Not Hispanic or Latino	40-44 years	I25.1	Female	2011	186	6638515	2.8018314336866
White	Not Hispanic or Latino	40-44 years	I25.1	Female	2012	197	6544669	3.01008347404582
White	Not Hispanic or Latino	40-44 years	I25.1	Female	2013	169	6398972	2.64104921853073
White	Not Hispanic or Latino	40-44 years	I25.1	Female	2014	155	6195322	2.50188771463372
White	Not Hispanic or Latino	40-44 years	I25.1	Female	2015	157	5972413	2.62875323591989
White	Not Hispanic or Latino	40-44 years	I25.1	Female	2016	134	5734030	2.33692533872338
White	Not Hispanic or Latino	40-44 years	I25.1	Female	2017	144	5643966	2.55139736844623
White	Not Hispanic or Latino	40-44 years	I25.1	Female	2018	121	5645389	2.14334211513148
White	Not Hispanic or Latino	40-44 years	I25.1	Female	2019	104	5698602	1.82500901098199
White	Not Hispanic or Latino	40-44 years	I25.1	Female	2020	126	5799848	2.17247072681905
White	Not Hispanic or Latino	40-44 years	I25.1	Female	2021	120	5985407	2.00487619304752
White	Not Hispanic or Latino	40-44 years	I25.1	Female	2022	119	6021800	1.97615330964164
White	Not Hispanic or Latino	40-44 years	I25.1	Male	1999	1022	8117806	12.5896085715771
White	Not Hispanic or Latino	40-44 years	I25.1	Male	2000	1034	8151520	12.6847508194791
White	Not Hispanic or Latino	40-44 years	I25.1	Male	2001	1008	8202369	12.2891325664573
White	Not Hispanic or Latino	40-44 years	I25.1	Male	2002	1056	8146913	12.9619648571183
White	Not Hispanic or Latino	40-44 years	I25.1	Male	2003	991	8049029	12.3120440987354
White	Not Hispanic or Latino	40-44 years	I25.1	Male	2004	938	7968265	11.7716968499416
White	Not Hispanic or Latino	40-44 years	I25.1	Male	2005	879	7793151	11.2791347171382
White	Not Hispanic or Latino	40-44 years	I25.1	Male	2006	923	7535096	12.2493462591585
White	Not Hispanic or Latino	40-44 years	I25.1	Male	2007	764	7271303	10.5070576759076
White	Not Hispanic or Latino	40-44 years	I25.1	Male	2008	742	7014018	10.5788151669984
White	Not Hispanic or Latino	40-44 years	I25.1	Male	2009	645	6796712	9.48988275507334
White	Not Hispanic or Latino	40-44 years	I25.1	Male	2010	592	6705632	8.82839976902997
White	Not Hispanic or Latino	40-44 years	I25.1	Male	2011	535	6681100	8.00766340872012
White	Not Hispanic or Latino	40-44 years	I25.1	Male	2012	501	6595545	7.59603641548955
White	Not Hispanic or Latino	40-44 years	I25.1	Male	2013	519	6444840	8.05295399109986
White	Not Hispanic or Latino	40-44 years	I25.1	Male	2014	402	6243102	6.43910671329733
White	Not Hispanic or Latino	40-44 years	I25.1	Male	2015	420	6022801	6.97349953949998
White	Not Hispanic or Latino	40-44 years	I25.1	Male	2016	402	5784403	6.94972324715273
White	Not Hispanic or Latino	40-44 years	I25.1	Male	2017	343	5696250	6.02150537634409
White	Not Hispanic or Latino	40-44 years	I25.1	Male	2018	317	5701206	5.56022708177884
White	Not Hispanic or Latino	40-44 years	I25.1	Male	2019	296	5755971	5.14248595067626
White	Not Hispanic or Latino	40-44 years	I25.1	Male	2020	360	5855872	6.14767535902424
White	Not Hispanic or Latino	40-44 years	I25.1	Male	2021	365	6136616	5.94790353510795
White	Not Hispanic or Latino	40-44 years	I25.1	Male	2022	300	6240474	4.80732713572719
White	Not Hispanic or Latino	40-44 years	I25.2	Female	1999	5	8133518	0.0614740140736149
White	Not Hispanic or Latino	40-44 years	I25.2	Female	2000	5	8166125	0.0612285508732722
White	Not Hispanic or Latino	40-44 years	I25.2	Female	2001	5	8220183	0.0608258964551033
White	Not Hispanic or Latino	40-44 years	I25.2	Female	2002	5	8166129	0.0612285208818034
White	Not Hispanic or Latino	40-44 years	I25.2	Female	2003	5	8080271	0.0618791127178779
White	Not Hispanic or Latino	40-44 years	I25.2	Female	2004	5	7996027	0.0625310544849336
White	Not Hispanic or Latino	40-44 years	I25.2	Male	1999	5	8117806	0.061592996925524
White	Not Hispanic or Latino	40-44 years	I25.2	Male	2000	5	8151520	0.0613382534791057
White	Not Hispanic or Latino	40-44 years	I25.2	Male	2001	5	8202369	0.0609579988415542
White	Not Hispanic or Latino	40-44 years	I25.2	Male	2002	5	8146913	0.0613729396643858
White	Not Hispanic or Latino	40-44 years	I25.2	Male	2003	5	8049029	0.0621192941409454
White	Not Hispanic or Latino	40-44 years	I25.2	Male	2004	5	7968265	0.062748917110563
White	Not Hispanic or Latino	40-44 years	I25.2	Male	2005	5	7793151	0.0641589005525493
White	Not Hispanic or Latino	40-44 years	I25.3	Female	2001	5	8220183	0.0608258964551033
White	Not Hispanic or Latino	40-44 years	I25.3	Female	2005	5	7823510	0.0639099330096082
White	Not Hispanic or Latino	40-44 years	I25.3	Female	2021	2	5985407	0.0334146032174587
White	Not Hispanic or Latino	40-44 years	I25.3	Male	1999	5	8117806	0.061592996925524
White	Not Hispanic or Latino	40-44 years	I25.3	Male	2000	5	8151520	0.0613382534791057
White	Not Hispanic or Latino	40-44 years	I25.3	Male	2009	5	6796712	0.0735649825974677
White	Not Hispanic or Latino	40-44 years	I25.3	Male	2011	5	6681100	0.074837975782431
White	Not Hispanic or Latino	40-44 years	I25.3	Male	2015	5	6022801	0.083017851660714
White	Not Hispanic or Latino	40-44 years	I25.3	Male	2017	5	5696250	0.0877770463023919
White	Not Hispanic or Latino	40-44 years	I25.3	Male	2018	5	5701206	0.0877007426148082
White	Not Hispanic or Latino	40-44 years	I25.3	Male	2020	5	5855872	0.0853843799864478
White	Not Hispanic or Latino	40-44 years	I25.3	Male	2022	6	6240474	0.0961465427145438
White	Not Hispanic or Latino	40-44 years	I25.4	Female	2000	5	8166125	0.0612285508732722
White	Not Hispanic or Latino	40-44 years	I25.4	Female	2003	5	8080271	0.0618791127178779
White	Not Hispanic or Latino	40-44 years	I25.4	Female	2005	5	7823510	0.0639099330096082
White	Not Hispanic or Latino	40-44 years	I25.4	Female	2009	5	6772049	0.073832897546961
White	Not Hispanic or Latino	40-44 years	I25.4	Female	2011	5	6638515	0.0753180492926505
White	Not Hispanic or Latino	40-44 years	I25.4	Female	2019	5	5698602	0.0877408178356727
White	Not Hispanic or Latino	40-44 years	I25.4	Female	2020	5	5799848	0.0862091558261527
White	Not Hispanic or Latino	40-44 years	I25.4	Male	2002	5	8146913	0.0613729396643858
White	Not Hispanic or Latino	40-44 years	I25.4	Male	2003	5	8049029	0.0621192941409454
White	Not Hispanic or Latino	40-44 years	I25.4	Male	2006	5	7535096	0.0663561552500459
White	Not Hispanic or Latino	40-44 years	I25.4	Male	2008	5	7014018	0.0712858164892078
White	Not Hispanic or Latino	40-44 years	I25.5	Female	1999	5	8133518	0.0614740140736149
White	Not Hispanic or Latino	40-44 years	I25.5	Female	2000	5	8166125	0.0612285508732722
White	Not Hispanic or Latino	40-44 years	I25.5	Female	2001	5	8220183	0.0608258964551033
White	Not Hispanic or Latino	40-44 years	I25.5	Female	2002	5	8166129	0.0612285208818034
White	Not Hispanic or Latino	40-44 years	I25.5	Female	2003	10	8080271	0.123758225435756
White	Not Hispanic or Latino	40-44 years	I25.5	Female	2004	5	7996027	0.0625310544849336
White	Not Hispanic or Latino	40-44 years	I25.5	Female	2005	5	7823510	0.0639099330096082
White	Not Hispanic or Latino	40-44 years	I25.5	Female	2006	11	7551583	0.145664822858995
White	Not Hispanic or Latino	40-44 years	I25.5	Female	2007	5	7278629	0.068694255470364
White	Not Hispanic or Latino	40-44 years	I25.5	Female	2008	10	7003322	0.14278937909752
White	Not Hispanic or Latino	40-44 years	I25.5	Female	2009	5	6772049	0.073832897546961
White	Not Hispanic or Latino	40-44 years	I25.5	Female	2010	5	6669786	0.0749649239121015
White	Not Hispanic or Latino	40-44 years	I25.5	Female	2011	5	6638515	0.0753180492926505
White	Not Hispanic or Latino	40-44 years	I25.5	Female	2012	10	6544669	0.152796115433798
White	Not Hispanic or Latino	40-44 years	I25.5	Female	2013	5	6398972	0.0781375508441043
White	Not Hispanic or Latino	40-44 years	I25.5	Female	2014	11	6195322	0.177553321683683
White	Not Hispanic or Latino	40-44 years	I25.5	Female	2015	5	5972413	0.0837182559210155
White	Not Hispanic or Latino	40-44 years	I25.5	Female	2016	5	5734030	0.0871987066687827
White	Not Hispanic or Latino	40-44 years	I25.5	Female	2017	5	5643966	0.088590186404383
White	Not Hispanic or Latino	40-44 years	I25.5	Female	2018	5	5645389	0.0885678559971687
White	Not Hispanic or Latino	40-44 years	I25.5	Female	2019	5	5698602	0.0877408178356727
White	Not Hispanic or Latino	40-44 years	I25.5	Female	2020	5	5799848	0.0862091558261527
White	Not Hispanic or Latino	40-44 years	I25.5	Female	2021	11	5985407	0.183780317696023
White	Not Hispanic or Latino	40-44 years	I25.5	Female	2022	6	6021800	0.0996379819987379
White	Not Hispanic or Latino	40-44 years	I25.5	Male	1999	23	8117806	0.28332778585741
White	Not Hispanic or Latino	40-44 years	I25.5	Male	2000	25	8151520	0.306691267395529
White	Not Hispanic or Latino	40-44 years	I25.5	Male	2001	18	8202369	0.219448795829595
White	Not Hispanic or Latino	40-44 years	I25.5	Male	2002	22	8146913	0.270040934523297
White	Not Hispanic or Latino	40-44 years	I25.5	Male	2003	26	8049029	0.323020329532916
White	Not Hispanic or Latino	40-44 years	I25.5	Male	2004	20	7968265	0.250995668442252
White	Not Hispanic or Latino	40-44 years	I25.5	Male	2005	25	7793151	0.320794502762746
White	Not Hispanic or Latino	40-44 years	I25.5	Male	2006	17	7535096	0.225610927850156
White	Not Hispanic or Latino	40-44 years	I25.5	Male	2007	24	7271303	0.330064639033747
White	Not Hispanic or Latino	40-44 years	I25.5	Male	2008	19	7014018	0.27088610265899
White	Not Hispanic or Latino	40-44 years	I25.5	Male	2009	24	6796712	0.353111916467845
White	Not Hispanic or Latino	40-44 years	I25.5	Male	2010	14	6705632	0.208779724267601
White	Not Hispanic or Latino	40-44 years	I25.5	Male	2011	17	6681100	0.254449117660266
White	Not Hispanic or Latino	40-44 years	I25.5	Male	2012	16	6595545	0.242587989317031
White	Not Hispanic or Latino	40-44 years	I25.5	Male	2013	25	6444840	0.38790722500481
White	Not Hispanic or Latino	40-44 years	I25.5	Male	2014	11	6243102	0.176194462304156
White	Not Hispanic or Latino	40-44 years	I25.5	Male	2015	17	6022801	0.282260695646428
White	Not Hispanic or Latino	40-44 years	I25.5	Male	2016	14	5784403	0.242030162836165
White	Not Hispanic or Latino	40-44 years	I25.5	Male	2017	15	5696250	0.263331138907176
White	Not Hispanic or Latino	40-44 years	I25.5	Male	2018	20	5701206	0.350802970459233
White	Not Hispanic or Latino	40-44 years	I25.5	Male	2019	16	5755971	0.277972213550068
White	Not Hispanic or Latino	40-44 years	I25.5	Male	2020	14	5855872	0.239076263962054
White	Not Hispanic or Latino	40-44 years	I25.5	Male	2021	20	6136616	0.325912522471668
White	Not Hispanic or Latino	40-44 years	I25.5	Male	2022	8	6240474	0.128195390286058
White	Not Hispanic or Latino	40-44 years	I25.8	Female	2000	5	8166125	0.0612285508732722
White	Not Hispanic or Latino	40-44 years	I25.8	Female	2001	5	8220183	0.0608258964551033
White	Not Hispanic or Latino	40-44 years	I25.8	Female	2002	5	8166129	0.0612285208818034
White	Not Hispanic or Latino	40-44 years	I25.8	Female	2003	5	8080271	0.0618791127178779
White	Not Hispanic or Latino	40-44 years	I25.8	Female	2004	5	7996027	0.0625310544849336
White	Not Hispanic or Latino	40-44 years	I25.8	Female	2005	5	7823510	0.0639099330096082
White	Not Hispanic or Latino	40-44 years	I25.8	Female	2006	5	7551583	0.0662112831177251
White	Not Hispanic or Latino	40-44 years	I25.8	Female	2007	5	7278629	0.068694255470364
White	Not Hispanic or Latino	40-44 years	I25.8	Female	2008	5	7003322	0.0713946895487599
White	Not Hispanic or Latino	40-44 years	I25.8	Female	2009	5	6772049	0.073832897546961
White	Not Hispanic or Latino	40-44 years	I25.8	Female	2010	5	6669786	0.0749649239121015
White	Not Hispanic or Latino	40-44 years	I25.8	Female	2011	5	6638515	0.0753180492926505
White	Not Hispanic or Latino	40-44 years	I25.8	Female	2012	5	6544669	0.0763980577168991
White	Not Hispanic or Latino	40-44 years	I25.8	Female	2013	5	6398972	0.0781375508441043
White	Not Hispanic or Latino	40-44 years	I25.8	Female	2014	5	6195322	0.0807060553107651
White	Not Hispanic or Latino	40-44 years	I25.8	Female	2015	5	5972413	0.0837182559210155
White	Not Hispanic or Latino	40-44 years	I25.8	Female	2016	5	5734030	0.0871987066687827
White	Not Hispanic or Latino	40-44 years	I25.8	Female	2017	5	5643966	0.088590186404383
White	Not Hispanic or Latino	40-44 years	I25.8	Female	2018	5	5645389	0.0885678559971687
White	Not Hispanic or Latino	40-44 years	I25.8	Female	2019	5	5698602	0.0877408178356727
White	Not Hispanic or Latino	40-44 years	I25.8	Female	2020	5	5799848	0.0862091558261527
White	Not Hispanic or Latino	40-44 years	I25.8	Female	2021	2	5985407	0.0334146032174587
White	Not Hispanic or Latino	40-44 years	I25.8	Female	2022	6	6021800	0.0996379819987379
White	Not Hispanic or Latino	40-44 years	I25.8	Male	1999	5	8117806	0.061592996925524
White	Not Hispanic or Latino	40-44 years	I25.8	Male	2000	5	8151520	0.0613382534791057
White	Not Hispanic or Latino	40-44 years	I25.8	Male	2001	5	8202369	0.0609579988415542
White	Not Hispanic or Latino	40-44 years	I25.8	Male	2002	5	8146913	0.0613729396643858
White	Not Hispanic or Latino	40-44 years	I25.8	Male	2003	5	8049029	0.0621192941409454
White	Not Hispanic or Latino	40-44 years	I25.8	Male	2004	5	7968265	0.062748917110563
White	Not Hispanic or Latino	40-44 years	I25.8	Male	2005	5	7793151	0.0641589005525493
White	Not Hispanic or Latino	40-44 years	I25.8	Male	2006	13	7535096	0.172526003650119
White	Not Hispanic or Latino	40-44 years	I25.8	Male	2007	12	7271303	0.165032319516873
White	Not Hispanic or Latino	40-44 years	I25.8	Male	2008	10	7014018	0.142571632978416
White	Not Hispanic or Latino	40-44 years	I25.8	Male	2009	5	6796712	0.0735649825974677
White	Not Hispanic or Latino	40-44 years	I25.8	Male	2010	10	6705632	0.149128374476858
White	Not Hispanic or Latino	40-44 years	I25.8	Male	2011	10	6681100	0.149675951564862
White	Not Hispanic or Latino	40-44 years	I25.8	Male	2012	5	6595545	0.0758087466615723
White	Not Hispanic or Latino	40-44 years	I25.8	Male	2013	5	6444840	0.077581445000962
White	Not Hispanic or Latino	40-44 years	I25.8	Male	2014	5	6243102	0.0800883919564345
White	Not Hispanic or Latino	40-44 years	I25.8	Male	2015	5	6022801	0.083017851660714
White	Not Hispanic or Latino	40-44 years	I25.8	Male	2016	5	5784403	0.0864393438700588
White	Not Hispanic or Latino	40-44 years	I25.8	Male	2017	5	5696250	0.0877770463023919
White	Not Hispanic or Latino	40-44 years	I25.8	Male	2018	5	5701206	0.0877007426148082
White	Not Hispanic or Latino	40-44 years	I25.8	Male	2019	5	5755971	0.0868663167343963
White	Not Hispanic or Latino	40-44 years	I25.8	Male	2020	5	5855872	0.0853843799864478
White	Not Hispanic or Latino	40-44 years	I25.8	Male	2021	11	6136616	0.179251887359418
White	Not Hispanic or Latino	40-44 years	I25.8	Male	2022	6	6240474	0.0961465427145438
White	Not Hispanic or Latino	40-44 years	I25.9	Female	1999	12	8133518	0.147537633776676
White	Not Hispanic or Latino	40-44 years	I25.9	Female	2000	14	8166125	0.171439942445162
White	Not Hispanic or Latino	40-44 years	I25.9	Female	2001	22	8220183	0.267633944402454
White	Not Hispanic or Latino	40-44 years	I25.9	Female	2002	27	8166129	0.330634012761738
White	Not Hispanic or Latino	40-44 years	I25.9	Female	2003	33	8080271	0.408402143937994
White	Not Hispanic or Latino	40-44 years	I25.9	Female	2004	25	7996027	0.312655272424668
White	Not Hispanic or Latino	40-44 years	I25.9	Female	2005	28	7823510	0.357895624853806
White	Not Hispanic or Latino	40-44 years	I25.9	Female	2006	31	7551583	0.410509955329896
White	Not Hispanic or Latino	40-44 years	I25.9	Female	2007	19	7278629	0.261038170787383
White	Not Hispanic or Latino	40-44 years	I25.9	Female	2008	22	7003322	0.314136634014543
White	Not Hispanic or Latino	40-44 years	I25.9	Female	2009	19	6772049	0.280565010678452
White	Not Hispanic or Latino	40-44 years	I25.9	Female	2010	20	6669786	0.299859695648406
White	Not Hispanic or Latino	40-44 years	I25.9	Female	2011	17	6638515	0.256081367595012
White	Not Hispanic or Latino	40-44 years	I25.9	Female	2012	23	6544669	0.351431065497736
White	Not Hispanic or Latino	40-44 years	I25.9	Female	2013	14	6398972	0.218785142363492
White	Not Hispanic or Latino	40-44 years	I25.9	Female	2014	19	6195322	0.306683010180907
White	Not Hispanic or Latino	40-44 years	I25.9	Female	2015	11	5972413	0.184180163026234
White	Not Hispanic or Latino	40-44 years	I25.9	Female	2016	5	5734030	0.0871987066687827
White	Not Hispanic or Latino	40-44 years	I25.9	Female	2017	12	5643966	0.212616447370519
White	Not Hispanic or Latino	40-44 years	I25.9	Female	2018	16	5645389	0.28341713919094
White	Not Hispanic or Latino	40-44 years	I25.9	Female	2019	5	5698602	0.0877408178356727
White	Not Hispanic or Latino	40-44 years	I25.9	Female	2020	5	5799848	0.0862091558261527
White	Not Hispanic or Latino	40-44 years	I25.9	Female	2021	2	5985407	0.0334146032174587
White	Not Hispanic or Latino	40-44 years	I25.9	Female	2022	6	6021800	0.0996379819987379
White	Not Hispanic or Latino	40-44 years	I25.9	Male	1999	55	8117806	0.677522966180764
White	Not Hispanic or Latino	40-44 years	I25.9	Male	2000	91	8151520	1.11635621331972
White	Not Hispanic or Latino	40-44 years	I25.9	Male	2001	86	8202369	1.04847758007473
White	Not Hispanic or Latino	40-44 years	I25.9	Male	2002	90	8146913	1.10471291395894
White	Not Hispanic or Latino	40-44 years	I25.9	Male	2003	100	8049029	1.24238588281891
