"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	"2002"	"2002"	85	102623	82.8	66.2	102.4	9.0
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	"2003"	"2003"	109	106856	102.0	82.9	121.2	9.8
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	"2004"	"2004"	112	116920	95.8	78.1	113.5	9.1
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	"2005"	"2005"	119	117784	101.0	82.9	119.2	9.3
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	"2006"	"2006"	115	123918	92.8	75.8	109.8	8.7
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	"2007"	"2007"	135	123414	109.4	90.9	127.8	9.4
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	"2008"	"2008"	154	151573	101.6	85.6	117.6	8.2
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	"2009"	"2009"	177	159307	111.1	94.7	127.5	8.4
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	"2010"	"2010"	170	164138	103.6	88.0	119.1	7.9
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	"2011"	"2011"	188	176537	106.5	91.3	121.7	7.8
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	"2012"	"2012"	190	178886	106.2	91.1	121.3	7.7
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	"2013"	"2013"	169	179256	94.3	80.1	108.5	7.3
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	"2014"	"2014"	201	187727	107.1	92.3	121.9	7.6
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	"2015"	"2015"	228	198452	114.9	100.0	129.8	7.6
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	"2016"	"2016"	228	211262	107.9	93.9	121.9	7.1
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	"2017"	"2017"	232	214461	108.2	94.3	122.1	7.1
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	"2018"	"2018"	222	221819	100.1	86.9	113.2	6.7
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	"2019"	"2019"	275	223565	123.0	108.5	137.5	7.4
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	"2020 "	"2020"	369	228076	161.8	145.3	178.3	8.4
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	"1999"	"1999"	73	88459	82.5	64.7	103.8	9.7
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	"2000"	"2000"	97	94402	102.8	83.3	125.3	10.4
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	"2001"	"2001"	87	95059	91.5	73.3	112.9	9.8
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	"2002"	"2002"	111	103424	107.3	87.4	127.3	10.2
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	"2003"	"2003"	85	101011	84.1	67.2	104.1	9.1
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	"2004"	"2004"	132	105199	125.5	104.1	146.9	10.9
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	"2005"	"2005"	116	115220	100.7	82.4	119.0	9.3
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	"2006"	"2006"	142	116106	122.3	102.2	142.4	10.3
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	"2007"	"2007"	137	122227	112.1	93.3	130.9	9.6
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	"2008"	"2008"	128	121652	105.2	87.0	123.4	9.3
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	"2009"	"2009"	186	149725	124.2	106.4	142.1	9.1
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	"2010"	"2010"	170	156010	109.0	92.6	125.3	8.4
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	"2011"	"2011"	195	162994	119.6	102.8	136.4	8.6
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	"2012"	"2012"	187	173399	107.8	92.4	123.3	7.9
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	"2013"	"2013"	186	175734	105.8	90.6	121.1	7.8
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	"2014"	"2014"	226	176070	128.4	111.6	145.1	8.5
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	"2015"	"2015"	233	184161	126.5	110.3	142.8	8.3
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	"2016"	"2016"	219	194421	112.6	97.7	127.6	7.6
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	"2017"	"2017"	248	207575	119.5	104.6	134.3	7.6
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	"2018"	"2018"	260	209771	123.9	108.9	139.0	7.7
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	"2019"	"2019"	272	217392	125.1	110.3	140.0	7.6
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	"2020 "	"2020"	340	219060	155.2	138.7	171.7	8.4
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	"1999"	"1999"	87	87821	99.1	79.3	122.2	10.6
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	"2000"	"2000"	96	87756	109.4	88.6	133.6	11.2
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	"2001"	"2001"	86	92875	92.6	74.1	114.4	10.0
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	"2002"	"2002"	106	93641	113.2	91.6	134.7	11.0
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	"2003"	"2003"	110	101985	107.9	87.7	128.0	10.3
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	"2004"	"2004"	118	99639	118.4	97.1	139.8	10.9
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	"2005"	"2005"	121	103827	116.5	95.8	137.3	10.6
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	"2006"	"2006"	116	113950	101.8	83.3	120.3	9.5
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	"2007"	"2007"	135	114918	117.5	97.7	137.3	10.1
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	"2008"	"2008"	133	121175	109.8	91.1	128.4	9.5
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	"2009"	"2009"	137	120746	113.5	94.5	132.5	9.7
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	"2010"	"2010"	181	142150	127.3	108.8	145.9	9.5
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	"2011"	"2011"	170	153738	110.6	94.0	127.2	8.5
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	"2012"	"2012"	168	159720	105.2	89.3	121.1	8.1
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	"2013"	"2013"	218	170330	128.0	111.0	145.0	8.7
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	"2014"	"2014"	193	172179	112.1	96.3	127.9	8.1
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	"2015"	"2015"	231	172392	134.0	116.7	151.3	8.8
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	"2016"	"2016"	245	179993	136.1	119.1	153.2	8.7
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	"2017"	"2017"	277	190687	145.3	128.2	162.4	8.7
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	"2018"	"2018"	246	202759	121.3	106.2	136.5	7.7
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	"2019"	"2019"	279	205360	135.9	119.9	151.8	8.1
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	"2020 "	"2020"	367	212506	172.7	155.0	190.4	9.0
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"1999"	"1999"	110	86157	127.7	103.8	151.5	12.2
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2000"	"2000"	98	87619	111.8	90.8	136.3	11.3
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2001"	"2001"	94	87211	107.8	87.1	131.9	11.1
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2002"	"2002"	122	90862	134.3	110.4	158.1	12.2
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2003"	"2003"	103	91427	112.7	90.9	134.4	11.1
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2004"	"2004"	132	99519	132.6	110.0	155.3	11.5
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2005"	"2005"	125	96983	128.9	106.3	151.5	11.5
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2006"	"2006"	124	100904	122.9	101.3	144.5	11.0
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2007"	"2007"	132	110635	119.3	99.0	139.7	10.4
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2008"	"2008"	152	111414	136.4	114.7	158.1	11.1
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2009"	"2009"	162	117380	138.0	116.8	159.3	10.8
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2010"	"2010"	132	116787	113.0	93.7	132.3	9.8
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2011"	"2011"	180	145041	124.1	106.0	142.2	9.3
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2012"	"2012"	202	150451	134.3	115.7	152.8	9.4
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2013"	"2013"	192	156894	122.4	105.1	139.7	8.8
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2014"	"2014"	188	166632	112.8	96.7	129.0	8.2
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2015"	"2015"	213	168372	126.5	109.5	143.5	8.7
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2016"	"2016"	215	168328	127.7	110.7	144.8	8.7
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2017"	"2017"	256	176211	145.3	127.5	163.1	9.1
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2018"	"2018"	284	185915	152.8	135.0	170.5	9.1
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2019"	"2019"	271	198218	136.7	120.4	153.0	8.3
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	"2020 "	"2020"	338	200462	168.6	150.6	186.6	9.2
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"1999"	"1999"	107	85341	125.4	101.6	149.1	12.1
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2000"	"2000"	94	86283	108.9	88.0	133.3	11.2
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2001"	"2001"	102	85471	119.3	96.2	142.5	11.8
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2002"	"2002"	101	85421	118.2	95.2	141.3	11.8
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2003"	"2003"	140	89100	157.1	131.1	183.2	13.3
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2004"	"2004"	109	89770	121.4	98.6	144.2	11.6
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2005"	"2005"	125	97870	127.7	105.3	150.1	11.4
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2006"	"2006"	122	95430	127.8	105.2	150.5	11.6
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2007"	"2007"	123	99359	123.8	101.9	145.7	11.2
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2008"	"2008"	150	109138	137.4	115.4	159.4	11.2
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2009"	"2009"	123	109984	111.8	92.1	131.6	10.1
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2010"	"2010"	152	115206	131.9	111.0	152.9	10.7
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2011"	"2011"	129	114429	112.7	93.3	132.2	9.9
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2012"	"2012"	182	141798	128.4	109.7	147.0	9.5
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2013"	"2013"	192	147708	130.0	111.6	148.4	9.4
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2014"	"2014"	199	153027	130.0	112.0	148.1	9.2
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2015"	"2015"	184	162724	113.1	96.7	129.4	8.3
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2016"	"2016"	222	164339	135.1	117.3	152.9	9.1
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2017"	"2017"	223	164459	135.6	117.8	153.4	9.1
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2018"	"2018"	254	171391	148.2	130.0	166.4	9.3
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2019"	"2019"	268	181434	147.7	130.0	165.4	9.0
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	"2020 "	"2020"	347	193117	179.7	160.8	198.6	9.6
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"1999"	"1999"	99	77471	127.8	103.9	155.6	12.8
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2000"	"2000"	97	76307	127.1	103.1	155.1	12.9
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2001"	"2001"	101	84843	119.0	95.8	142.3	11.8
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2002"	"2002"	96	83514	115.0	93.1	140.4	11.7
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2003"	"2003"	115	83549	137.6	112.5	162.8	12.8
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2004"	"2004"	105	87182	120.4	97.4	143.5	11.8
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2005"	"2005"	100	87836	113.8	91.5	136.2	11.4
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2006"	"2006"	110	95842	114.8	93.3	136.2	10.9
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2007"	"2007"	116	93411	124.2	101.6	146.8	11.5
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2008"	"2008"	140	97201	144.0	120.2	167.9	12.2
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2009"	"2009"	151	106912	141.2	118.7	163.8	11.5
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2010"	"2010"	135	107163	126.0	104.7	147.2	10.8
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2011"	"2011"	140	112684	124.2	103.7	144.8	10.5
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2012"	"2012"	147	111738	131.6	110.3	152.8	10.9
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2013"	"2013"	180	138933	129.6	110.6	148.5	9.7
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2014"	"2014"	171	143797	118.9	101.1	136.7	9.1
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2015"	"2015"	202	149275	135.3	116.7	154.0	9.5
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2016"	"2016"	230	158736	144.9	126.2	163.6	9.6
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2017"	"2017"	205	160394	127.8	110.3	145.3	8.9
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2018"	"2018"	264	159731	165.3	145.3	185.2	10.2
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2019"	"2019"	256	167100	153.2	134.4	172.0	9.6
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	"2020 "	"2020"	353	176341	200.2	179.3	221.1	10.7
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"1999"	"1999"	88	77088	114.2	91.6	140.6	12.2
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2000"	"2000"	96	77129	124.5	100.8	152.0	12.7
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2001"	"2001"	91	75977	119.8	96.4	147.1	12.6
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2002"	"2002"	101	82760	122.0	98.2	145.8	12.1
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2003"	"2003"	87	81578	106.6	85.4	131.5	11.4
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2004"	"2004"	136	81563	166.7	138.7	194.8	14.3
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2005"	"2005"	102	85131	119.8	96.6	143.1	11.9
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2006"	"2006"	127	85775	148.1	122.3	173.8	13.1
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2007"	"2007"	105	93808	111.9	90.5	133.3	10.9
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2008"	"2008"	109	91344	119.3	96.9	141.7	11.4
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2009"	"2009"	122	95099	128.3	105.5	151.1	11.6
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2010"	"2010"	143	103634	138.0	115.4	160.6	11.5
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2011"	"2011"	141	104825	134.5	112.3	156.7	11.3
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2012"	"2012"	135	109945	122.8	102.1	143.5	10.6
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2013"	"2013"	155	108968	142.2	119.9	164.6	11.4
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2014"	"2014"	175	135144	129.5	110.3	148.7	9.8
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2015"	"2015"	186	140084	132.8	113.7	151.9	9.7
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2016"	"2016"	196	145256	134.9	116.0	153.8	9.6
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2017"	"2017"	230	154874	148.5	129.3	167.7	9.8
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2018"	"2018"	214	155863	137.3	118.9	155.7	9.4
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2019"	"2019"	261	155252	168.1	147.7	188.5	10.4
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	"2020 "	"2020"	306	161985	188.9	167.7	210.1	10.8
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"1999"	"1999"	81	68967	117.4	93.3	146.0	13.0
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2000"	"2000"	82	68273	120.1	95.5	149.1	13.3
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2001"	"2001"	108	73732	146.5	118.9	174.1	14.1
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2002"	"2002"	87	74043	117.5	94.1	144.9	12.6
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2003"	"2003"	110	80803	136.1	110.7	161.6	13.0
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2004"	"2004"	99	79599	124.4	101.1	151.4	12.5
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2005"	"2005"	116	79726	145.5	119.0	172.0	13.5
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2006"	"2006"	123	83316	147.6	121.5	173.7	13.3
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2007"	"2007"	110	84057	130.9	106.4	155.3	12.5
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2008"	"2008"	111	92098	120.5	98.1	142.9	11.4
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2009"	"2009"	143	89681	159.5	133.3	185.6	13.3
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2010"	"2010"	134	92179	145.4	120.8	170.0	12.6
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2011"	"2011"	165	101364	162.8	137.9	187.6	12.7
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2012"	"2012"	139	102138	136.1	113.5	158.7	11.5
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2013"	"2013"	166	107020	155.1	131.5	178.7	12.0
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2014"	"2014"	133	106100	125.4	104.0	146.7	10.9
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2015"	"2015"	182	131549	138.4	118.3	158.5	10.3
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2016"	"2016"	211	136167	155.0	134.0	175.9	10.7
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2017"	"2017"	207	141539	146.2	126.3	166.2	10.2
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2018"	"2018"	252	150373	167.6	146.9	188.3	10.6
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2019"	"2019"	251	151063	166.2	145.6	186.7	10.5
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	"2020 "	"2020"	320	150308	212.9	189.6	236.2	11.9
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"1999"	"1999"	105	67602	155.3	125.6	185.0	15.2
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2000"	"2000"	86	67243	127.9	102.3	157.9	13.8
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2001"	"2001"	103	68311	150.8	121.7	179.9	14.9
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2002"	"2002"	111	71113	156.1	127.1	185.1	14.8
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2003"	"2003"	121	71275	169.8	139.5	200.0	15.4
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2004"	"2004"	103	77751	132.5	106.9	158.1	13.1
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2005"	"2005"	129	76451	168.7	139.6	197.9	14.9
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2006"	"2006"	115	76484	150.4	122.9	177.8	14.0
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2007"	"2007"	109	79759	136.7	111.0	162.3	13.1
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2008"	"2008"	120	80267	149.5	122.8	176.3	13.6
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2009"	"2009"	105	87856	119.5	96.7	142.4	11.7
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2010"	"2010"	122	85414	142.8	117.5	168.2	12.9
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2011"	"2011"	127	90762	139.9	115.6	164.3	12.4
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2012"	"2012"	119	98493	120.8	99.1	142.5	11.1
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2013"	"2013"	161	99236	162.2	137.2	187.3	12.8
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2014"	"2014"	152	104048	146.1	122.9	169.3	11.8
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2015"	"2015"	121	103188	117.3	96.4	138.2	10.7
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2016"	"2016"	175	127683	137.1	116.8	157.4	10.4
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2017"	"2017"	222	132509	167.5	145.5	189.6	11.2
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2018"	"2018"	214	136967	156.2	135.3	177.2	10.7
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2019"	"2019"	239	145633	164.1	143.3	184.9	10.6
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	"2020 "	"2020"	310	146065	212.2	188.6	235.9	12.1
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"1999"	"1999"	93	66699	139.4	112.5	170.8	14.5
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2000"	"2000"	92	66637	138.1	111.3	169.3	14.4
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2001"	"2001"	87	63621	136.7	109.5	168.7	14.7
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2002"	"2002"	89	65732	135.4	108.7	166.6	14.4
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2003"	"2003"	117	68307	171.3	140.2	202.3	15.8
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2004"	"2004"	88	68273	128.9	103.4	158.8	13.7
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2005"	"2005"	116	74382	156.0	127.6	184.3	14.5
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2006"	"2006"	122	72946	167.2	137.6	196.9	15.1
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2007"	"2007"	98	72874	134.5	109.2	163.9	13.6
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2008"	"2008"	122	75740	161.1	132.5	189.7	14.6
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2009"	"2009"	114	76054	149.9	122.4	177.4	14.0
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2010"	"2010"	118	82356	143.3	117.4	169.1	13.2
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2011"	"2011"	126	83603	150.7	124.4	177.0	13.4
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	"2012"	"2012"	135	87944	153.5	127.6	179.4	13.2
