"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2018"	"2018"	2149	1290797	166.5
	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2019"	"2019"	2347	1350622	173.8
	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2020 "	"2020"	3054	1414074	216.0
	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"1999"	"1999"	922	319804	288.3
	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2000"	"2000"	875	324113	270.0
	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2001"	"2001"	919	333959	275.2
	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2002"	"2002"	992	340511	291.3
	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2003"	"2003"	967	346280	279.3
	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2004"	"2004"	1040	350408	296.8
	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2005"	"2005"	1075	356720	301.4
	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2006"	"2006"	1077	360587	298.7
	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2007"	"2007"	1025	365308	280.6
	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2008"	"2008"	1050	371432	282.7
	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2009"	"2009"	1031	376758	273.7
	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2010"	"2010"	1062	383717	276.8
	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2011"	"2011"	1011	401034	252.1
	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2012"	"2012"	1116	410007	272.2
	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2013"	"2013"	1209	424246	285.0
	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2014"	"2014"	1191	440085	270.6
	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2015"	"2015"	1292	456068	283.3
	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2016"	"2016"	1417	472359	300.0
	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2017"	"2017"	1347	491956	273.8
	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2018"	"2018"	1533	513623	298.5
	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2019"	"2019"	1566	537651	291.3
	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	"2020 "	"2020"	1993	557153	357.7
	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"1999"	"1999"	501	84140	595.4
	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2000"	"2000"	519	85165	609.4
	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2001"	"2001"	529	82735	639.4
	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2002"	"2002"	552	81399	678.1
	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2003"	"2003"	585	81395	718.7
	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2004"	"2004"	573	82755	692.4
	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2005"	"2005"	682	86445	788.9
	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2006"	"2006"	648	89393	724.9
	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2007"	"2007"	645	93512	689.8
	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2008"	"2008"	693	98066	706.7
	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2009"	"2009"	689	103138	668.0
	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2010"	"2010"	741	107218	691.1
	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2011"	"2011"	664	110893	598.8
	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2012"	"2012"	770	119700	643.3
	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2013"	"2013"	794	125196	634.2
	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2014"	"2014"	780	131605	592.7
	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2015"	"2015"	899	137328	654.6
	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2016"	"2016"	921	141899	649.1
	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2017"	"2017"	1090	147833	737.3
	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2018"	"2018"	1064	153453	693.4
	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2019"	"2019"	1114	158499	702.8
	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	"2020 "	"2020"	1357	163597	829.5
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	"1999"	"1999"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	"2000"	"2000"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	"2001"	"2001"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	"2002"	"2002"	0	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	"2003"	"2003"	0	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	"2004"	"2004"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	"2005"	"2005"	0	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	"2006"	"2006"	0	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	"2011"	"2011"	0	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	"2013"	"2013"	0	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	"2014"	"2014"	0	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	"2016"	"2016"	0	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	"2017"	"2017"	0	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	"2018"	"2018"	0	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	"2019"	"2019"	0	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	"2020 "	"2020"	0	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"1999"	"1999"	Suppressed	1112288	Suppressed
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2000"	"2000"	0	1102471	Unreliable
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2001"	"2001"	0	1130915	Unreliable
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2002"	"2002"	Suppressed	1098967	Suppressed
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2003"	"2003"	0	1097359	Unreliable
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2004"	"2004"	0	1097641	Unreliable
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2005"	"2005"	0	1073760	Unreliable
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2006"	"2006"	0	1067466	Unreliable
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2007"	"2007"	0	1077101	Unreliable
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2008"	"2008"	Suppressed	1065232	Suppressed
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2009"	"2009"	0	1027561	Unreliable
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2010"	"2010"	0	1015973	Unreliable
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2011"	"2011"	0	1015784	Unreliable
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2012"	"2012"	Suppressed	1004886	Suppressed
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2013"	"2013"	0	1007308	Unreliable
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2014"	"2014"	0	1006751	Unreliable
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2015"	"2015"	0	1013973	Unreliable
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2016"	"2016"	0	1008535	Unreliable
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2017"	"2017"	0	995944	Unreliable
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2018"	"2018"	Suppressed	973081	Suppressed
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2019"	"2019"	Suppressed	962496	Suppressed
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	"2020 "	"2020"	0	929733	Unreliable
	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"1999"	"1999"	0	4554964	Unreliable
	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2000"	"2000"	0	4517213	Unreliable
	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2001"	"2001"	Suppressed	4441775	Suppressed
	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2002"	"2002"	0	4437524	Unreliable
	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2003"	"2003"	0	4416942	Unreliable
	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2004"	"2004"	0	4399836	Unreliable
	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2005"	"2005"	0	4387980	Unreliable
	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2006"	"2006"	Suppressed	4332227	Suppressed
	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2007"	"2007"	0	4301897	Unreliable
	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2008"	"2008"	0	4282547	Unreliable
	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2009"	"2009"	0	4250343	Unreliable
	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2010"	"2010"	0	4225342	Unreliable
	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2011"	"2011"	Suppressed	4158250	Suppressed
	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2012"	"2012"	Suppressed	4108137	Suppressed
	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2013"	"2013"	0	4063264	Unreliable
	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2014"	"2014"	0	4047030	Unreliable
	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2015"	"2015"	0	4039218	Unreliable
	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2016"	"2016"	0	4039145	Unreliable
	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2017"	"2017"	0	4036526	Unreliable
	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2018"	"2018"	0	4014864	Unreliable
	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2019"	"2019"	Suppressed	3990933	Suppressed
	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	"2020 "	"2020"	0	3867837	Unreliable
	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"1999"	"1999"	0	12585291	Unreliable
	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2000"	"2000"	Suppressed	12529045	Suppressed
	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2001"	"2001"	Suppressed	12380305	Suppressed
	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2002"	"2002"	0	12243494	Unreliable
	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2003"	"2003"	Suppressed	12089416	Suppressed
	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2004"	"2004"	Suppressed	11920687	Suppressed
	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2005"	"2005"	Suppressed	11719859	Suppressed
	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2006"	"2006"	Suppressed	11576775	Suppressed
	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2007"	"2007"	0	11439003	Unreliable
	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2008"	"2008"	Suppressed	11339612	Suppressed
	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2009"	"2009"	Suppressed	11274800	Suppressed
	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2010"	"2010"	0	11219256	Unreliable
	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2011"	"2011"	0	11108213	Unreliable
	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2012"	"2012"	0	11034997	Unreliable
	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2013"	"2013"	0	10957989	Unreliable
	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2014"	"2014"	0	10851878	Unreliable
	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2015"	"2015"	0	10735311	Unreliable
	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2016"	"2016"	0	10634854	Unreliable
	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2017"	"2017"	0	10553427	Unreliable
	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2018"	"2018"	0	10477492	Unreliable
	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2019"	"2019"	0	10415689	Unreliable
	"White"	"2106-3"	"Female"	"F"	"5-14 years"	"5-14"	"2020 "	"2020"	0	10349071	Unreliable
	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"1999"	"1999"	Suppressed	12112545	Suppressed
	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2000"	"2000"	Suppressed	12183374	Suppressed
	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2001"	"2001"	Suppressed	12410190	Suppressed
	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2002"	"2002"	Suppressed	12531301	Suppressed
	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2003"	"2003"	Suppressed	12623903	Suppressed
	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2004"	"2004"	Suppressed	12691493	Suppressed
	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2005"	"2005"	Suppressed	12719326	Suppressed
	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2006"	"2006"	10	12699782	Unreliable
	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2007"	"2007"	Suppressed	12665950	Suppressed
	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2008"	"2008"	Suppressed	12603043	Suppressed
	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2009"	"2009"	12	12521165	Unreliable
	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2010"	"2010"	Suppressed	12426457	Suppressed
	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2011"	"2011"	Suppressed	12346159	Suppressed
	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2012"	"2012"	Suppressed	12286437	Suppressed
	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2013"	"2013"	Suppressed	12194196	Suppressed
	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2014"	"2014"	Suppressed	12082995	Suppressed
	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2015"	"2015"	Suppressed	11935747	Suppressed
	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2016"	"2016"	Suppressed	11763770	Suppressed
	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2017"	"2017"	10	11586708	Unreliable
	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2018"	"2018"	Suppressed	11464424	Suppressed
	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2019"	"2019"	Suppressed	11351968	Suppressed
	"White"	"2106-3"	"Female"	"F"	"15-24 years"	"15-24"	"2020 "	"2020"	Suppressed	11261875	Suppressed
	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"1999"	"1999"	22	13048454	0.2
	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2000"	"2000"	31	12777534	0.2
	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2001"	"2001"	39	12410000	0.3
	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2002"	"2002"	40	12199475	0.3
	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2003"	"2003"	53	12041971	0.4
	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2004"	"2004"	32	11905261	0.3
	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2005"	"2005"	44	11779944	0.4
	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2006"	"2006"	38	11702904	0.3
	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2007"	"2007"	51	11712593	0.4
	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2008"	"2008"	38	11797766	0.3
	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2009"	"2009"	51	11903782	0.4
	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2010"	"2010"	42	11972057	0.4
	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2011"	"2011"	46	12154021	0.4
	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2012"	"2012"	57	12253990	0.5
	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2013"	"2013"	53	12357957	0.4
	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2014"	"2014"	58	12460150	0.5
	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2015"	"2015"	72	12550969	0.6
	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2016"	"2016"	70	12632689	0.6
	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2017"	"2017"	81	12644541	0.6
	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2018"	"2018"	72	12626506	0.6
	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2019"	"2019"	61	12603520	0.5
	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2020 "	"2020"	62	12555933	0.5
	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"1999"	"1999"	148	16199105	0.9
	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2000"	"2000"	190	16089038	1.2
	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2001"	"2001"	174	15825658	1.1
	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2002"	"2002"	199	15497239	1.3
	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2003"	"2003"	225	15133629	1.5
	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2004"	"2004"	224	14817415	1.5
	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2005"	"2005"	232	14529936	1.6
	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2006"	"2006"	240	14229546	1.7
	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2007"	"2007"	234	13860838	1.7
	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2008"	"2008"	259	13436428	1.9
	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2009"	"2009"	244	12997405	1.9
	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2010"	"2010"	249	12718235	2.0
	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2011"	"2011"	247	12388507	2.0
	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2012"	"2012"	250	12209836	2.0
	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2013"	"2013"	266	12072552	2.2
	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2014"	"2014"	299	11927012	2.5
	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2015"	"2015"	302	11806142	2.6
	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2016"	"2016"	289	11695817	2.5
	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2017"	"2017"	285	11700616	2.4
	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2018"	"2018"	301	11786558	2.6
	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2019"	"2019"	307	11880517	2.6
	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2020 "	"2020"	369	12004382	3.1
	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"1999"	"1999"	418	14112467	3.0
	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2000"	"2000"	413	14446309	2.9
	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2001"	"2001"	514	14981593	3.4
	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2002"	"2002"	600	15057598	4.0
	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2003"	"2003"	620	15250861	4.1
	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2004"	"2004"	650	15435849	4.2
	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2005"	"2005"	644	15632708	4.1
	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2006"	"2006"	719	15803164	4.5
	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2007"	"2007"	761	15902406	4.8
	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2008"	"2008"	812	15937153	5.1
	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2009"	"2009"	884	15919221	5.6
	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2010"	"2010"	945	15839099	6.0
	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2011"	"2011"	920	15535056	5.9
	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2012"	"2012"	839	15207982	5.5
	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2013"	"2013"	996	14843650	6.7
	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2014"	"2014"	1022	14522228	7.0
	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2015"	"2015"	1050	14242059	7.4
	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2016"	"2016"	1081	13942468	7.8
	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2017"	"2017"	1061	13577849	7.8
	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2018"	"2018"	974	13153739	7.4
	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2019"	"2019"	990	12734557	7.8
	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2020 "	"2020"	1119	12415181	9.0
	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"1999"	"1999"	808	9721783	8.3
	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2000"	"2000"	821	9879258	8.3
	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2001"	"2001"	894	10148279	8.8
	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2002"	"2002"	956	10779132	8.9
	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2003"	"2003"	1130	11256350	10.0
	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2004"	"2004"	1143	11714590	9.8
	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2005"	"2005"	1144	12166744	9.4
	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2006"	"2006"	1261	12603185	10.0
	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2007"	"2007"	1272	12996990	9.8
	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2008"	"2008"	1425	13302890	10.7
	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2009"	"2009"	1492	13703966	10.9
	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2010"	"2010"	1469	14048907	10.5
	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2011"	"2011"	1674	14556671	11.5
	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2012"	"2012"	1796	14617549	12.3
	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2013"	"2013"	1963	14785356	13.3
	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2014"	"2014"	2052	14938113	13.7
	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2015"	"2015"	2203	15112545	14.6
