Race,Hispanic Origin,Five-Year Age Groups,Gender,Deaths,Year
Black or African American,Hispanic or Latino,70-74 years,Male,5,2009
Black or African American,Hispanic or Latino,70-74 years,Male,5,2010
Black or African American,Hispanic or Latino,70-74 years,Male,5,2011
Black or African American,Hispanic or Latino,70-74 years,Male,5,2012
Black or African American,Hispanic or Latino,70-74 years,Male,5,2013
Black or African American,Hispanic or Latino,70-74 years,Male,11,2014
Black or African American,Hispanic or Latino,70-74 years,Male,5,2015
Black or African American,Hispanic or Latino,70-74 years,Male,5,2016
Black or African American,Hispanic or Latino,70-74 years,Male,5,2017
Black or African American,Hispanic or Latino,70-74 years,Male,5,2018
Black or African American,Hispanic or Latino,70-74 years,Male,12,2019
Black or African American,Hispanic or Latino,70-74 years,Male,11,2020
White,Hispanic or Latino,70-74 years,Male,362,1999
White,Hispanic or Latino,70-74 years,Male,367,2000
White,Hispanic or Latino,70-74 years,Male,360,2001
White,Hispanic or Latino,70-74 years,Male,393,2002
White,Hispanic or Latino,70-74 years,Male,332,2003
White,Hispanic or Latino,70-74 years,Male,338,2004
White,Hispanic or Latino,70-74 years,Male,360,2005
White,Hispanic or Latino,70-74 years,Male,335,2006
White,Hispanic or Latino,70-74 years,Male,319,2007
White,Hispanic or Latino,70-74 years,Male,330,2008
White,Hispanic or Latino,70-74 years,Male,346,2009
White,Hispanic or Latino,70-74 years,Male,324,2010
White,Hispanic or Latino,70-74 years,Male,339,2011
White,Hispanic or Latino,70-74 years,Male,339,2012
White,Hispanic or Latino,70-74 years,Male,377,2013
White,Hispanic or Latino,70-74 years,Male,401,2014
White,Hispanic or Latino,70-74 years,Male,433,2015
White,Hispanic or Latino,70-74 years,Male,468,2016
White,Hispanic or Latino,70-74 years,Male,484,2017
White,Hispanic or Latino,70-74 years,Male,513,2018
White,Hispanic or Latino,70-74 years,Male,556,2019
White,Hispanic or Latino,70-74 years,Male,635,2020
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,36,1999
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,34,2000
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,34,2001
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,29,2002
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,34,2003
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,35,2004
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,35,2005
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,23,2006
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,32,2007
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,35,2008
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,25,2009
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,34,2010
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,30,2011
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,45,2012
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,26,2013
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,37,2014
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,45,2015
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,28,2016
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,43,2017
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,49,2018
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,53,2019
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,43,2020
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,180,1999
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,184,2000
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,212,2001
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,150,2002
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,198,2003
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,159,2004
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,167,2005
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,182,2006
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,176,2007
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,178,2008
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,158,2009
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,204,2010
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,176,2011
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,203,2012
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,176,2013
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,190,2014
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,235,2015
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,225,2016
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,253,2017
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,265,2018
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,280,2019
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,308,2020
Black or African American,Not Hispanic or Latino,70-74 years,Male,1075,1999
Black or African American,Not Hispanic or Latino,70-74 years,Male,1005,2000
Black or African American,Not Hispanic or Latino,70-74 years,Male,990,2001
Black or African American,Not Hispanic or Latino,70-74 years,Male,978,2002
Black or African American,Not Hispanic or Latino,70-74 years,Male,934,2003
Black or African American,Not Hispanic or Latino,70-74 years,Male,915,2004
Black or African American,Not Hispanic or Latino,70-74 years,Male,868,2005
Black or African American,Not Hispanic or Latino,70-74 years,Male,869,2006
Black or African American,Not Hispanic or Latino,70-74 years,Male,885,2007
Black or African American,Not Hispanic or Latino,70-74 years,Male,812,2008
Black or African American,Not Hispanic or Latino,70-74 years,Male,783,2009
Black or African American,Not Hispanic or Latino,70-74 years,Male,801,2010
Black or African American,Not Hispanic or Latino,70-74 years,Male,820,2011
Black or African American,Not Hispanic or Latino,70-74 years,Male,853,2012
Black or African American,Not Hispanic or Latino,70-74 years,Male,895,2013
Black or African American,Not Hispanic or Latino,70-74 years,Male,934,2014
Black or African American,Not Hispanic or Latino,70-74 years,Male,976,2015
Black or African American,Not Hispanic or Latino,70-74 years,Male,983,2016
Black or African American,Not Hispanic or Latino,70-74 years,Male,1093,2017
Black or African American,Not Hispanic or Latino,70-74 years,Male,1165,2018
Black or African American,Not Hispanic or Latino,70-74 years,Male,1176,2019
Black or African American,Not Hispanic or Latino,70-74 years,Male,1461,2020
White,Not Hispanic or Latino,70-74 years,Male,6017,1999
White,Not Hispanic or Latino,70-74 years,Male,5902,2000
White,Not Hispanic or Latino,70-74 years,Male,5687,2001
White,Not Hispanic or Latino,70-74 years,Male,5336,2002
White,Not Hispanic or Latino,70-74 years,Male,5011,2003
White,Not Hispanic or Latino,70-74 years,Male,4565,2004
White,Not Hispanic or Latino,70-74 years,Male,4239,2005
White,Not Hispanic or Latino,70-74 years,Male,3969,2006
White,Not Hispanic or Latino,70-74 years,Male,3935,2007
White,Not Hispanic or Latino,70-74 years,Male,3804,2008
White,Not Hispanic or Latino,70-74 years,Male,3910,2009
White,Not Hispanic or Latino,70-74 years,Male,3781,2010
White,Not Hispanic or Latino,70-74 years,Male,3797,2011
White,Not Hispanic or Latino,70-74 years,Male,3845,2012
White,Not Hispanic or Latino,70-74 years,Male,4080,2013
White,Not Hispanic or Latino,70-74 years,Male,4202,2014
White,Not Hispanic or Latino,70-74 years,Male,4407,2015
White,Not Hispanic or Latino,70-74 years,Male,4547,2016
White,Not Hispanic or Latino,70-74 years,Male,4820,2017
White,Not Hispanic or Latino,70-74 years,Male,5031,2018
White,Not Hispanic or Latino,70-74 years,Male,5119,2019
White,Not Hispanic or Latino,70-74 years,Male,5447,2020
American Indian or Alaska Native,Not Stated,70-74 years,Male,5,2001
American Indian or Alaska Native,Not Stated,70-74 years,Male,5,2011
American Indian or Alaska Native,Not Stated,70-74 years,Male,5,2014
American Indian or Alaska Native,Not Stated,70-74 years,Male,5,2015
American Indian or Alaska Native,Not Stated,70-74 years,Male,5,2020
Asian or Pacific Islander,Not Stated,70-74 years,Male,5,2004
Asian or Pacific Islander,Not Stated,70-74 years,Male,5,2008
Asian or Pacific Islander,Not Stated,70-74 years,Male,5,2010
Asian or Pacific Islander,Not Stated,70-74 years,Male,5,2011
Asian or Pacific Islander,Not Stated,70-74 years,Male,5,2012
Asian or Pacific Islander,Not Stated,70-74 years,Male,5,2013
Asian or Pacific Islander,Not Stated,70-74 years,Male,5,2014
Asian or Pacific Islander,Not Stated,70-74 years,Male,5,2015
Asian or Pacific Islander,Not Stated,70-74 years,Male,5,2017
Asian or Pacific Islander,Not Stated,70-74 years,Male,5,2019
Asian or Pacific Islander,Not Stated,70-74 years,Male,5,2020
Black or African American,Not Stated,70-74 years,Male,5,1999
Black or African American,Not Stated,70-74 years,Male,5,2000
Black or African American,Not Stated,70-74 years,Male,5,2001
Black or African American,Not Stated,70-74 years,Male,5,2002
Black or African American,Not Stated,70-74 years,Male,5,2003
Black or African American,Not Stated,70-74 years,Male,5,2004
Black or African American,Not Stated,70-74 years,Male,5,2005
Black or African American,Not Stated,70-74 years,Male,5,2006
Black or African American,Not Stated,70-74 years,Male,5,2007
Black or African American,Not Stated,70-74 years,Male,5,2008
Black or African American,Not Stated,70-74 years,Male,5,2009
Black or African American,Not Stated,70-74 years,Male,5,2010
Black or African American,Not Stated,70-74 years,Male,5,2011
Black or African American,Not Stated,70-74 years,Male,5,2012
Black or African American,Not Stated,70-74 years,Male,5,2014
Black or African American,Not Stated,70-74 years,Male,5,2015
Black or African American,Not Stated,70-74 years,Male,5,2016
Black or African American,Not Stated,70-74 years,Male,5,2017
Black or African American,Not Stated,70-74 years,Male,5,2018
Black or African American,Not Stated,70-74 years,Male,5,2019
Black or African American,Not Stated,70-74 years,Male,5,2020
White,Not Stated,70-74 years,Male,20,1999
White,Not Stated,70-74 years,Male,19,2000
White,Not Stated,70-74 years,Male,5,2001
White,Not Stated,70-74 years,Male,5,2002
White,Not Stated,70-74 years,Male,15,2003
White,Not Stated,70-74 years,Male,5,2004
White,Not Stated,70-74 years,Male,5,2005
White,Not Stated,70-74 years,Male,5,2006
White,Not Stated,70-74 years,Male,5,2007
White,Not Stated,70-74 years,Male,10,2008
White,Not Stated,70-74 years,Male,5,2009
White,Not Stated,70-74 years,Male,5,2010
White,Not Stated,70-74 years,Male,5,2011
White,Not Stated,70-74 years,Male,12,2012
White,Not Stated,70-74 years,Male,10,2013
White,Not Stated,70-74 years,Male,18,2014
White,Not Stated,70-74 years,Male,20,2015
White,Not Stated,70-74 years,Male,25,2016
White,Not Stated,70-74 years,Male,20,2017
White,Not Stated,70-74 years,Male,20,2018
White,Not Stated,70-74 years,Male,13,2019
White,Not Stated,70-74 years,Male,19,2020
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,5,2000
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,5,2003
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,5,2004
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,5,2005
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,5,2006
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,5,2007
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,5,2008
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,5,2009
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,5,2010
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,5,2011
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,5,2012
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,5,2013
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,5,2014
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,5,2015
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,5,2016
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,5,2018
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,5,2020
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,1999
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2000
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2001
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2002
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2003
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2004
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2005
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2006
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2007
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2008
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2009
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2010
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2011
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2012
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2013
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2014
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2015
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2016
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2017
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2018
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2019
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2020
Black or African American,Hispanic or Latino,75-79 years,Female,5,1999
Black or African American,Hispanic or Latino,75-79 years,Female,5,2000
Black or African American,Hispanic or Latino,75-79 years,Female,5,2001
Black or African American,Hispanic or Latino,75-79 years,Female,12,2002
Black or African American,Hispanic or Latino,75-79 years,Female,5,2003
Black or African American,Hispanic or Latino,75-79 years,Female,5,2004
Black or African American,Hispanic or Latino,75-79 years,Female,5,2005
Black or African American,Hispanic or Latino,75-79 years,Female,5,2006
Black or African American,Hispanic or Latino,75-79 years,Female,5,2007
Black or African American,Hispanic or Latino,75-79 years,Female,5,2008
Black or African American,Hispanic or Latino,75-79 years,Female,5,2009
Black or African American,Hispanic or Latino,75-79 years,Female,5,2010
Black or African American,Hispanic or Latino,75-79 years,Female,5,2011
Black or African American,Hispanic or Latino,75-79 years,Female,5,2012
Black or African American,Hispanic or Latino,75-79 years,Female,5,2013
Black or African American,Hispanic or Latino,75-79 years,Female,12,2014
Black or African American,Hispanic or Latino,75-79 years,Female,5,2015
Black or African American,Hispanic or Latino,75-79 years,Female,5,2016
Black or African American,Hispanic or Latino,75-79 years,Female,5,2017
Black or African American,Hispanic or Latino,75-79 years,Female,5,2018
Black or African American,Hispanic or Latino,75-79 years,Female,10,2019
Black or African American,Hispanic or Latino,75-79 years,Female,5,2020
White,Hispanic or Latino,75-79 years,Female,391,1999
White,Hispanic or Latino,75-79 years,Female,423,2000
White,Hispanic or Latino,75-79 years,Female,494,2001
White,Hispanic or Latino,75-79 years,Female,464,2002
White,Hispanic or Latino,75-79 years,Female,533,2003
White,Hispanic or Latino,75-79 years,Female,506,2004
White,Hispanic or Latino,75-79 years,Female,472,2005
White,Hispanic or Latino,75-79 years,Female,424,2006
White,Hispanic or Latino,75-79 years,Female,486,2007
White,Hispanic or Latino,75-79 years,Female,502,2008
White,Hispanic or Latino,75-79 years,Female,475,2009
White,Hispanic or Latino,75-79 years,Female,492,2010
White,Hispanic or Latino,75-79 years,Female,500,2011
White,Hispanic or Latino,75-79 years,Female,478,2012
White,Hispanic or Latino,75-79 years,Female,510,2013
White,Hispanic or Latino,75-79 years,Female,529,2014
White,Hispanic or Latino,75-79 years,Female,569,2015
White,Hispanic or Latino,75-79 years,Female,589,2016
White,Hispanic or Latino,75-79 years,Female,596,2017
White,Hispanic or Latino,75-79 years,Female,620,2018
White,Hispanic or Latino,75-79 years,Female,684,2019
White,Hispanic or Latino,75-79 years,Female,739,2020
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,42,1999
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,54,2000
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,56,2001
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,36,2002
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,40,2003
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,37,2004
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,44,2005
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,40,2006
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,31,2007
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,36,2008
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,25,2009
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,29,2010
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,67,2011
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,43,2012
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,38,2013
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,45,2014
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,37,2015
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,47,2016
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,62,2017
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,50,2018
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,59,2019
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,58,2020
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,215,1999
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,264,2000
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,266,2001
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,259,2002
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,289,2003
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,281,2004
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,262,2005
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,281,2006
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,252,2007
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,260,2008
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,246,2009
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,239,2010
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,270,2011
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,274,2012
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,262,2013
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,261,2014
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,306,2015
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,310,2016
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,319,2017
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,322,2018
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,342,2019
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,408,2020
Black or African American,Not Hispanic or Latino,75-79 years,Female,1546,1999
Black or African American,Not Hispanic or Latino,75-79 years,Female,1506,2000
Black or African American,Not Hispanic or Latino,75-79 years,Female,1508,2001
Black or African American,Not Hispanic or Latino,75-79 years,Female,1492,2002
Black or African American,Not Hispanic or Latino,75-79 years,Female,1436,2003
Black or African American,Not Hispanic or Latino,75-79 years,Female,1426,2004
Black or African American,Not Hispanic or Latino,75-79 years,Female,1302,2005
Black or African American,Not Hispanic or Latino,75-79 years,Female,1184,2006
Black or African American,Not Hispanic or Latino,75-79 years,Female,1139,2007
Black or African American,Not Hispanic or Latino,75-79 years,Female,1210,2008
Black or African American,Not Hispanic or Latino,75-79 years,Female,1067,2009
Black or African American,Not Hispanic or Latino,75-79 years,Female,1035,2010
Black or African American,Not Hispanic or Latino,75-79 years,Female,1044,2011
Black or African American,Not Hispanic or Latino,75-79 years,Female,1019,2012
Black or African American,Not Hispanic or Latino,75-79 years,Female,1049,2013
Black or African American,Not Hispanic or Latino,75-79 years,Female,1064,2014
Black or African American,Not Hispanic or Latino,75-79 years,Female,1152,2015
Black or African American,Not Hispanic or Latino,75-79 years,Female,1180,2016
Black or African American,Not Hispanic or Latino,75-79 years,Female,1241,2017
Black or African American,Not Hispanic or Latino,75-79 years,Female,1277,2018
Black or African American,Not Hispanic or Latino,75-79 years,Female,1333,2019
Black or African American,Not Hispanic or Latino,75-79 years,Female,1422,2020
White,Not Hispanic or Latino,75-79 years,Female,11430,1999
White,Not Hispanic or Latino,75-79 years,Female,11193,2000
White,Not Hispanic or Latino,75-79 years,Female,10735,2001
White,Not Hispanic or Latino,75-79 years,Female,10337,2002
White,Not Hispanic or Latino,75-79 years,Female,9598,2003
White,Not Hispanic or Latino,75-79 years,Female,8887,2004
White,Not Hispanic or Latino,75-79 years,Female,8090,2005
White,Not Hispanic or Latino,75-79 years,Female,7692,2006
White,Not Hispanic or Latino,75-79 years,Female,7179,2007
White,Not Hispanic or Latino,75-79 years,Female,6878,2008
White,Not Hispanic or Latino,75-79 years,Female,6553,2009
White,Not Hispanic or Latino,75-79 years,Female,6324,2010
White,Not Hispanic or Latino,75-79 years,Female,6250,2011
White,Not Hispanic or Latino,75-79 years,Female,5961,2012
White,Not Hispanic or Latino,75-79 years,Female,5906,2013
White,Not Hispanic or Latino,75-79 years,Female,6030,2014
White,Not Hispanic or Latino,75-79 years,Female,6181,2015
White,Not Hispanic or Latino,75-79 years,Female,6084,2016
White,Not Hispanic or Latino,75-79 years,Female,6365,2017
White,Not Hispanic or Latino,75-79 years,Female,6627,2018
White,Not Hispanic or Latino,75-79 years,Female,6691,2019
White,Not Hispanic or Latino,75-79 years,Female,7286,2020
American Indian or Alaska Native,Not Stated,75-79 years,Female,5,2000
American Indian or Alaska Native,Not Stated,75-79 years,Female,5,2001
American Indian or Alaska Native,Not Stated,75-79 years,Female,5,2010
Asian or Pacific Islander,Not Stated,75-79 years,Female,5,2005
Asian or Pacific Islander,Not Stated,75-79 years,Female,5,2011
Asian or Pacific Islander,Not Stated,75-79 years,Female,5,2015
Asian or Pacific Islander,Not Stated,75-79 years,Female,5,2017
Asian or Pacific Islander,Not Stated,75-79 years,Female,5,2018
Asian or Pacific Islander,Not Stated,75-79 years,Female,5,2020
Black or African American,Not Stated,75-79 years,Female,5,1999
Black or African American,Not Stated,75-79 years,Female,5,2000
Black or African American,Not Stated,75-79 years,Female,5,2001
Black or African American,Not Stated,75-79 years,Female,5,2002
Black or African American,Not Stated,75-79 years,Female,5,2003
Black or African American,Not Stated,75-79 years,Female,5,2004
Black or African American,Not Stated,75-79 years,Female,5,2005
Black or African American,Not Stated,75-79 years,Female,5,2006
Black or African American,Not Stated,75-79 years,Female,5,2007
Black or African American,Not Stated,75-79 years,Female,5,2008
Black or African American,Not Stated,75-79 years,Female,5,2009
Black or African American,Not Stated,75-79 years,Female,5,2010
Black or African American,Not Stated,75-79 years,Female,5,2011
Black or African American,Not Stated,75-79 years,Female,5,2012
Black or African American,Not Stated,75-79 years,Female,5,2013
Black or African American,Not Stated,75-79 years,Female,5,2014
Black or African American,Not Stated,75-79 years,Female,5,2015
Black or African American,Not Stated,75-79 years,Female,5,2016
Black or African American,Not Stated,75-79 years,Female,5,2017
Black or African American,Not Stated,75-79 years,Female,5,2018
Black or African American,Not Stated,75-79 years,Female,5,2019
Black or African American,Not Stated,75-79 years,Female,5,2020
White,Not Stated,75-79 years,Female,20,1999
White,Not Stated,75-79 years,Female,23,2000
White,Not Stated,75-79 years,Female,26,2001
White,Not Stated,75-79 years,Female,19,2002
White,Not Stated,75-79 years,Female,12,2003
White,Not Stated,75-79 years,Female,11,2004
White,Not Stated,75-79 years,Female,5,2005
White,Not Stated,75-79 years,Female,5,2006
White,Not Stated,75-79 years,Female,5,2007
White,Not Stated,75-79 years,Female,5,2008
White,Not Stated,75-79 years,Female,5,2009
White,Not Stated,75-79 years,Female,14,2010
White,Not Stated,75-79 years,Female,5,2011
White,Not Stated,75-79 years,Female,11,2012
White,Not Stated,75-79 years,Female,16,2013
White,Not Stated,75-79 years,Female,5,2014
White,Not Stated,75-79 years,Female,25,2015
White,Not Stated,75-79 years,Female,15,2016
White,Not Stated,75-79 years,Female,17,2017
White,Not Stated,75-79 years,Female,14,2018
White,Not Stated,75-79 years,Female,5,2019
White,Not Stated,75-79 years,Female,12,2020
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Male,5,2003
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Male,5,2004
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Male,5,2005
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Male,5,2006
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Male,5,2007
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Male,5,2008
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Male,5,2009
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Male,5,2011
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Male,5,2012
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Male,5,2014
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Male,5,2015
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Male,5,2016
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Male,5,2017
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Male,5,2018
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Male,5,2019
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Male,5,2020
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2000
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2001
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2002
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2003
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2004
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2005
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2006
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2007
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2008
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2009
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2010
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2011
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2012
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2013
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2014
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2015
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2016
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2017
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2018
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2019
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2020
Black or African American,Hispanic or Latino,75-79 years,Male,5,1999
Black or African American,Hispanic or Latino,75-79 years,Male,5,2000
Black or African American,Hispanic or Latino,75-79 years,Male,5,2001
Black or African American,Hispanic or Latino,75-79 years,Male,5,2002
