Race,Hispanic Origin,Five-Year Age Groups,Cause of death Code,Gender,Deaths,Year
Black or African American,Hispanic or Latino,100+ years,I11.0,Female,4,2012
Black or African American,Hispanic or Latino,100+ years,I12.0,Male,4,2012
Black or African American,Not Hispanic or Latino,15-19 years,I11.9,Female,4,2012
Black or African American,Not Hispanic or Latino,15-19 years,I11.9,Male,4,2012
Black or African American,Not Hispanic or Latino,15-19 years,I12.0,Female,4,2012
Black or African American,Not Hispanic or Latino,15-19 years,I12.0,Male,4,2012
Black or African American,Not Hispanic or Latino,20-24 years,I10,Female,4,2012
Black or African American,Not Hispanic or Latino,20-24 years,I11.0,Female,4,2012
Black or African American,Not Hispanic or Latino,20-24 years,I11.9,Female,4,2012
Black or African American,Not Hispanic or Latino,20-24 years,I11.9,Male,12,2012
Black or African American,Not Hispanic or Latino,20-24 years,I12.0,Female,4,2012
Black or African American,Not Hispanic or Latino,20-24 years,I12.0,Male,4,2012
Black or African American,Not Hispanic or Latino,20-24 years,I13.1,Female,4,2012
Black or African American,Not Hispanic or Latino,20-24 years,I13.1,Male,4,2012
Black or African American,Not Hispanic or Latino,20-24 years,I13.2,Male,4,2012
Black or African American,Not Hispanic or Latino,20-24 years,I13.9,Female,4,2012
Black or African American,Not Hispanic or Latino,25-29 years,I10,Female,4,2012
Black or African American,Not Hispanic or Latino,25-29 years,I10,Male,4,2012
Black or African American,Not Hispanic or Latino,25-29 years,I11.0,Female,4,2012
Black or African American,Not Hispanic or Latino,25-29 years,I11.0,Male,4,2012
Black or African American,Not Hispanic or Latino,25-29 years,I11.9,Female,15,2012
Black or African American,Not Hispanic or Latino,25-29 years,I11.9,Male,24,2012
Black or African American,Not Hispanic or Latino,25-29 years,I12.0,Female,4,2012
Black or African American,Not Hispanic or Latino,25-29 years,I12.0,Male,13,2012
Black or African American,Not Hispanic or Latino,25-29 years,I13.1,Female,4,2012
Black or African American,Not Hispanic or Latino,25-29 years,I13.1,Male,4,2012
Black or African American,Not Hispanic or Latino,25-29 years,I13.2,Male,4,2012
Black or African American,Not Hispanic or Latino,30-34 years,I10,Female,4,2012
Black or African American,Not Hispanic or Latino,30-34 years,I10,Male,4,2012
Black or African American,Not Hispanic or Latino,30-34 years,I11.0,Female,4,2012
Black or African American,Not Hispanic or Latino,30-34 years,I11.0,Male,4,2012
Black or African American,Not Hispanic or Latino,30-34 years,I11.9,Female,29,2012
Black or African American,Not Hispanic or Latino,30-34 years,I11.9,Male,61,2012
Black or African American,Not Hispanic or Latino,30-34 years,I12.0,Female,4,2012
Black or African American,Not Hispanic or Latino,30-34 years,I12.0,Male,4,2012
Black or African American,Not Hispanic or Latino,30-34 years,I12.9,Female,4,2012
Black or African American,Not Hispanic or Latino,30-34 years,I13.1,Female,4,2012
Black or African American,Not Hispanic or Latino,30-34 years,I13.1,Male,10,2012
Black or African American,Not Hispanic or Latino,30-34 years,I13.2,Female,4,2012
Black or African American,Not Hispanic or Latino,30-34 years,I13.2,Male,4,2012
Black or African American,Not Hispanic or Latino,35-39 years,I10,Female,10,2012
Black or African American,Not Hispanic or Latino,35-39 years,I10,Male,15,2012
Black or African American,Not Hispanic or Latino,35-39 years,I11.0,Female,4,2012
Black or African American,Not Hispanic or Latino,35-39 years,I11.0,Male,10,2012
Black or African American,Not Hispanic or Latino,35-39 years,I11.9,Female,75,2012
Black or African American,Not Hispanic or Latino,35-39 years,I11.9,Male,142,2012
Black or African American,Not Hispanic or Latino,35-39 years,I12.0,Female,11,2012
Black or African American,Not Hispanic or Latino,35-39 years,I12.0,Male,13,2012
Black or African American,Not Hispanic or Latino,35-39 years,I12.9,Male,4,2012
Black or African American,Not Hispanic or Latino,35-39 years,I13.0,Female,4,2012
Black or African American,Not Hispanic or Latino,35-39 years,I13.1,Female,4,2012
Black or African American,Not Hispanic or Latino,35-39 years,I13.1,Male,4,2012
Black or African American,Not Hispanic or Latino,35-39 years,I13.2,Female,4,2012
Black or African American,Not Hispanic or Latino,35-39 years,I13.2,Male,4,2012
Black or African American,Not Hispanic or Latino,35-39 years,I13.9,Male,4,2012
Black or African American,Not Hispanic or Latino,40-44 years,I10,Female,28,2012
Black or African American,Not Hispanic or Latino,40-44 years,I10,Male,29,2012
Black or African American,Not Hispanic or Latino,40-44 years,I11.0,Female,14,2012
Black or African American,Not Hispanic or Latino,40-44 years,I11.0,Male,29,2012
Black or African American,Not Hispanic or Latino,40-44 years,I11.9,Female,121,2012
Black or African American,Not Hispanic or Latino,40-44 years,I11.9,Male,175,2012
Black or African American,Not Hispanic or Latino,40-44 years,I12.0,Female,22,2012
Black or African American,Not Hispanic or Latino,40-44 years,I12.0,Male,29,2012
Black or African American,Not Hispanic or Latino,40-44 years,I13.1,Female,4,2012
Black or African American,Not Hispanic or Latino,40-44 years,I13.1,Male,14,2012
Black or African American,Not Hispanic or Latino,40-44 years,I13.2,Female,4,2012
Black or African American,Not Hispanic or Latino,40-44 years,I13.2,Male,4,2012
Black or African American,Not Hispanic or Latino,40-44 years,I13.9,Male,4,2012
Black or African American,Not Hispanic or Latino,45-49 years,I10,Female,62,2012
Black or African American,Not Hispanic or Latino,45-49 years,I10,Male,56,2012
Black or African American,Not Hispanic or Latino,45-49 years,I11.0,Female,27,2012
Black or African American,Not Hispanic or Latino,45-49 years,I11.0,Male,36,2012
Black or African American,Not Hispanic or Latino,45-49 years,I11.9,Female,177,2012
Black or African American,Not Hispanic or Latino,45-49 years,I11.9,Male,313,2012
Black or African American,Not Hispanic or Latino,45-49 years,I12.0,Female,28,2012
Black or African American,Not Hispanic or Latino,45-49 years,I12.0,Male,54,2012
Black or African American,Not Hispanic or Latino,45-49 years,I13.0,Male,4,2012
Black or African American,Not Hispanic or Latino,45-49 years,I13.1,Female,4,2012
Black or African American,Not Hispanic or Latino,45-49 years,I13.1,Male,23,2012
Black or African American,Not Hispanic or Latino,45-49 years,I13.2,Female,4,2012
Black or African American,Not Hispanic or Latino,45-49 years,I13.2,Male,4,2012
Black or African American,Not Hispanic or Latino,45-49 years,I13.9,Female,4,2012
Black or African American,Not Hispanic or Latino,45-49 years,I13.9,Male,4,2012
Black or African American,Not Hispanic or Latino,50-54 years,I10,Female,73,2012
Black or African American,Not Hispanic or Latino,50-54 years,I10,Male,122,2012
Black or African American,Not Hispanic or Latino,50-54 years,I11.0,Female,52,2012
Black or African American,Not Hispanic or Latino,50-54 years,I11.0,Male,50,2012
Black or African American,Not Hispanic or Latino,50-54 years,I11.9,Female,299,2012
Black or African American,Not Hispanic or Latino,50-54 years,I11.9,Male,491,2012
Black or African American,Not Hispanic or Latino,50-54 years,I12.0,Female,61,2012
Black or African American,Not Hispanic or Latino,50-54 years,I12.0,Male,73,2012
Black or African American,Not Hispanic or Latino,50-54 years,I12.9,Female,4,2012
Black or African American,Not Hispanic or Latino,50-54 years,I12.9,Male,4,2012
Black or African American,Not Hispanic or Latino,50-54 years,I13.1,Female,18,2012
Black or African American,Not Hispanic or Latino,50-54 years,I13.1,Male,26,2012
Black or African American,Not Hispanic or Latino,50-54 years,I13.2,Female,4,2012
Black or African American,Not Hispanic or Latino,50-54 years,I13.2,Male,17,2012
Black or African American,Not Hispanic or Latino,50-54 years,I13.9,Female,4,2012
Black or African American,Not Hispanic or Latino,55-59 years,I10,Female,103,2012
Black or African American,Not Hispanic or Latino,55-59 years,I10,Male,159,2012
Black or African American,Not Hispanic or Latino,55-59 years,I11.0,Female,58,2012
Black or African American,Not Hispanic or Latino,55-59 years,I11.0,Male,91,2012
Black or African American,Not Hispanic or Latino,55-59 years,I11.9,Female,272,2012
Black or African American,Not Hispanic or Latino,55-59 years,I11.9,Male,526,2012
Black or African American,Not Hispanic or Latino,55-59 years,I12.0,Female,58,2012
Black or African American,Not Hispanic or Latino,55-59 years,I12.0,Male,95,2012
Black or African American,Not Hispanic or Latino,55-59 years,I12.9,Male,4,2012
Black or African American,Not Hispanic or Latino,55-59 years,I13.0,Female,4,2012
Black or African American,Not Hispanic or Latino,55-59 years,I13.1,Female,20,2012
Black or African American,Not Hispanic or Latino,55-59 years,I13.1,Male,40,2012
Black or African American,Not Hispanic or Latino,55-59 years,I13.2,Female,14,2012
Black or African American,Not Hispanic or Latino,55-59 years,I13.2,Male,20,2012
Black or African American,Not Hispanic or Latino,55-59 years,I13.9,Female,4,2012
Black or African American,Not Hispanic or Latino,60-64 years ,I10,Female,111,2012
Black or African American,Not Hispanic or Latino,60-64 years ,I10,Male,159,2012
Black or African American,Not Hispanic or Latino,60-64 years ,I11.0,Female,62,2012
Black or African American,Not Hispanic or Latino,60-64 years ,I11.0,Male,99,2012
Black or African American,Not Hispanic or Latino,60-64 years ,I11.9,Female,293,2012
Black or African American,Not Hispanic or Latino,60-64 years ,I11.9,Male,517,2012
Black or African American,Not Hispanic or Latino,60-64 years ,I12.0,Female,95,2012
Black or African American,Not Hispanic or Latino,60-64 years ,I12.0,Male,115,2012
Black or African American,Not Hispanic or Latino,60-64 years ,I12.9,Female,4,2012
Black or African American,Not Hispanic or Latino,60-64 years ,I13.1,Female,13,2012
Black or African American,Not Hispanic or Latino,60-64 years ,I13.1,Male,37,2012
Black or African American,Not Hispanic or Latino,60-64 years ,I13.2,Female,15,2012
Black or African American,Not Hispanic or Latino,60-64 years ,I13.2,Male,23,2012
Black or African American,Not Hispanic or Latino,60-64 years ,I13.9,Female,4,2012
Black or African American,Not Hispanic or Latino,60-64 years ,I13.9,Male,4,2012
Black or African American,Not Hispanic or Latino,60-64 years ,I15.0,Male,4,2012
Black or African American,Not Hispanic or Latino,60-64 years ,I15.9,Female,4,2012
Black or African American,Not Hispanic or Latino,65-69 years,I10,Female,117,2012
Black or African American,Not Hispanic or Latino,65-69 years,I10,Male,150,2012
Black or African American,Not Hispanic or Latino,65-69 years,I11.0,Female,73,2012
Black or African American,Not Hispanic or Latino,65-69 years,I11.0,Male,82,2012
Black or African American,Not Hispanic or Latino,65-69 years,I11.9,Female,230,2012
Black or African American,Not Hispanic or Latino,65-69 years,I11.9,Male,341,2012
Black or African American,Not Hispanic or Latino,65-69 years,I12.0,Female,106,2012
Black or African American,Not Hispanic or Latino,65-69 years,I12.0,Male,95,2012
Black or African American,Not Hispanic or Latino,65-69 years,I12.9,Male,4,2012
Black or African American,Not Hispanic or Latino,65-69 years,I13.0,Male,4,2012
Black or African American,Not Hispanic or Latino,65-69 years,I13.1,Female,23,2012
Black or African American,Not Hispanic or Latino,65-69 years,I13.1,Male,36,2012
Black or African American,Not Hispanic or Latino,65-69 years,I13.2,Female,25,2012
Black or African American,Not Hispanic or Latino,65-69 years,I13.2,Male,14,2012
Black or African American,Not Hispanic or Latino,70-74 years,I10,Female,122,2012
Black or African American,Not Hispanic or Latino,70-74 years,I10,Male,136,2012
Black or African American,Not Hispanic or Latino,70-74 years,I11.0,Female,65,2012
Black or African American,Not Hispanic or Latino,70-74 years,I11.0,Male,80,2012
Black or African American,Not Hispanic or Latino,70-74 years,I11.9,Female,162,2012
Black or African American,Not Hispanic or Latino,70-74 years,I11.9,Male,266,2012
Black or African American,Not Hispanic or Latino,70-74 years,I12.0,Female,101,2012
Black or African American,Not Hispanic or Latino,70-74 years,I12.0,Male,97,2012
Black or African American,Not Hispanic or Latino,70-74 years,I12.9,Female,4,2012
Black or African American,Not Hispanic or Latino,70-74 years,I12.9,Male,4,2012
Black or African American,Not Hispanic or Latino,70-74 years,I13.0,Male,4,2012
Black or African American,Not Hispanic or Latino,70-74 years,I13.1,Female,20,2012
Black or African American,Not Hispanic or Latino,70-74 years,I13.1,Male,24,2012
Black or African American,Not Hispanic or Latino,70-74 years,I13.2,Female,20,2012
Black or African American,Not Hispanic or Latino,70-74 years,I13.2,Male,25,2012
Black or African American,Not Hispanic or Latino,70-74 years,I13.9,Female,4,2012
Black or African American,Not Hispanic or Latino,70-74 years,I13.9,Male,4,2012
Black or African American,Not Hispanic or Latino,75-79 years,I10,Female,154,2012
Black or African American,Not Hispanic or Latino,75-79 years,I10,Male,137,2012
Black or African American,Not Hispanic or Latino,75-79 years,I11.0,Female,90,2012
Black or African American,Not Hispanic or Latino,75-79 years,I11.0,Male,76,2012
Black or African American,Not Hispanic or Latino,75-79 years,I11.9,Female,212,2012
Black or African American,Not Hispanic or Latino,75-79 years,I11.9,Male,213,2012
Black or African American,Not Hispanic or Latino,75-79 years,I12.0,Female,154,2012
Black or African American,Not Hispanic or Latino,75-79 years,I12.0,Male,106,2012
Black or African American,Not Hispanic or Latino,75-79 years,I12.9,Female,4,2012
Black or African American,Not Hispanic or Latino,75-79 years,I12.9,Male,4,2012
Black or African American,Not Hispanic or Latino,75-79 years,I13.0,Female,4,2012
Black or African American,Not Hispanic or Latino,75-79 years,I13.1,Female,23,2012
Black or African American,Not Hispanic or Latino,75-79 years,I13.1,Male,17,2012
Black or African American,Not Hispanic or Latino,75-79 years,I13.2,Female,25,2012
Black or African American,Not Hispanic or Latino,75-79 years,I13.2,Male,26,2012
Black or African American,Not Hispanic or Latino,75-79 years,I13.9,Female,4,2012
Black or African American,Not Hispanic or Latino,80-84 years,I10,Female,210,2012
Black or African American,Not Hispanic or Latino,80-84 years,I10,Male,122,2012
Black or African American,Not Hispanic or Latino,80-84 years,I11.0,Female,161,2012
Black or African American,Not Hispanic or Latino,80-84 years,I11.0,Male,84,2012
Black or African American,Not Hispanic or Latino,80-84 years,I11.9,Female,211,2012
Black or African American,Not Hispanic or Latino,80-84 years,I11.9,Male,177,2012
Black or African American,Not Hispanic or Latino,80-84 years,I12.0,Female,152,2012
Black or African American,Not Hispanic or Latino,80-84 years,I12.0,Male,117,2012
Black or African American,Not Hispanic or Latino,80-84 years,I12.9,Female,4,2012
Black or African American,Not Hispanic or Latino,80-84 years,I12.9,Male,4,2012
Black or African American,Not Hispanic or Latino,80-84 years,I13.0,Male,4,2012
Black or African American,Not Hispanic or Latino,80-84 years,I13.1,Female,21,2012
Black or African American,Not Hispanic or Latino,80-84 years,I13.1,Male,13,2012
Black or African American,Not Hispanic or Latino,80-84 years,I13.2,Female,38,2012
Black or African American,Not Hispanic or Latino,80-84 years,I13.2,Male,22,2012
Black or African American,Not Hispanic or Latino,80-84 years,I13.9,Male,4,2012
Black or African American,Not Hispanic or Latino,85-89 years,I10,Female,244,2012
Black or African American,Not Hispanic or Latino,85-89 years,I10,Male,108,2012
Black or African American,Not Hispanic or Latino,85-89 years,I11.0,Female,173,2012
Black or African American,Not Hispanic or Latino,85-89 years,I11.0,Male,69,2012
Black or African American,Not Hispanic or Latino,85-89 years,I11.9,Female,256,2012
Black or African American,Not Hispanic or Latino,85-89 years,I11.9,Male,109,2012
Black or African American,Not Hispanic or Latino,85-89 years,I12.0,Female,160,2012
Black or African American,Not Hispanic or Latino,85-89 years,I12.0,Male,86,2012
Black or African American,Not Hispanic or Latino,85-89 years,I12.9,Female,4,2012
Black or African American,Not Hispanic or Latino,85-89 years,I12.9,Male,4,2012
Black or African American,Not Hispanic or Latino,85-89 years,I13.1,Female,24,2012
Black or African American,Not Hispanic or Latino,85-89 years,I13.1,Male,4,2012
Black or African American,Not Hispanic or Latino,85-89 years,I13.2,Female,36,2012
Black or African American,Not Hispanic or Latino,85-89 years,I13.2,Male,28,2012
Black or African American,Not Hispanic or Latino,85-89 years,I13.9,Female,4,2012
Black or African American,Not Hispanic or Latino,85-89 years,I13.9,Male,4,2012
Black or African American,Not Hispanic or Latino,90-94 years,I10,Female,222,2012
Black or African American,Not Hispanic or Latino,90-94 years,I10,Male,75,2012
Black or African American,Not Hispanic or Latino,90-94 years,I11.0,Female,150,2012
Black or African American,Not Hispanic or Latino,90-94 years,I11.0,Male,43,2012
Black or African American,Not Hispanic or Latino,90-94 years,I11.9,Female,151,2012
Black or African American,Not Hispanic or Latino,90-94 years,I11.9,Male,57,2012
Black or African American,Not Hispanic or Latino,90-94 years,I12.0,Female,118,2012
Black or African American,Not Hispanic or Latino,90-94 years,I12.0,Male,47,2012
Black or African American,Not Hispanic or Latino,90-94 years,I13.0,Female,4,2012
Black or African American,Not Hispanic or Latino,90-94 years,I13.1,Female,17,2012
Black or African American,Not Hispanic or Latino,90-94 years,I13.1,Male,4,2012
Black or African American,Not Hispanic or Latino,90-94 years,I13.2,Female,34,2012
Black or African American,Not Hispanic or Latino,90-94 years,I13.2,Male,15,2012
Black or African American,Not Hispanic or Latino,90-94 years,I13.9,Female,4,2012
Black or African American,Not Hispanic or Latino,90-94 years,I13.9,Male,4,2012
Black or African American,Not Hispanic or Latino,95-99 years,I10,Female,149,2012
Black or African American,Not Hispanic or Latino,95-99 years,I10,Male,19,2012
Black or African American,Not Hispanic or Latino,95-99 years,I11.0,Female,74,2012
Black or African American,Not Hispanic or Latino,95-99 years,I11.0,Male,18,2012
Black or African American,Not Hispanic or Latino,95-99 years,I11.9,Female,72,2012
Black or African American,Not Hispanic or Latino,95-99 years,I11.9,Male,28,2012
Black or African American,Not Hispanic or Latino,95-99 years,I12.0,Female,66,2012
Black or African American,Not Hispanic or Latino,95-99 years,I12.0,Male,15,2012
Black or African American,Not Hispanic or Latino,95-99 years,I12.9,Female,4,2012
Black or African American,Not Hispanic or Latino,95-99 years,I13.1,Female,4,2012
Black or African American,Not Hispanic or Latino,95-99 years,I13.1,Male,4,2012
Black or African American,Not Hispanic or Latino,95-99 years,I13.2,Female,16,2012
Black or African American,Not Hispanic or Latino,95-99 years,I13.2,Male,4,2012
Black or African American,Not Hispanic or Latino,100+ years,I10,Female,52,2012
Black or African American,Not Hispanic or Latino,100+ years,I10,Male,4,2012
Black or African American,Not Hispanic or Latino,100+ years,I11.0,Female,41,2012
Black or African American,Not Hispanic or Latino,100+ years,I11.0,Male,4,2012
Black or African American,Not Hispanic or Latino,100+ years,I11.9,Female,30,2012
Black or African American,Not Hispanic or Latino,100+ years,I11.9,Male,4,2012
Black or African American,Not Hispanic or Latino,100+ years,I12.0,Female,13,2012
Black or African American,Not Hispanic or Latino,100+ years,I12.0,Male,4,2012
Black or African American,Not Hispanic or Latino,100+ years,I13.0,Female,4,2012
Black or African American,Not Hispanic or Latino,100+ years,I13.2,Female,4,2012
Black or African American,Not Hispanic or Latino,Not Stated,I11.9,Female,4,2012
Black or African American,Not Hispanic or Latino,Not Stated,I11.9,Male,4,2012
Black or African American,Not Hispanic or Latino,Not Stated,I12.0,Male,4,2012
Black or African American,Not Stated,25-29 years,I11.0,Male,4,2012
Black or African American,Not Stated,30-34 years,I11.9,Male,4,2012
Black or African American,Not Stated,35-39 years,I11.9,Male,4,2012
Black or African American,Not Stated,35-39 years,I12.0,Female,4,2012
Black or African American,Not Stated,40-44 years,I11.9,Female,4,2012
Black or African American,Not Stated,40-44 years,I11.9,Male,4,2012
Black or African American,Not Stated,45-49 years,I11.0,Male,4,2012
Black or African American,Not Stated,45-49 years,I11.9,Female,4,2012
Black or African American,Not Stated,45-49 years,I11.9,Male,4,2012
Black or African American,Not Stated,45-49 years,I13.1,Male,4,2012
Black or African American,Not Stated,50-54 years,I11.0,Female,4,2012
Black or African American,Not Stated,50-54 years,I11.9,Male,4,2012
Black or African American,Not Stated,50-54 years,I13.2,Male,4,2012
Black or African American,Not Stated,55-59 years,I10,Female,4,2012
Black or African American,Not Stated,55-59 years,I10,Male,4,2012
Black or African American,Not Stated,55-59 years,I11.0,Male,4,2012
Black or African American,Not Stated,55-59 years,I11.9,Female,4,2012
Black or African American,Not Stated,55-59 years,I11.9,Male,4,2012
Black or African American,Not Stated,60-64 years ,I10,Female,4,2012
Black or African American,Not Stated,60-64 years ,I10,Male,4,2012
Black or African American,Not Stated,60-64 years ,I11.0,Male,4,2012
Black or African American,Not Stated,60-64 years ,I11.9,Female,4,2012
Black or African American,Not Stated,60-64 years ,I11.9,Male,4,2012
Black or African American,Not Stated,60-64 years ,I12.0,Male,4,2012
Black or African American,Not Stated,60-64 years ,I13.1,Male,4,2012
Black or African American,Not Stated,65-69 years,I10,Female,4,2012
Black or African American,Not Stated,65-69 years,I10,Male,4,2012
Black or African American,Not Stated,65-69 years,I11.0,Female,4,2012
Black or African American,Not Stated,65-69 years,I11.0,Male,4,2012
Black or African American,Not Stated,65-69 years,I11.9,Female,4,2012
Black or African American,Not Stated,65-69 years,I11.9,Male,4,2012
Black or African American,Not Stated,70-74 years,I10,Male,4,2012
Black or African American,Not Stated,70-74 years,I11.9,Female,4,2012
Black or African American,Not Stated,70-74 years,I11.9,Male,4,2012
Black or African American,Not Stated,70-74 years,I13.2,Male,4,2012
Black or African American,Not Stated,75-79 years,I10,Female,4,2012
Black or African American,Not Stated,75-79 years,I11.0,Female,4,2012
Black or African American,Not Stated,75-79 years,I11.9,Female,4,2012
Black or African American,Not Stated,75-79 years,I11.9,Male,4,2012
Black or African American,Not Stated,80-84 years,I11.9,Female,4,2012
Black or African American,Not Stated,80-84 years,I11.9,Male,4,2012
Black or African American,Not Stated,80-84 years,I12.0,Male,4,2012
Black or African American,Not Stated,85-89 years,I10,Female,4,2012
Black or African American,Not Stated,85-89 years,I11.0,Female,4,2012
Black or African American,Not Stated,85-89 years,I11.9,Male,4,2012
Black or African American,Not Stated,85-89 years,I12.0,Male,4,2012
Black or African American,Not Stated,85-89 years,I13.1,Male,4,2012
Black or African American,Not Stated,90-94 years,I10,Female,4,2012
Black or African American,Not Stated,90-94 years,I10,Male,4,2012
Black or African American,Not Stated,90-94 years,I11.0,Female,4,2012
Black or African American,Not Stated,90-94 years,I11.0,Male,4,2012
Black or African American,Not Stated,90-94 years,I11.9,Male,4,2012
Black or African American,Not Stated,Not Stated,I12.0,Female,4,2012
White,Hispanic or Latino,5-9 years,I12.0,Female,4,2012
White,Hispanic or Latino,15-19 years,I11.9,Male,4,2012
White,Hispanic or Latino,20-24 years,I10,Female,4,2012
White,Hispanic or Latino,20-24 years,I10,Male,4,2012
White,Hispanic or Latino,20-24 years,I11.9,Female,4,2012
White,Hispanic or Latino,20-24 years,I11.9,Male,4,2012
White,Hispanic or Latino,20-24 years,I12.0,Male,4,2012
White,Hispanic or Latino,25-29 years,I10,Male,4,2012
White,Hispanic or Latino,25-29 years,I11.9,Male,10,2012
White,Hispanic or Latino,25-29 years,I12.0,Male,4,2012
White,Hispanic or Latino,25-29 years,I13.1,Female,4,2012
White,Hispanic or Latino,25-29 years,I13.1,Male,4,2012
White,Hispanic or Latino,30-34 years,I10,Female,4,2012
White,Hispanic or Latino,30-34 years,I11.0,Female,4,2012
White,Hispanic or Latino,30-34 years,I11.0,Male,4,2012
White,Hispanic or Latino,30-34 years,I11.9,Female,4,2012
White,Hispanic or Latino,30-34 years,I11.9,Male,23,2012
White,Hispanic or Latino,30-34 years,I12.0,Male,4,2012
White,Hispanic or Latino,30-34 years,I13.1,Male,4,2012
White,Hispanic or Latino,30-34 years,I13.2,Male,4,2012
White,Hispanic or Latino,30-34 years,I13.9,Male,4,2012
White,Hispanic or Latino,35-39 years,I10,Female,4,2012
White,Hispanic or Latino,35-39 years,I10,Male,4,2012
White,Hispanic or Latino,35-39 years,I11.0,Male,4,2012
White,Hispanic or Latino,35-39 years,I11.9,Female,4,2012
White,Hispanic or Latino,35-39 years,I11.9,Male,44,2012
White,Hispanic or Latino,35-39 years,I12.0,Female,4,2012
White,Hispanic or Latino,35-39 years,I12.0,Male,4,2012
White,Hispanic or Latino,35-39 years,I13.1,Female,4,2012
White,Hispanic or Latino,35-39 years,I13.2,Male,4,2012
White,Hispanic or Latino,40-44 years,I10,Female,4,2012
White,Hispanic or Latino,40-44 years,I10,Male,10,2012
White,Hispanic or Latino,40-44 years,I11.0,Female,4,2012
White,Hispanic or Latino,40-44 years,I11.0,Male,4,2012
White,Hispanic or Latino,40-44 years,I11.9,Female,20,2012
White,Hispanic or Latino,40-44 years,I11.9,Male,65,2012
White,Hispanic or Latino,40-44 years,I12.0,Female,4,2012
White,Hispanic or Latino,40-44 years,I12.0,Male,4,2012
White,Hispanic or Latino,40-44 years,I13.1,Female,4,2012
White,Hispanic or Latino,40-44 years,I13.1,Male,4,2012
White,Hispanic or Latino,40-44 years,I13.2,Male,4,2012
White,Hispanic or Latino,45-49 years,I10,Female,4,2012
White,Hispanic or Latino,45-49 years,I10,Male,11,2012
White,Hispanic or Latino,45-49 years,I11.0,Female,4,2012
White,Hispanic or Latino,45-49 years,I11.0,Male,4,2012
White,Hispanic or Latino,45-49 years,I11.9,Female,26,2012
White,Hispanic or Latino,45-49 years,I11.9,Male,88,2012
White,Hispanic or Latino,45-49 years,I12.0,Female,4,2012
White,Hispanic or Latino,45-49 years,I12.0,Male,17,2012
White,Hispanic or Latino,45-49 years,I13.1,Female,4,2012
White,Hispanic or Latino,45-49 years,I13.1,Male,4,2012
White,Hispanic or Latino,45-49 years,I13.2,Male,4,2012
White,Hispanic or Latino,50-54 years,I10,Female,4,2012
White,Hispanic or Latino,50-54 years,I10,Male,29,2012
White,Hispanic or Latino,50-54 years,I11.0,Female,4,2012
White,Hispanic or Latino,50-54 years,I11.0,Male,10,2012
White,Hispanic or Latino,50-54 years,I11.9,Female,43,2012
White,Hispanic or Latino,50-54 years,I11.9,Male,107,2012
White,Hispanic or Latino,50-54 years,I12.0,Female,12,2012
White,Hispanic or Latino,50-54 years,I12.0,Male,18,2012
White,Hispanic or Latino,50-54 years,I13.1,Female,4,2012
White,Hispanic or Latino,50-54 years,I13.1,Male,4,2012
White,Hispanic or Latino,50-54 years,I13.2,Female,4,2012
White,Hispanic or Latino,50-54 years,I13.2,Male,4,2012
White,Hispanic or Latino,55-59 years,I10,Female,17,2012
White,Hispanic or Latino,55-59 years,I10,Male,37,2012
White,Hispanic or Latino,55-59 years,I11.0,Female,4,2012
White,Hispanic or Latino,55-59 years,I11.0,Male,15,2012
White,Hispanic or Latino,55-59 years,I11.9,Female,61,2012
White,Hispanic or Latino,55-59 years,I11.9,Male,117,2012
White,Hispanic or Latino,55-59 years,I12.0,Female,21,2012
White,Hispanic or Latino,55-59 years,I12.0,Male,23,2012
White,Hispanic or Latino,55-59 years,I12.9,Male,4,2012
White,Hispanic or Latino,55-59 years,I13.1,Female,4,2012
White,Hispanic or Latino,55-59 years,I13.1,Male,4,2012
White,Hispanic or Latino,55-59 years,I13.2,Female,4,2012
White,Hispanic or Latino,55-59 years,I13.2,Male,4,2012
White,Hispanic or Latino,55-59 years,I13.9,Female,4,2012
White,Hispanic or Latino,60-64 years ,I10,Female,18,2012
White,Hispanic or Latino,60-64 years ,I10,Male,40,2012
White,Hispanic or Latino,60-64 years ,I11.0,Female,10,2012
White,Hispanic or Latino,60-64 years ,I11.0,Male,11,2012
White,Hispanic or Latino,60-64 years ,I11.9,Female,55,2012
White,Hispanic or Latino,60-64 years ,I11.9,Male,129,2012
White,Hispanic or Latino,60-64 years ,I12.0,Female,20,2012
White,Hispanic or Latino,60-64 years ,I12.0,Male,31,2012
White,Hispanic or Latino,60-64 years ,I12.9,Female,4,2012
White,Hispanic or Latino,60-64 years ,I13.0,Male,4,2012
White,Hispanic or Latino,60-64 years ,I13.1,Female,4,2012
White,Hispanic or Latino,60-64 years ,I13.1,Male,10,2012
White,Hispanic or Latino,60-64 years ,I13.2,Female,4,2012
White,Hispanic or Latino,60-64 years ,I13.2,Male,4,2012
White,Hispanic or Latino,65-69 years,I10,Female,29,2012
White,Hispanic or Latino,65-69 years,I10,Male,35,2012
White,Hispanic or Latino,65-69 years,I11.0,Female,4,2012
White,Hispanic or Latino,65-69 years,I11.0,Male,12,2012
White,Hispanic or Latino,65-69 years,I11.9,Female,36,2012
White,Hispanic or Latino,65-69 years,I11.9,Male,81,2012
White,Hispanic or Latino,65-69 years,I12.0,Female,35,2012
White,Hispanic or Latino,65-69 years,I12.0,Male,33,2012
White,Hispanic or Latino,65-69 years,I13.1,Female,4,2012
White,Hispanic or Latino,65-69 years,I13.1,Male,4,2012
