"Notes"	"Underlying Cause of death"	"Underlying Cause of death Code"	"Gender"	"Gender Code"	"Single Race 6"	"Single Race 6 Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"< 1 year"	"1"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"5-9 years"	"5-9"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"10-14 years"	"10-14"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"15-19 years"	"15-19"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"20-24 years"	"20-24"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"25-29 years"	"25-29"	Suppressed	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"30-34 years"	"30-34"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"35-39 years"	"35-39"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"40-44 years"	"40-44"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"45-49 years"	"45-49"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"50-54 years"	"50-54"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"55-59 years"	"55-59"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"60-64 years "	"60-64"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"65-69 years"	"65-69"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"70-74 years"	"70-74"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"80-84 years"	"80-84"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"< 1 year"	"1"	0	371827	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"1-4 years"	"1-4"	0	1590254	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"5-9 years"	"5-9"	0	2122461	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"10-14 years"	"10-14"	0	2327704	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"15-19 years"	"15-19"	0	2267361	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"20-24 years"	"20-24"	Suppressed	2119088	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"25-29 years"	"25-29"	Suppressed	2075664	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"30-34 years"	"30-34"	Suppressed	1969096	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"35-39 years"	"35-39"	13	1919491	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"40-44 years"	"40-44"	22	1856334	1.2
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"45-49 years"	"45-49"	26	1733727	1.5
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"50-54 years"	"50-54"	72	1555988	4.6
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"55-59 years"	"55-59"	138	1366762	10.1
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"60-64 years "	"60-64"	193	1119506	17.2
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"65-69 years"	"65-69"	292	871112	33.5
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"70-74 years"	"70-74"	421	651406	64.6
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"75-79 years"	"75-79"	582	436627	133.3
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"80-84 years"	"80-84"	724	294460	245.9
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"85-89 years"	"85-89"	882	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"90-94 years"	"90-94"	794	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"95-99 years"	"95-99"	442	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"100+ years"	"100+"	135	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"< 1 year"	"1"	0	831485	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"1-4 years"	"1-4"	0	3590340	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"5-9 years"	"5-9"	0	4849775	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"10-14 years"	"10-14"	Suppressed	5161695	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"15-19 years"	"15-19"	Suppressed	5408191	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"20-24 years"	"20-24"	Suppressed	5559432	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"25-29 years"	"25-29"	Suppressed	5854957	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"30-34 years"	"30-34"	20	6263828	0.3
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"35-39 years"	"35-39"	60	6176169	1.0
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"40-44 years"	"40-44"	119	5897471	2.0
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"45-49 years"	"45-49"	248	5634132	4.4
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"50-54 years"	"50-54"	524	6451717	8.1
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"55-59 years"	"55-59"	1030	7172732	14.4
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"60-64 years "	"60-64"	1852	7556418	24.5
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"65-69 years"	"65-69"	2724	6919897	39.4
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"70-74 years"	"70-74"	4242	6059791	70.0
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"75-79 years"	"75-79"	5694	4104256	138.7
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"80-84 years"	"80-84"	7413	2725551	272.0
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"85-89 years"	"85-89"	9701	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"90-94 years"	"90-94"	10703	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"95-99 years"	"95-99"	6324	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"100+ years"	"100+"	1728	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"< 1 year"	"1"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"5-9 years"	"5-9"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"10-14 years"	"10-14"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"15-19 years"	"15-19"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"20-24 years"	"20-24"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"25-29 years"	"25-29"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"30-34 years"	"30-34"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"35-39 years"	"35-39"	Suppressed	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"40-44 years"	"40-44"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"45-49 years"	"45-49"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"50-54 years"	"50-54"	Suppressed	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"55-59 years"	"55-59"	Suppressed	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"60-64 years "	"60-64"	Suppressed	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"65-69 years"	"65-69"	17	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"70-74 years"	"70-74"	20	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"75-79 years"	"75-79"	11	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"80-84 years"	"80-84"	11	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"85-89 years"	"85-89"	14	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"90-94 years"	"90-94"	19	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"95-99 years"	"95-99"	12	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"< 1 year"	"1"	0	23709	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"1-4 years"	"1-4"	0	96533	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"5-9 years"	"5-9"	0	121009	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"10-14 years"	"10-14"	0	120870	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"15-19 years"	"15-19"	0	100224	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"20-24 years"	"20-24"	0	85966	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"25-29 years"	"25-29"	0	76605	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"30-34 years"	"30-34"	0	68320	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"35-39 years"	"35-39"	0	61108	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"40-44 years"	"40-44"	0	56711	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"45-49 years"	"45-49"	0	44292	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"50-54 years"	"50-54"	Suppressed	36614	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"55-59 years"	"55-59"	Suppressed	31514	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"60-64 years "	"60-64"	Suppressed	25550	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"65-69 years"	"65-69"	Suppressed	18682	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"70-74 years"	"70-74"	Suppressed	12686	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"75-79 years"	"75-79"	Suppressed	7996	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"80-84 years"	"80-84"	Suppressed	4950	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Hispanic or Latino"	"2135-2"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"< 1 year"	"1"	0	93157	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"1-4 years"	"1-4"	0	384447	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"5-9 years"	"5-9"	0	487433	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"10-14 years"	"10-14"	0	469525	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"15-19 years"	"15-19"	0	404169	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"20-24 years"	"20-24"	0	351310	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"25-29 years"	"25-29"	0	309276	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"30-34 years"	"30-34"	Suppressed	256713	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"35-39 years"	"35-39"	Suppressed	209739	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"40-44 years"	"40-44"	Suppressed	181232	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"45-49 years"	"45-49"	Suppressed	148380	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"50-54 years"	"50-54"	Suppressed	135220	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"55-59 years"	"55-59"	11	124699	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"60-64 years "	"60-64"	19	114476	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"65-69 years"	"65-69"	16	91203	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"70-74 years"	"70-74"	23	69157	33.3
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"75-79 years"	"75-79"	37	44025	84.0
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"80-84 years"	"80-84"	49	27902	175.6
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"85-89 years"	"85-89"	42	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"90-94 years"	"90-94"	28	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"95-99 years"	"95-99"	18	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Hispanic or Latino"	"2186-2"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"< 1 year"	"1"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"5-9 years"	"5-9"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"10-14 years"	"10-14"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"15-19 years"	"15-19"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"20-24 years"	"20-24"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"25-29 years"	"25-29"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"30-34 years"	"30-34"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"35-39 years"	"35-39"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"40-44 years"	"40-44"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"45-49 years"	"45-49"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"50-54 years"	"50-54"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"55-59 years"	"55-59"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"60-64 years "	"60-64"	0	Not Applicable	Not Applicable
