Race	Hispanic Origin	Five-Year Age Groups	Cause of death Code	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Male	2018	11	774325	1.42059212862816
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Male	2019	18	800482	2.24864519127226
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Male	2020	18	827816	2.17439624264329
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Male	2021	27	874172	3.08863701880179
Black or African American	Not Hispanic or Latino	65-69 years	I13.9	Male	2022	14	897110	1.56056670865334
Black or African American	Not Hispanic or Latino	65-69 years	I15.0	Female	2009	5	641482	0.779445097446226
Black or African American	Not Hispanic or Latino	65-69 years	I15.0	Female	2015	5	885437	0.564692914346249
Black or African American	Not Hispanic or Latino	65-69 years	I15.0	Female	2019	5	1042963	0.479403392066641
Black or African American	Not Hispanic or Latino	65-69 years	I15.0	Female	2021	2	1106116	0.180812862303773
Black or African American	Not Hispanic or Latino	65-69 years	I15.0	Male	2007	5	450394	1.11013912263485
Black or African American	Not Hispanic or Latino	65-69 years	I15.0	Male	2021	2	874172	0.228787927318651
Black or African American	Not Hispanic or Latino	65-69 years	I15.9	Female	2009	5	641482	0.779445097446226
Black or African American	Not Hispanic or Latino	65-69 years	I15.9	Female	2013	5	774692	0.645417791845017
Black or African American	Not Hispanic or Latino	65-69 years	I15.9	Female	2020	5	1077483	0.464044444320699
Black or African American	Not Hispanic or Latino	65-69 years	I15.9	Male	2008	5	470048	1.06372115188236
Black or African American	Not Hispanic or Latino	65-69 years	I15.9	Male	2014	5	642116	0.778675504114521
Black or African American	Not Hispanic or Latino	65-69 years	I15.9	Male	2021	2	874172	0.228787927318651
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	1999	832	435255	191.152313011913
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2000	2229	440786	505.687567209485
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2001	2144	440752	486.441354775475
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2002	2194	442356	495.980612900017
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2003	2250	446877	503.494250095664
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2004	2204	450801	488.907522387927
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2005	2217	456614	485.530448037073
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2006	2200	466664	471.431265321516
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2007	2072	472797	438.243051457602
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2008	2187	480483	455.166988218106
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2009	2080	487912	426.306383118267
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2010	2207	496664	444.364801958668
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2011	2489	515854	482.500862647183
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2012	2411	531565	453.566355948943
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2013	2173	556554	390.438304279549
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2014	2086	581078	358.987949982618
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2015	2179	603471	361.077831411949
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2016	2236	621831	359.583230813517
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2017	2409	668247	360.495445546332
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2018	2541	708288	358.752371916509
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2019	2627	756006	347.484014677132
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2020	3843	806836	476.304973997194
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2021	4240	849704	498.997297882557
Black or African American	Not Hispanic or Latino	70-74 years	I10	Female	2022	3915	869073	450.479994200717
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	1999	652	288848	225.724256356284
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2000	1957	292654	668.707757283345
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2001	1856	295838	627.37038514322
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2002	1937	299173	647.451474564884
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2003	1988	304832	652.162502624396
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2004	1994	309884	643.466587497257
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2005	2049	316960	646.453811206461
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2006	2177	325778	668.246474593128
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2007	2113	332403	635.674166598978
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2008	2104	339526	619.687446616754
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2009	2085	346696	601.391420725939
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2010	2180	353284	617.067288640301
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2011	2482	368663	673.243585605282
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2012	2634	380768	691.759811748886
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2013	2334	400090	583.368742033043
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2014	2228	417580	533.550457397385
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2015	2413	434557	555.278133823641
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2016	2533	449661	563.313251538381
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2017	2645	485493	544.807031203334
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2018	2860	516472	553.757028454592
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2019	3024	550140	549.678263714691
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2020	4726	586258	806.129724455786
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2021	4766	624975	762.590503620145
Black or African American	Not Hispanic or Latino	70-74 years	I10	Male	2022	4410	629514	700.540416893032
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	1999	88	435255	20.2180331070292
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2000	62	440786	14.0657824885545
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2001	59	440752	13.3862126547355
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2002	39	442356	8.81642839703768
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2003	41	446877	9.17478411285432
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2004	39	450801	8.65126741067566
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2005	49	456614	10.7311646160652
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2006	105	466664	22.5001285721633
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2007	96	472797	20.304697364831
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2008	89	480483	18.5230278698726
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2009	101	487912	20.700454180262
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2010	112	496664	22.5504566467471
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2011	87	515854	16.8652370632001
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2012	87	531565	16.3667660587134
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2013	113	556554	20.3035105308739
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2014	99	581078	17.0372996396353
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2015	114	603471	18.8907172009923
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2016	117	621831	18.8154016123352
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2017	138	668247	20.6510466938123
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2018	146	708288	20.6130839432547
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2019	178	756006	23.5447866815872
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2020	242	806836	29.9937038010203
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2021	251	849704	29.5396985303117
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Female	2022	196	869073	22.5527659931904
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	1999	61	288848	21.1183736775051
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2000	36	292654	12.3012157701586
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2001	46	295838	15.5490504938514
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2002	28	299173	9.35913334425232
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2003	35	304832	11.4817342011337
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2004	39	309884	12.5853545197558
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2005	40	316960	12.6198889449773
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2006	86	325778	26.3983448851672
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2007	85	332403	25.5713696928126
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2008	99	339526	29.1582971554461
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2009	94	346696	27.1130904308097
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2010	86	353284	24.3430214784706
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2011	100	368663	27.125043739133
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2012	97	380768	25.4748298176317
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2013	107	400090	26.7439826039141
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2014	128	417580	30.6528090425787
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2015	124	434557	28.5348067112024
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2016	125	449661	27.7987194797859
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2017	141	485493	29.042643251293
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2018	178	516472	34.4645982744466
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2019	220	550140	39.9898207728942
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2020	320	586258	54.5834768992491
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2021	273	624975	43.6817472698908
Black or African American	Not Hispanic or Latino	70-74 years	I11.0	Male	2022	246	629514	39.0777647518562
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	1999	289	435255	66.3978587264937
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2000	371	440786	84.1678274718344
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2001	392	440752	88.9389044179039
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2002	392	442356	88.6164085035582
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2003	355	446877	79.4402039039825
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2004	375	450801	83.1852635641891
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2005	349	456614	76.4321724695257
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2006	388	466664	83.1433322476128
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2007	382	472797	80.79577493089
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2008	353	480483	73.4677397535397
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2009	363	487912	74.398662053813
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2010	364	496664	73.2889841019281
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2011	358	515854	69.3994812485703
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2012	356	531565	66.9720542172641
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2013	391	556554	70.2537399785106
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2014	417	581078	71.7631712093729
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2015	408	603471	67.6088826140776
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2016	466	621831	74.9399756525487
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2017	456	668247	68.238241249119
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2018	559	708288	78.9226981115027
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2019	556	756006	73.5443898593397
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2020	938	806836	116.256587460153
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2021	872	849704	102.623972583394
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Female	2022	866	869073	99.6464048474639
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	1999	261	288848	90.3589431119482
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2000	425	292654	145.222686175484
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2001	448	295838	151.434230896639
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2002	399	299173	133.367650155596
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2003	459	304832	150.574742809154
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2004	420	309884	135.534587135831
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2005	413	316960	130.30035335689
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2006	479	325778	147.032641860408
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2007	460	332403	138.386235984633
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2008	470	339526	138.428279424845
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2009	484	346696	139.603572005446
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2010	471	353284	133.320501353019
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2011	496	368663	134.5402169461
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2012	529	380768	138.929741995126
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2013	587	400090	146.716988677548
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2014	630	417580	150.869294506442
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2015	604	434557	138.992123012631
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2016	736	449661	163.678860296979
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2017	742	485493	152.834335407514
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2018	822	516472	159.15674034604
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2019	963	550140	175.046351837714
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2020	1485	586258	253.301447485578
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2021	1406	624975	224.96899875995
Black or African American	Not Hispanic or Latino	70-74 years	I11.9	Male	2022	1481	629514	235.260852022354
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	1999	224	435255	51.464084272438
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2000	242	440786	54.9019251972613
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2001	246	440752	55.8137002214397
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2002	223	442356	50.4118854497283
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2003	269	446877	60.1955347892149
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2004	297	450801	65.8827287428378
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2005	269	456614	58.9119037086029
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2006	317	466664	67.9289595940548
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2007	314	472797	66.4132809641347
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2008	315	480483	65.55903122483
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2009	301	487912	61.6914525570185
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2010	301	496664	60.6043522381328
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2011	117	515854	22.6808360505104
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2012	105	531565	19.7529935191369
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2013	431	556554	77.4408233522713
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2014	448	581078	77.0980832177436
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2015	460	603471	76.22570098646
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2016	485	621831	77.9954682220732
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2017	508	668247	76.0197950757729
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2018	512	708288	72.2869793078522
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2019	576	756006	76.1898715089563
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2020	822	806836	101.879440183631
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2021	852	849704	100.270211744325
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Female	2022	861	869073	99.0710791843723
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	1999	167	288848	57.8158754777599
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2000	146	292654	49.8882639567544
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2001	124	295838	41.9148317660341
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2002	161	299173	53.8150167294508
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2003	183	304832	60.0330673944993
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2004	199	309884	64.2175781905487
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2005	212	316960	66.8854114083796
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2006	249	325778	76.432417167519
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2007	266	332403	80.0233451563313
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2008	236	339526	69.508667966518
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2009	222	346696	64.0330433578697
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2010	268	353284	75.8596483282572
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2011	104	368663	28.2100454886984
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2012	102	380768	26.7879653752416
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2013	405	400090	101.227223874628
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2014	457	417580	109.440107284832
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2015	507	434557	116.670540343384
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2016	534	449661	118.756129617645
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2017	555	485493	114.316787265728
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2018	590	516472	114.236589786087
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2019	654	550140	118.878830843058
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2020	980	586258	167.16189800395
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2021	949	624975	151.846073842954
Black or African American	Not Hispanic or Latino	70-74 years	I12.0	Male	2022	956	629514	151.863183344612
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	1999	5	435255	1.14875188108121
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	2000	5	440786	1.13433729746408
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	2001	5	440752	1.13442480124877
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	2002	10	442356	2.2606226659071
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	2003	5	446877	1.1188761113237
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	2004	5	450801	1.10913684752252
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	2005	5	456614	1.09501679755767
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	2006	5	466664	1.07143469391254
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	2007	5	472797	1.05753632108495
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	2008	10	480483	2.08123908650254
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	2009	5	487912	1.02477495941891
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	2010	5	496664	1.00671681458692
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	2011	13	515854	2.52009289450116
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	2012	5	531565	0.940618739006518
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	2013	5	556554	0.898385421720085
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	2014	5	581078	0.86046967876946
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	2015	5	603471	0.828540228113696
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	2016	10	621831	1.60815398396027
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	2017	5	668247	0.748226329485954
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	2018	18	708288	2.54133911629168
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	2019	16	756006	2.11638531969323
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	2020	24	806836	2.97458219514251
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	2021	24	849704	2.8245130068824
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Female	2022	24	869073	2.76156318283965
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	1999	5	288848	1.73101423586108
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	2000	5	292654	1.70850219029981
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	2001	5	295838	1.69011418411428
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	2002	5	299173	1.67127381147363
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	2003	5	304832	1.64024774301911
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	2004	10	309884	3.22701397942456
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	2005	5	316960	1.57748611812216
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	2006	10	325778	3.06957498664735
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	2007	11	332403	3.3092360778934
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	2008	5	339526	1.47264127047708
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	2009	5	346696	1.44218566121328
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	2010	5	353284	1.41529194642271
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	2011	11	368663	2.98375481130463
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	2012	5	380768	1.31313555760988
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	2013	10	400090	2.49943762653403
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	2014	11	417580	2.6342257770966
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	2015	5	434557	1.15059704480655
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	2016	13	449661	2.89106682589773
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	2017	15	485493	3.08964289907373
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	2018	11	516472	2.12983472482535
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	2019	24	550140	4.36252590249755
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	2020	23	586258	3.92318740213353
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	2021	29	624975	4.6401856074243
Black or African American	Not Hispanic or Latino	70-74 years	I12.9	Male	2022	40	629514	6.35410808973271
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Female	2006	5	466664	1.07143469391254
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Female	2008	5	480483	1.04061954325127
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Female	2009	5	487912	1.02477495941891
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Female	2014	5	581078	0.86046967876946
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Female	2015	5	603471	0.828540228113696
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Female	2016	5	621831	0.804076991980136
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Female	2017	5	668247	0.748226329485954
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Female	2018	5	708288	0.705927532303244
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Female	2019	5	756006	0.661370412404134
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Female	2020	5	806836	0.619704623988022
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Female	2021	13	849704	1.52994454539463
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Female	2022	15	869073	1.72597698927478
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Male	2005	5	316960	1.57748611812216
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Male	2006	5	325778	1.53478749332367
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Male	2007	5	332403	1.50419821722427
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Male	2009	5	346696	1.44218566121328
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Male	2010	5	353284	1.41529194642271
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Male	2011	5	368663	1.35625218695665
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Male	2012	5	380768	1.31313555760988
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Male	2013	5	400090	1.24971881326701
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Male	2014	5	417580	1.19737535322573
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Male	2015	5	434557	1.15059704480655
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Male	2016	5	449661	1.11194877919144
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Male	2017	10	485493	2.05976193271582
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Male	2018	15	516472	2.9043200793073
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Male	2019	17	550140	3.0901225142691
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Male	2020	25	586258	4.26433413275384
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Male	2021	19	624975	3.04012160486419
Black or African American	Not Hispanic or Latino	70-74 years	I13.0	Male	2022	15	629514	2.38279053364977
Black or African American	Not Hispanic or Latino	70-74 years	I13.1	Female	1999	49	435255	11.2577684345958
Black or African American	Not Hispanic or Latino	70-74 years	I13.1	Female	2000	56	440786	12.7045777315976
Black or African American	Not Hispanic or Latino	70-74 years	I13.1	Female	2001	51	440752	11.5711329727375
Black or African American	Not Hispanic or Latino	70-74 years	I13.1	Female	2002	47	442356	10.6249265297634
Black or African American	Not Hispanic or Latino	70-74 years	I13.1	Female	2003	36	446877	8.05590800153062
Black or African American	Not Hispanic or Latino	70-74 years	I13.1	Female	2004	56	450801	12.4223326922522
Black or African American	Not Hispanic or Latino	70-74 years	I13.1	Female	2005	46	456614	10.0741545375306
