"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"White"	"2106-3"	"Female"	"F"	"60 years"	"60"	"2005"	"2005"	983	1095233	89.8	84.1	95.4	2.9
	"White"	"2106-3"	"Female"	"F"	"60 years"	"60"	"2006"	"2006"	929	1084644	85.7	80.1	91.2	2.8
	"White"	"2106-3"	"Female"	"F"	"60 years"	"60"	"2007"	"2007"	1158	1486675	77.9	73.4	82.4	2.3
	"White"	"2106-3"	"Female"	"F"	"60 years"	"60"	"2008"	"2008"	1070	1374374	77.9	73.2	82.5	2.4
	"White"	"2106-3"	"Female"	"F"	"60 years"	"60"	"2009"	"2009"	999	1361259	73.4	68.8	77.9	2.3
	"White"	"2106-3"	"Female"	"F"	"60 years"	"60"	"2010"	"2010"	967	1386816	69.7	65.3	74.1	2.2
	"White"	"2106-3"	"Female"	"F"	"60 years"	"60"	"2011"	"2011"	898	1404837	63.9	59.7	68.1	2.1
	"White"	"2106-3"	"Female"	"F"	"60 years"	"60"	"2012"	"2012"	979	1435225	68.2	63.9	72.5	2.2
	"White"	"2106-3"	"Female"	"F"	"60 years"	"60"	"2013"	"2013"	974	1470789	66.2	62.1	70.4	2.1
	"White"	"2106-3"	"Female"	"F"	"60 years"	"60"	"2014"	"2014"	1003	1500445	66.8	62.7	71.0	2.1
	"White"	"2106-3"	"Female"	"F"	"60 years"	"60"	"2015"	"2015"	1048	1529100	68.5	64.4	72.7	2.1
	"White"	"2106-3"	"Female"	"F"	"60 years"	"60"	"2016"	"2016"	1048	1520481	68.9	64.8	73.1	2.1
	"White"	"2106-3"	"Female"	"F"	"60 years"	"60"	"2017"	"2017"	1089	1560986	69.8	65.6	73.9	2.1
	"White"	"2106-3"	"Female"	"F"	"60 years"	"60"	"2018"	"2018"	1074	1556354	69.0	64.9	73.1	2.1
	"White"	"2106-3"	"Female"	"F"	"60 years"	"60"	"2019"	"2019"	1011	1535624	65.8	61.8	69.9	2.1
	"White"	"2106-3"	"Female"	"F"	"60 years"	"60"	"2020 "	"2020"	1071	1552245	69.0	64.9	73.1	2.1
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	"1999"	"1999"	1200	896723	133.8	126.2	141.4	3.9
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	"2000"	"2000"	1146	911237	125.8	118.5	133.0	3.7
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	"2001"	"2001"	1104	938643	117.6	110.7	124.6	3.5
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	"2002"	"2002"	1061	963848	110.1	103.5	116.7	3.4
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	"2003"	"2003"	1103	1033893	106.7	100.4	113.0	3.2
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	"2004"	"2004"	1166	1169812	99.7	94.0	105.4	2.9
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	"2005"	"2005"	1089	1105841	98.5	92.6	104.3	3.0
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	"2006"	"2006"	1043	1098854	94.9	89.2	100.7	2.9
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	"2007"	"2007"	927	1089873	85.1	79.6	90.5	2.8
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	"2008"	"2008"	1285	1497689	85.8	81.1	90.5	2.4
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	"2009"	"2009"	1095	1386536	79.0	74.3	83.7	2.4
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	"2010"	"2010"	1038	1362488	76.2	71.5	80.8	2.4
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	"2011"	"2011"	1010	1371401	73.6	69.1	78.2	2.3
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	"2012"	"2012"	1023	1396413	73.3	68.8	77.7	2.3
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	"2013"	"2013"	1069	1426570	74.9	70.4	79.4	2.3
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	"2014"	"2014"	1072	1460317	73.4	69.0	77.8	2.2
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	"2015"	"2015"	1139	1490782	76.4	72.0	80.8	2.3
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	"2016"	"2016"	1051	1518383	69.2	65.0	73.4	2.1
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	"2017"	"2017"	1134	1509693	75.1	70.7	79.5	2.2
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	"2018"	"2018"	1123	1548754	72.5	68.3	76.8	2.2
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	"2019"	"2019"	1131	1544722	73.2	68.9	77.5	2.2
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	"2020 "	"2020"	1168	1524677	76.6	72.2	81.0	2.2
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	"1999"	"1999"	1281	857240	149.4	141.2	157.6	4.2
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	"2000"	"2000"	1207	891598	135.4	127.7	143.0	3.9
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	"2001"	"2001"	1182	905738	130.5	123.1	137.9	3.8
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	"2002"	"2002"	1126	932832	120.7	113.7	127.8	3.6
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	"2003"	"2003"	1172	958024	122.3	115.3	129.3	3.6
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	"2004"	"2004"	1208	1027639	117.6	110.9	124.2	3.4
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	"2005"	"2005"	1275	1162959	109.6	103.6	115.7	3.1
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	"2006"	"2006"	1199	1099765	109.0	102.9	115.2	3.1
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	"2007"	"2007"	1019	1093245	93.2	87.5	98.9	2.9
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	"2008"	"2008"	1110	1084594	102.3	96.3	108.4	3.1
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	"2009"	"2009"	1244	1491698	83.4	78.8	88.0	2.4
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	"2010"	"2010"	1178	1417898	83.1	78.3	87.8	2.4
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	"2011"	"2011"	1141	1361070	83.8	79.0	88.7	2.5
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	"2012"	"2012"	1124	1362575	82.5	77.7	87.3	2.5
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	"2013"	"2013"	1040	1386701	75.0	70.4	79.6	2.3
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	"2014"	"2014"	1173	1415758	82.9	78.1	87.6	2.4
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	"2015"	"2015"	1156	1450181	79.7	75.1	84.3	2.3
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	"2016"	"2016"	1241	1479466	83.9	79.2	88.5	2.4
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	"2017"	"2017"	1155	1507169	76.6	72.2	81.1	2.3
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	"2018"	"2018"	1218	1497141	81.4	76.8	85.9	2.3
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	"2019"	"2019"	1206	1536394	78.5	74.1	82.9	2.3
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	"2020 "	"2020"	1296	1532819	84.6	79.9	89.2	2.3
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	"1999"	"1999"	1483	854355	173.6	164.7	182.4	4.5
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	"2000"	"2000"	1338	850048	157.4	149.0	165.8	4.3
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	"2001"	"2001"	1326	894375	148.3	140.3	156.2	4.1
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	"2002"	"2002"	1310	899604	145.6	137.7	153.5	4.0
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	"2003"	"2003"	1190	926862	128.4	121.1	135.7	3.7
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	"2004"	"2004"	1186	952004	124.6	117.5	131.7	3.6
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	"2005"	"2005"	1226	1021464	120.0	113.3	126.7	3.4
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	"2006"	"2006"	1288	1156556	111.4	105.3	117.4	3.1
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	"2007"	"2007"	1223	1094122	111.8	105.5	118.0	3.2
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	"2008"	"2008"	1151	1087897	105.8	99.7	111.9	3.1
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	"2009"	"2009"	1120	1079692	103.7	97.7	109.8	3.1
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	"2010"	"2010"	1333	1410698	94.5	89.4	99.6	2.6
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	"2011"	"2011"	1349	1368556	98.6	93.3	103.8	2.7
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	"2012"	"2012"	1233	1351079	91.3	86.2	96.4	2.6
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	"2013"	"2013"	1195	1351332	88.4	83.4	93.4	2.6
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	"2014"	"2014"	1189	1376011	86.4	81.5	91.3	2.5
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	"2015"	"2015"	1241	1405102	88.3	83.4	93.2	2.5
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	"2016"	"2016"	1254	1438281	87.2	82.4	92.0	2.5
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	"2017"	"2017"	1298	1467889	88.4	83.6	93.2	2.5
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	"2018"	"2018"	1250	1494046	83.7	79.0	88.3	2.4
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	"2019"	"2019"	1305	1484440	87.9	83.1	92.7	2.4
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	"2020 "	"2020"	1395	1523667	91.6	86.8	96.4	2.5
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	"1999"	"1999"	1615	868866	185.9	176.8	194.9	4.6
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	"2000"	"2000"	1502	849365	176.8	167.9	185.8	4.6
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	"2001"	"2001"	1437	847184	169.6	160.9	178.4	4.5
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	"2002"	"2002"	1439	885791	162.5	154.1	170.8	4.3
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	"2003"	"2003"	1401	890378	157.3	149.1	165.6	4.2
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	"2004"	"2004"	1292	916833	140.9	133.2	148.6	3.9
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	"2005"	"2005"	1274	941275	135.3	127.9	142.8	3.8
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	"2006"	"2006"	1284	1009682	127.2	120.2	134.1	3.5
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	"2007"	"2007"	1327	1142604	116.1	109.9	122.4	3.2
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	"2008"	"2008"	1287	1079945	119.2	112.7	125.7	3.3
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	"2009"	"2009"	1209	1073040	112.7	106.3	119.0	3.2
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	"2010"	"2010"	1181	1046312	112.9	106.4	119.3	3.3
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	"2011"	"2011"	1498	1469883	101.9	96.8	107.1	2.6
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	"2012"	"2012"	1336	1357268	98.4	93.2	103.7	2.7
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	"2013"	"2013"	1319	1339839	98.4	93.1	103.8	2.7
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	"2014"	"2014"	1255	1340622	93.6	88.4	98.8	2.6
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	"2015"	"2015"	1341	1364557	98.3	93.0	103.5	2.7
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	"2016"	"2016"	1340	1392830	96.2	91.1	101.4	2.6
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	"2017"	"2017"	1364	1425978	95.7	90.6	100.7	2.6
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	"2018"	"2018"	1320	1454144	90.8	85.9	95.7	2.5
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	"2019"	"2019"	1376	1480554	92.9	88.0	97.8	2.5
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	"2020 "	"2020"	1441	1471254	97.9	92.9	103.0	2.6
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	"1999"	"1999"	1771	800414	221.3	211.0	231.6	5.3
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	"2000"	"2000"	1668	850745	196.1	186.7	205.5	4.8
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	"2001"	"2001"	1507	838076	179.8	170.7	188.9	4.6
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	"2002"	"2002"	1517	839898	180.6	171.5	189.7	4.6
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	"2003"	"2003"	1436	878615	163.4	155.0	171.9	4.3
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	"2004"	"2004"	1339	883480	151.6	143.4	159.7	4.1
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	"2005"	"2005"	1324	910695	145.4	137.6	153.2	4.0
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	"2006"	"2006"	1320	935535	141.1	133.5	148.7	3.9
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	"2007"	"2007"	1368	1004041	136.2	129.0	143.5	3.7
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	"2008"	"2008"	1414	1137371	124.3	117.8	130.8	3.3
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	"2009"	"2009"	1328	1075315	123.5	116.9	130.1	3.4
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	"2010"	"2010"	1247	1070469	116.5	110.0	123.0	3.3
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	"2011"	"2011"	1158	1056344	109.6	103.3	115.9	3.2
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	"2012"	"2012"	1562	1456758	107.2	101.9	112.5	2.7
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	"2013"	"2013"	1495	1346529	111.0	105.4	116.7	2.9
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	"2014"	"2014"	1378	1326998	103.8	98.4	109.3	2.8
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	"2015"	"2015"	1402	1328148	105.6	100.0	111.1	2.8
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	"2016"	"2016"	1449	1352424	107.1	101.6	112.7	2.8
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	"2017"	"2017"	1452	1380001	105.2	99.8	110.6	2.8
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	"2018"	"2018"	1399	1411690	99.1	93.9	104.3	2.6
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	"2019"	"2019"	1398	1439848	97.1	92.0	102.2	2.6
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	"2020 "	"2020"	1553	1466509	105.9	100.6	111.2	2.7
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	"1999"	"1999"	1935	809879	238.9	228.3	249.6	5.4
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	"2000"	"2000"	1785	788297	226.4	215.9	236.9	5.4
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	"2001"	"2001"	1735	845155	205.3	195.6	214.9	4.9
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	"2002"	"2002"	1615	829201	194.8	185.3	204.3	4.8
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	"2003"	"2003"	1550	831213	186.5	177.2	195.8	4.7
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	"2004"	"2004"	1498	869390	172.3	163.6	181.0	4.5
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	"2005"	"2005"	1480	874371	169.3	160.6	177.9	4.4
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	"2006"	"2006"	1319	901611	146.3	138.4	154.2	4.0
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	"2007"	"2007"	1314	925925	141.9	134.2	149.6	3.9
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	"2008"	"2008"	1360	994035	136.8	129.5	144.1	3.7
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	"2009"	"2009"	1496	1126602	132.8	126.1	139.5	3.4
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	"2010"	"2010"	1346	1077939	124.9	118.2	131.5	3.4
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	"2011"	"2011"	1371	1055350	129.9	123.0	136.8	3.5
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	"2012"	"2012"	1282	1046005	122.6	115.9	129.3	3.4
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	"2013"	"2013"	1593	1444518	110.3	104.9	115.7	2.8
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	"2014"	"2014"	1575	1330989	118.3	112.5	124.2	3.0
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	"2015"	"2015"	1455	1313125	110.8	105.1	116.5	2.9
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	"2016"	"2016"	1443	1315734	109.7	104.0	115.3	2.9
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	"2017"	"2017"	1471	1338986	109.9	104.2	115.5	2.9
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	"2018"	"2018"	1523	1365196	111.6	106.0	117.2	2.9
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	"2019"	"2019"	1466	1396979	104.9	99.6	110.3	2.7
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	"2020 "	"2020"	1634	1425180	114.7	109.1	120.2	2.8
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	"1999"	"1999"	2149	831333	258.5	247.6	269.4	5.6
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	"2000"	"2000"	1951	812933	240.0	229.3	250.6	5.4
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	"2001"	"2001"	1856	783847	236.8	226.0	247.6	5.5
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	"2002"	"2002"	1797	835529	215.1	205.1	225.0	5.1
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	"2003"	"2003"	1737	820230	211.8	201.8	221.7	5.1
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	"2004"	"2004"	1618	822200	196.8	187.2	206.4	4.9
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	"2005"	"2005"	1551	860461	180.3	171.3	189.2	4.6
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	"2006"	"2006"	1454	865775	167.9	159.3	176.6	4.4
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	"2007"	"2007"	1344	893133	150.5	142.4	158.5	4.1
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	"2008"	"2008"	1431	917544	156.0	147.9	164.0	4.1
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	"2009"	"2009"	1466	985675	148.7	141.1	156.3	3.9
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	"2010"	"2010"	1557	1096554	142.0	134.9	149.0	3.6
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	"2011"	"2011"	1412	1052548	134.2	127.2	141.1	3.6
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	"2012"	"2012"	1376	1043854	131.8	124.9	138.8	3.6
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	"2013"	"2013"	1410	1033526	136.4	129.3	143.5	3.6
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	"2014"	"2014"	1742	1426449	122.1	116.4	127.9	2.9
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	"2015"	"2015"	1661	1315909	126.2	120.2	132.3	3.1
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	"2016"	"2016"	1532	1299431	117.9	112.0	123.8	3.0
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	"2017"	"2017"	1565	1301199	120.3	114.3	126.2	3.0
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	"2018"	"2018"	1548	1323582	117.0	111.1	122.8	3.0
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	"2019"	"2019"	1557	1350123	115.3	109.6	121.1	2.9
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	"2020 "	"2020"	1621	1381534	117.3	111.6	123.0	2.9
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	"1999"	"1999"	2385	845511	282.1	270.8	293.4	5.8
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	"2000"	"2000"	2194	816095	268.8	257.6	280.1	5.7
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	"2001"	"2001"	1986	795627	249.6	238.6	260.6	5.6
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	"2002"	"2002"	1931	773629	249.6	238.5	260.7	5.7
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	"2003"	"2003"	1845	824835	223.7	213.5	233.9	5.2
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	"2004"	"2004"	1758	809822	217.1	206.9	227.2	5.2
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	"2005"	"2005"	1750	811907	215.5	205.4	225.6	5.2
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	"2006"	"2006"	1602	850137	188.4	179.2	197.7	4.7
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	"2007"	"2007"	1454	855287	170.0	161.3	178.7	4.5
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	"2008"	"2008"	1470	882598	166.6	158.0	175.1	4.3
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	"2009"	"2009"	1485	907122	163.7	155.4	172.0	4.2
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	"2010"	"2010"	1574	960156	163.9	155.8	172.0	4.1
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	"2011"	"2011"	1601	1102915	145.2	138.1	152.3	3.6
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	"2012"	"2012"	1634	1039508	157.2	149.6	164.8	3.9
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	"2013"	"2013"	1431	1030461	138.9	131.7	146.1	3.7
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	"2014"	"2014"	1491	1021363	146.0	138.6	153.4	3.8
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	"2015"	"2015"	1878	1409241	133.3	127.2	139.3	3.1
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	"2016"	"2016"	1710	1300190	131.5	125.3	137.8	3.2
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	"2017"	"2017"	1728	1283938	134.6	128.2	140.9	3.2
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	"2018"	"2018"	1640	1285183	127.6	121.4	133.8	3.2
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	"2019"	"2019"	1663	1307899	127.2	121.0	133.3	3.1
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	"2020 "	"2020"	1689	1333985	126.6	120.6	132.7	3.1
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	"1999"	"1999"	2735	841771	324.9	312.7	337.1	6.2
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	"2000"	"2000"	2489	833742	298.5	286.8	310.3	6.0
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	"2001"	"2001"	2340	801098	292.1	280.3	303.9	6.0
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	"2002"	"2002"	2146	784123	273.7	262.1	285.3	5.9
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	"2003"	"2003"	1903	762524	249.6	238.4	260.8	5.7
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	"2004"	"2004"	1841	813268	226.4	216.0	236.7	5.3
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	"2005"	"2005"	1842	798527	230.7	220.1	241.2	5.4
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	"2006"	"2006"	1660	800858	207.3	197.3	217.2	5.1
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	"2007"	"2007"	1619	838509	193.1	183.7	202.5	4.8
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	"2008"	"2008"	1697	843809	201.1	191.5	210.7	4.9
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	"2009"	"2009"	1514	871042	173.8	165.1	182.6	4.5
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	"2010"	"2010"	1526	885418	172.3	163.7	181.0	4.4
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	"2011"	"2011"	1584	960424	164.9	156.8	173.0	4.1
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	"2012"	"2012"	1635	1088113	150.3	143.0	157.5	3.7
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	"2013"	"2013"	1670	1026565	162.7	154.9	170.5	4.0
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	"2014"	"2014"	1465	1017398	144.0	136.6	151.4	3.8
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	"2015"	"2015"	1575	1007460	156.3	148.6	164.1	3.9
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	"2016"	"2016"	1953	1390664	140.4	134.2	146.7	3.2
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	"2017"	"2017"	1910	1283267	148.8	142.2	155.5	3.4
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	"2018"	"2018"	1844	1266474	145.6	139.0	152.2	3.4
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	"2019"	"2019"	1726	1268389	136.1	129.7	142.5	3.3
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	"2020 "	"2020"	1842	1290990	142.7	136.2	149.2	3.3
	"White"	"2106-3"	"Female"	"F"	"70 years"	"70"	"1999"	"1999"	3009	845253	356.0	343.3	368.7	6.5
	"White"	"2106-3"	"Female"	"F"	"70 years"	"70"	"2000"	"2000"	2741	836600	327.6	315.4	339.9	6.3
	"White"	"2106-3"	"Female"	"F"	"70 years"	"70"	"2001"	"2001"	2604	807096	322.6	310.2	335.0	6.3
