Cause of death Code	Race	Gender	Gender Code	Five-Year Ages	Five-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate
I13.1	White	Female	F	40-44 years	40-44	2004	2004	3	7996027	0.0375186326909601
I13.2	White	Female	F	40-44 years	40-44	2004	2004	3	7996027	0.0375186326909601
I10	White	Female	F	40-44 years	40-44	2005	2005	29	7823510	0.370677611455728
I11.0	White	Female	F	40-44 years	40-44	2005	2005	12	7823510	0.15338383922306
I11.9	White	Female	F	40-44 years	40-44	2005	2005	111	7823510	1.4188005128133
I13.1	White	Female	F	40-44 years	40-44	2005	2005	3	7823510	0.0383459598057649
I12.0	White	Female	F	40-44 years	40-44	2005	2005	13	7823510	0.166165825824981
I13.2	White	Female	F	40-44 years	40-44	2005	2005	1	7823510	0.0127819866019216
I13.9	White	Female	F	40-44 years	40-44	2005	2005	1	7823510	0.0127819866019216
I10	White	Female	F	40-44 years	40-44	2006	2006	20	7551583	0.2648451324709
I11.0	White	Female	F	40-44 years	40-44	2006	2006	6	7551583	0.0794535397412701
I11.9	White	Female	F	40-44 years	40-44	2006	2006	137	7551583	1.81418915742567
I13.1	White	Female	F	40-44 years	40-44	2006	2006	1	7551583	0.013242256623545
I12.0	White	Female	F	40-44 years	40-44	2006	2006	11	7551583	0.145664822858995
I10	White	Female	F	40-44 years	40-44	2007	2007	27	7278629	0.370948979539966
I11.0	White	Female	F	40-44 years	40-44	2007	2007	5	7278629	0.068694255470364
I11.9	White	Female	F	40-44 years	40-44	2007	2007	139	7278629	1.90970030207612
I13.1	White	Female	F	40-44 years	40-44	2007	2007	1	7278629	0.0137388510940728
I12.0	White	Female	F	40-44 years	40-44	2007	2007	5	7278629	0.068694255470364
I13.2	White	Female	F	40-44 years	40-44	2007	2007	1	7278629	0.0137388510940728
I13.9	White	Female	F	40-44 years	40-44	2007	2007	2	7278629	0.0274777021881456
I10	White	Female	F	40-44 years	40-44	2008	2008	29	7003322	0.414089199382807
I11.0	White	Female	F	40-44 years	40-44	2008	2008	8	7003322	0.114231503278016
I11.9	White	Female	F	40-44 years	40-44	2008	2008	131	7003322	1.87054086617751
I12.0	White	Female	F	40-44 years	40-44	2008	2008	7	7003322	0.0999525653682638
I13.2	White	Female	F	40-44 years	40-44	2008	2008	2	7003322	0.0285578758195039
I12.9	White	Female	F	40-44 years	40-44	2008	2008	1	7003322	0.014278937909752
I13.9	White	Female	F	40-44 years	40-44	2008	2008	3	7003322	0.0428368137292559
I10	White	Female	F	40-44 years	40-44	2009	2009	22	6772049	0.324864749206629
I11.0	White	Female	F	40-44 years	40-44	2009	2009	6	6772049	0.0885994770563533
I11.9	White	Female	F	40-44 years	40-44	2009	2009	124	6772049	1.83105585916463
I13.1	White	Female	F	40-44 years	40-44	2009	2009	3	6772049	0.0442997385281766
I12.0	White	Female	F	40-44 years	40-44	2009	2009	13	6772049	0.191965533622099
I13.2	White	Female	F	40-44 years	40-44	2009	2009	1	6772049	0.0147665795093922
I13.9	White	Female	F	40-44 years	40-44	2009	2009	1	6772049	0.0147665795093922
I10	White	Female	F	40-44 years	40-44	2010	2010	27	6669786	0.404810589125348
I11.0	White	Female	F	40-44 years	40-44	2010	2010	11	6669786	0.164922832606623
I11.9	White	Female	F	40-44 years	40-44	2010	2010	115	6669786	1.72419324997834
I12.0	White	Female	F	40-44 years	40-44	2010	2010	9	6669786	0.134936863041783
I13.1	White	Female	F	40-44 years	40-44	2010	2010	1	6669786	0.0149929847824203
I13.2	White	Female	F	40-44 years	40-44	2010	2010	1	6669786	0.0149929847824203
I13.9	White	Female	F	40-44 years	40-44	2010	2010	1	6669786	0.0149929847824203
I11.0	White	Female	F	40-44 years	40-44	2011	2011	3	6638515	0.0451908295755903
I10	White	Female	F	40-44 years	40-44	2011	2011	27	6638515	0.406717466180313
I13.1	White	Female	F	40-44 years	40-44	2011	2011	3	6638515	0.0451908295755903
I12.0	White	Female	F	40-44 years	40-44	2011	2011	11	6638515	0.165699708443831
I13.2	White	Female	F	40-44 years	40-44	2011	2011	1	6638515	0.0150636098585301
I11.9	White	Female	F	40-44 years	40-44	2011	2011	119	6638515	1.79256957316508
I11.0	White	Female	F	40-44 years	40-44	2012	2012	7	6544669	0.106957280803659
I10	White	Female	F	40-44 years	40-44	2012	2012	29	6544669	0.443108734758015
I12.0	White	Female	F	40-44 years	40-44	2012	2012	5	6544669	0.0763980577168991
I11.9	White	Female	F	40-44 years	40-44	2012	2012	125	6544669	1.90995144292248
I13.2	White	Female	F	40-44 years	40-44	2012	2012	1	6544669	0.0152796115433798
I13.9	White	Female	F	40-44 years	40-44	2012	2012	1	6544669	0.0152796115433798
I10	White	Female	F	40-44 years	40-44	2013	2013	27	6398972	0.421942774558163
I11.0	White	Female	F	40-44 years	40-44	2013	2013	9	6398972	0.140647591519388
I11.9	White	Female	F	40-44 years	40-44	2013	2013	131	6398972	2.04720383211553
I12.0	White	Female	F	40-44 years	40-44	2013	2013	12	6398972	0.18753012202585
I12.9	White	Female	F	40-44 years	40-44	2013	2013	1	6398972	0.0156275101688209
I13.1	White	Female	F	40-44 years	40-44	2013	2013	4	6398972	0.0625100406752835
I13.2	White	Female	F	40-44 years	40-44	2013	2013	1	6398972	0.0156275101688209
I13.9	White	Female	F	40-44 years	40-44	2013	2013	1	6398972	0.0156275101688209
I10	White	Female	F	40-44 years	40-44	2014	2014	31	6195322	0.500377542926744
I11.9	White	Female	F	40-44 years	40-44	2014	2014	157	6195322	2.53417013675802
I11.0	White	Female	F	40-44 years	40-44	2014	2014	12	6195322	0.193694532745836
I12.9	White	Female	F	40-44 years	40-44	2014	2014	2	6195322	0.032282422124306
I12.0	White	Female	F	40-44 years	40-44	2014	2014	6	6195322	0.0968472663729181
I13.2	White	Female	F	40-44 years	40-44	2014	2014	2	6195322	0.032282422124306
I13.9	White	Female	F	40-44 years	40-44	2014	2014	2	6195322	0.032282422124306
I11.0	White	Female	F	40-44 years	40-44	2015	2015	9	5972413	0.150692860657828
I12.9	White	Female	F	40-44 years	40-44	2015	2015	1	5972413	0.0167436511842031
I10	White	Female	F	40-44 years	40-44	2015	2015	25	5972413	0.418591279605078
I13.1	White	Female	F	40-44 years	40-44	2015	2015	1	5972413	0.0167436511842031
I12.0	White	Female	F	40-44 years	40-44	2015	2015	8	5972413	0.133949209473625
I13.2	White	Female	F	40-44 years	40-44	2015	2015	1	5972413	0.0167436511842031
I11.9	White	Female	F	40-44 years	40-44	2015	2015	132	5972413	2.21016195631481
I13.9	White	Female	F	40-44 years	40-44	2015	2015	1	5972413	0.0167436511842031
I10	White	Female	F	40-44 years	40-44	2016	2016	41	5734030	0.715029394684018
I11.0	White	Female	F	40-44 years	40-44	2016	2016	9	5734030	0.156957672003809
I11.9	White	Female	F	40-44 years	40-44	2016	2016	130	5734030	2.26716637338835
I12.0	White	Female	F	40-44 years	40-44	2016	2016	13	5734030	0.226716637338835
I13.1	White	Female	F	40-44 years	40-44	2016	2016	1	5734030	0.0174397413337565
I13.2	White	Female	F	40-44 years	40-44	2016	2016	2	5734030	0.0348794826675131
I11.0	White	Female	F	40-44 years	40-44	2017	2017	13	5643966	0.230334484651396
I12.0	White	Female	F	40-44 years	40-44	2017	2017	12	5643966	0.212616447370519
I10	White	Female	F	40-44 years	40-44	2017	2017	26	5643966	0.460668969302792
I13.1	White	Female	F	40-44 years	40-44	2017	2017	2	5643966	0.0354360745617532
I11.9	White	Female	F	40-44 years	40-44	2017	2017	130	5643966	2.30334484651396
I10	White	Female	F	40-44 years	40-44	2018	2018	25	5645389	0.442839279985843
I11.0	White	Female	F	40-44 years	40-44	2018	2018	14	5645389	0.247989996792072
I11.9	White	Female	F	40-44 years	40-44	2018	2018	129	5645389	2.28505068472695
I12.0	White	Female	F	40-44 years	40-44	2018	2018	10	5645389	0.177135711994337
I13.1	White	Female	F	40-44 years	40-44	2018	2018	4	5645389	0.0708542847977349
I13.2	White	Female	F	40-44 years	40-44	2018	2018	1	5645389	0.0177135711994337
I13.9	White	Female	F	40-44 years	40-44	2018	2018	2	5645389	0.0354271423988675
I10	White	Female	F	40-44 years	40-44	2019	2019	27	5698602	0.473800416312632
I11.0	White	Female	F	40-44 years	40-44	2019	2019	13	5698602	0.228126126372749
I11.9	White	Female	F	40-44 years	40-44	2019	2019	143	5698602	2.50938739010024
I13.1	White	Female	F	40-44 years	40-44	2019	2019	5	5698602	0.0877408178356727
I12.0	White	Female	F	40-44 years	40-44	2019	2019	9	5698602	0.157933472104211
I13.2	White	Female	F	40-44 years	40-44	2019	2019	3	5698602	0.0526444907014036
I13.9	White	Female	F	40-44 years	40-44	2019	2019	1	5698602	0.0175481635671345
I11.0	White	Female	F	40-44 years	40-44	2020	2020	15	5799848	0.258627467478458
I11.9	White	Female	F	40-44 years	40-44	2020	2020	159	5799848	2.74145115527166
I12.0	White	Female	F	40-44 years	40-44	2020	2020	15	5799848	0.258627467478458
I12.9	White	Female	F	40-44 years	40-44	2020	2020	1	5799848	0.0172418311652305
I13.1	White	Female	F	40-44 years	40-44	2020	2020	3	5799848	0.0517254934956916
I13.2	White	Female	F	40-44 years	40-44	2020	2020	1	5799848	0.0172418311652305
I10	White	Female	F	40-44 years	40-44	2020	2020	44	5799848	0.758640571270144
I10	White	Female	F	40-44 years	40-44	2021	2021	31	5897471	0.525649045158509
I11.0	White	Female	F	40-44 years	40-44	2021	2021	17	5897471	0.288259153796602
I11.9	White	Female	F	40-44 years	40-44	2021	2021	127	5897471	2.15346544306873
I13.1	White	Female	F	40-44 years	40-44	2021	2021	4	5897471	0.0678256832462593
I12.0	White	Female	F	40-44 years	40-44	2021	2021	7	5897471	0.118694945680954
I13.2	White	Female	F	40-44 years	40-44	2021	2021	2	5897471	0.0339128416231296
I11.0	White	Female	F	45-49 years	45-49	1999	1999	12	7455738	0.160949861703831
I10	White	Female	F	45-49 years	45-49	1999	1999	37	7455738	0.496262073586813
I13.1	White	Female	F	45-49 years	45-49	1999	1999	4	7455738	0.0536499539012771
I12.0	White	Female	F	45-49 years	45-49	1999	1999	13	7455738	0.174362350179151
I13.2	White	Female	F	45-49 years	45-49	1999	1999	2	7455738	0.0268249769506386
I11.9	White	Female	F	45-49 years	45-49	1999	1999	108	7455738	1.44854875533448
I13.9	White	Female	F	45-49 years	45-49	1999	1999	1	7455738	0.0134124884753193
I11.0	White	Female	F	45-49 years	45-49	2000	2000	11	7573110	0.145250762236386
I12.9	White	Female	F	45-49 years	45-49	2000	2000	1	7573110	0.0132046147487624
I10	White	Female	F	45-49 years	45-49	2000	2000	33	7573110	0.435752286709159
I13.1	White	Female	F	45-49 years	45-49	2000	2000	5	7573110	0.066023073743812
I12.0	White	Female	F	45-49 years	45-49	2000	2000	15	7573110	0.198069221231436
I13.2	White	Female	F	45-49 years	45-49	2000	2000	1	7573110	0.0132046147487624
I11.9	White	Female	F	45-49 years	45-49	2000	2000	115	7573110	1.51853069610768
I11.0	White	Female	F	45-49 years	45-49	2001	2001	11	7733075	0.142246131066878
I10	White	Female	F	45-49 years	45-49	2001	2001	32	7733075	0.41380692674001
I13.1	White	Female	F	45-49 years	45-49	2001	2001	2	7733075	0.0258629329212506
I12.0	White	Female	F	45-49 years	45-49	2001	2001	26	7733075	0.336218127976258
I13.2	White	Female	F	45-49 years	45-49	2001	2001	2	7733075	0.0258629329212506
I11.9	White	Female	F	45-49 years	45-49	2001	2001	132	7733075	1.70695357280254
I13.9	White	Female	F	45-49 years	45-49	2001	2001	1	7733075	0.0129314664606253
I10	White	Female	F	45-49 years	45-49	2002	2002	34	7879024	0.431525529050299
I11.0	White	Female	F	45-49 years	45-49	2002	2002	16	7879024	0.203070837200141
I11.9	White	Female	F	45-49 years	45-49	2002	2002	180	7879024	2.28454691850158
I13.1	White	Female	F	45-49 years	45-49	2002	2002	1	7879024	0.0126919273250088
I12.0	White	Female	F	45-49 years	45-49	2002	2002	24	7879024	0.304606255800211
I10	White	Female	F	45-49 years	45-49	2003	2003	35	7989220	0.438090326715249
I11.0	White	Female	F	45-49 years	45-49	2003	2003	17	7989220	0.212786730118835
I11.9	White	Female	F	45-49 years	45-49	2003	2003	165	7989220	2.06528296880046
I12.0	White	Female	F	45-49 years	45-49	2003	2003	17	7989220	0.212786730118835
I12.9	White	Female	F	45-49 years	45-49	2003	2003	1	7989220	0.0125168664775785
I13.1	White	Female	F	45-49 years	45-49	2003	2003	2	7989220	0.0250337329551571
I13.2	White	Female	F	45-49 years	45-49	2003	2003	1	7989220	0.0125168664775785
I13.9	White	Female	F	45-49 years	45-49	2003	2003	1	7989220	0.0125168664775785
I10	White	Female	F	45-49 years	45-49	2004	2004	43	8044996	0.534493739959597
I11.0	White	Female	F	45-49 years	45-49	2004	2004	10	8044996	0.124300869758046
I11.9	White	Female	F	45-49 years	45-49	2004	2004	205	8044996	2.54816783003994
I13.0	White	Female	F	45-49 years	45-49	2004	2004	1	8044996	0.0124300869758046
I12.0	White	Female	F	45-49 years	45-49	2004	2004	27	8044996	0.335612348346724
I13.1	White	Female	F	45-49 years	45-49	2004	2004	1	8044996	0.0124300869758046
I12.9	White	Female	F	45-49 years	45-49	2004	2004	1	8044996	0.0124300869758046
I13.2	White	Female	F	45-49 years	45-49	2004	2004	2	8044996	0.0248601739516092
I11.0	White	Female	F	45-49 years	45-49	2005	2005	16	8092109	0.197723485929317
I11.9	White	Female	F	45-49 years	45-49	2005	2005	181	8092109	2.2367469345754
I12.0	White	Female	F	45-49 years	45-49	2005	2005	28	8092109	0.346016100376305
I12.9	White	Female	F	45-49 years	45-49	2005	2005	2	8092109	0.0247154357411646
I13.1	White	Female	F	45-49 years	45-49	2005	2005	5	8092109	0.0617885893529116
I13.2	White	Female	F	45-49 years	45-49	2005	2005	2	8092109	0.0247154357411646
I10	White	Female	F	45-49 years	45-49	2005	2005	44	8092109	0.543739586305622
I11.0	White	Female	F	45-49 years	45-49	2006	2006	14	8136683	0.172060285499632
I10	White	Female	F	45-49 years	45-49	2006	2006	51	8136683	0.626791040034373
I13.0	White	Female	F	45-49 years	45-49	2006	2006	2	8136683	0.0245800407856617
I12.0	White	Female	F	45-49 years	45-49	2006	2006	21	8136683	0.258090428249448
I13.1	White	Female	F	45-49 years	45-49	2006	2006	5	8136683	0.0614501019641542
I11.9	White	Female	F	45-49 years	45-49	2006	2006	195	8136683	2.39655397660201
I13.2	White	Female	F	45-49 years	45-49	2006	2006	3	8136683	0.0368700611784925
I13.9	White	Female	F	45-49 years	45-49	2006	2006	1	8136683	0.0122900203928308
I10	White	Female	F	45-49 years	45-49	2007	2007	38	8084577	0.470030775883513
I11.0	White	Female	F	45-49 years	45-49	2007	2007	17	8084577	0.21027692605315
I11.9	White	Female	F	45-49 years	45-49	2007	2007	226	8084577	2.79544619341247
I12.0	White	Female	F	45-49 years	45-49	2007	2007	17	8084577	0.21027692605315
I12.9	White	Female	F	45-49 years	45-49	2007	2007	1	8084577	0.012369230944303
I13.1	White	Female	F	45-49 years	45-49	2007	2007	4	8084577	0.0494769237772118
I13.2	White	Female	F	45-49 years	45-49	2007	2007	1	8084577	0.012369230944303
I11.9	White	Female	F	45-49 years	45-49	2008	2008	252	8001922	3.14924339427453
I11.0	White	Female	F	45-49 years	45-49	2008	2008	15	8001922	0.187454963944912
I12.9	White	Female	F	45-49 years	45-49	2008	2008	3	8001922	0.0374909927889824
I12.0	White	Female	F	45-49 years	45-49	2008	2008	25	8001922	0.312424939908187
I13.2	White	Female	F	45-49 years	45-49	2008	2008	1	8001922	0.0124969975963275
I10	White	Female	F	45-49 years	45-49	2008	2008	49	8001922	0.612352882220047
I13.1	White	Female	F	45-49 years	45-49	2008	2008	2	8001922	0.024993995192655
I11.0	White	Female	F	45-49 years	45-49	2009	2009	24	7920775	0.303000653345159
I10	White	Female	F	45-49 years	45-49	2009	2009	63	7920775	0.795376715031042
I13.0	White	Female	F	45-49 years	45-49	2009	2009	1	7920775	0.0126250272227149
I12.0	White	Female	F	45-49 years	45-49	2009	2009	18	7920775	0.227250490008869
I13.1	White	Female	F	45-49 years	45-49	2009	2009	3	7920775	0.0378750816681448
I11.9	White	Female	F	45-49 years	45-49	2009	2009	235	7920775	2.96688139733801
I13.2	White	Female	F	45-49 years	45-49	2009	2009	4	7920775	0.0505001088908598
I13.9	White	Female	F	45-49 years	45-49	2009	2009	3	7920775	0.0378750816681448
I10	White	Female	F	45-49 years	45-49	2010	2010	65	7796240	0.833735236472966
I11.0	White	Female	F	45-49 years	45-49	2010	2010	15	7796240	0.192400439186069
I11.9	White	Female	F	45-49 years	45-49	2010	2010	246	7796240	3.15536720265153
I12.0	White	Female	F	45-49 years	45-49	2010	2010	31	7796240	0.397627574317876
I13.1	White	Female	F	45-49 years	45-49	2010	2010	2	7796240	0.0256533918914759
I13.2	White	Female	F	45-49 years	45-49	2010	2010	3	7796240	0.0384800878372138
I13.9	White	Female	F	45-49 years	45-49	2010	2010	1	7796240	0.0128266959457379
I10	White	Female	F	45-49 years	45-49	2011	2011	65	7463157	0.870945097362952
I11.0	White	Female	F	45-49 years	45-49	2011	2011	18	7463157	0.241184796192818
I11.9	White	Female	F	45-49 years	45-49	2011	2011	233	7463157	3.12200319516258
I12.0	White	Female	F	45-49 years	45-49	2011	2011	16	7463157	0.214386485504727
I13.1	White	Female	F	45-49 years	45-49	2011	2011	6	7463157	0.0803949320642725
I13.2	White	Female	F	45-49 years	45-49	2011	2011	5	7463157	0.0669957767202271
I13.9	White	Female	F	45-49 years	45-49	2011	2011	1	7463157	0.0133991553440454
I11.0	White	Female	F	45-49 years	45-49	2012	2012	22	7198963	0.305599570382568
I12.9	White	Female	F	45-49 years	45-49	2012	2012	1	7198963	0.013890889562844
I10	White	Female	F	45-49 years	45-49	2012	2012	63	7198963	0.875126042459171
I13.1	White	Female	F	45-49 years	45-49	2012	2012	5	7198963	0.0694544478142199
I12.0	White	Female	F	45-49 years	45-49	2012	2012	12	7198963	0.166690674754128
I13.2	White	Female	F	45-49 years	45-49	2012	2012	2	7198963	0.027781779125688
I11.9	White	Female	F	45-49 years	45-49	2012	2012	225	7198963	3.1254501516399
I15.9	White	Female	F	45-49 years	45-49	2012	2012	1	7198963	0.013890889562844
I10	White	Female	F	45-49 years	45-49	2013	2013	49	6926729	0.707404606127943
I11.0	White	Female	F	45-49 years	45-49	2013	2013	15	6926729	0.216552430447329
I11.9	White	Female	F	45-49 years	45-49	2013	2013	268	6926729	3.86907009065895
I13.0	White	Female	F	45-49 years	45-49	2013	2013	1	6926729	0.0144368286964886
I12.0	White	Female	F	45-49 years	45-49	2013	2013	13	6926729	0.187678773054352
I13.1	White	Female	F	45-49 years	45-49	2013	2013	6	6926729	0.0866209721789318
I12.9	White	Female	F	45-49 years	45-49	2013	2013	1	6926729	0.0144368286964886
I13.2	White	Female	F	45-49 years	45-49	2013	2013	3	6926729	0.0433104860894659
I13.9	White	Female	F	45-49 years	45-49	2013	2013	1	6926729	0.0144368286964886
I11.0	White	Female	F	45-49 years	45-49	2014	2014	12	6707094	0.178915041298064
I10	White	Female	F	45-49 years	45-49	2014	2014	66	6707094	0.984032727139354
I13.1	White	Female	F	45-49 years	45-49	2014	2014	3	6707094	0.0447287603245161
I12.0	White	Female	F	45-49 years	45-49	2014	2014	14	6707094	0.208734214847742
I13.2	White	Female	F	45-49 years	45-49	2014	2014	1	6707094	0.0149095867748387
I11.9	White	Female	F	45-49 years	45-49	2014	2014	270	6707094	4.02558842920645
I13.9	White	Female	F	45-49 years	45-49	2014	2014	2	6707094	0.0298191735496774
I10	White	Female	F	45-49 years	45-49	2015	2015	62	6607066	0.938389294128438
I11.0	White	Female	F	45-49 years	45-49	2015	2015	24	6607066	0.363247468694879
I11.9	White	Female	F	45-49 years	45-49	2015	2015	251	6607066	3.79896311010061
I12.0	White	Female	F	45-49 years	45-49	2015	2015	15	6607066	0.227029667934299
I13.1	White	Female	F	45-49 years	45-49	2015	2015	10	6607066	0.1513531119562
I13.2	White	Female	F	45-49 years	45-49	2015	2015	1	6607066	0.01513531119562
I13.9	White	Female	F	45-49 years	45-49	2015	2015	1	6607066	0.01513531119562
I11.0	White	Female	F	45-49 years	45-49	2016	2016	18	6587079	0.273262245678244
I12.0	White	Female	F	45-49 years	45-49	2016	2016	18	6587079	0.273262245678244
I11.9	White	Female	F	45-49 years	45-49	2016	2016	258	6587079	3.91675885472149
I13.1	White	Female	F	45-49 years	45-49	2016	2016	4	6587079	0.0607249434840542
I12.9	White	Female	F	45-49 years	45-49	2016	2016	2	6587079	0.0303624717420271
I13.2	White	Female	F	45-49 years	45-49	2016	2016	1	6587079	0.0151812358710135
I10	White	Female	F	45-49 years	45-49	2016	2016	57	6587079	0.865330444647772
I13.9	White	Female	F	45-49 years	45-49	2016	2016	4	6587079	0.0607249434840542
I11.0	White	Female	F	45-49 years	45-49	2017	2017	21	6488048	0.323672081340952
I12.0	White	Female	F	45-49 years	45-49	2017	2017	17	6488048	0.262020256323628
I11.9	White	Female	F	45-49 years	45-49	2017	2017	240	6488048	3.69910950103945
I13.1	White	Female	F	45-49 years	45-49	2017	2017	1	6488048	0.015412956254331
I12.9	White	Female	F	45-49 years	45-49	2017	2017	2	6488048	0.0308259125086621
I13.2	White	Female	F	45-49 years	45-49	2017	2017	2	6488048	0.0308259125086621
I10	White	Female	F	45-49 years	45-49	2017	2017	59	6488048	0.909364419005531
I13.9	White	Female	F	45-49 years	45-49	2017	2017	1	6488048	0.015412956254331
I15.9	White	Female	F	45-49 years	45-49	2017	2017	1	6488048	0.015412956254331
I10	White	Female	F	45-49 years	45-49	2018	2018	62	6336597	0.978443161210978
I11.0	White	Female	F	45-49 years	45-49	2018	2018	20	6336597	0.31562682619709
I11.9	White	Female	F	45-49 years	45-49	2018	2018	246	6336597	3.8822099622242
I12.0	White	Female	F	45-49 years	45-49	2018	2018	18	6336597	0.284064143577381
I13.0	White	Female	F	45-49 years	45-49	2018	2018	1	6336597	0.0157813413098545
I13.1	White	Female	F	45-49 years	45-49	2018	2018	7	6336597	0.110469389168981
I13.2	White	Female	F	45-49 years	45-49	2018	2018	4	6336597	0.0631253652394179
I11.0	White	Female	F	45-49 years	45-49	2019	2019	35	6135180	0.570480409702731
I11.9	White	Female	F	45-49 years	45-49	2019	2019	250	6135180	4.07486006930522
I12.0	White	Female	F	45-49 years	45-49	2019	2019	18	6135180	0.293389924989976
I13.0	White	Female	F	45-49 years	45-49	2019	2019	2	6135180	0.0325988805544418
I13.1	White	Female	F	45-49 years	45-49	2019	2019	5	6135180	0.0814972013861044
I13.2	White	Female	F	45-49 years	45-49	2019	2019	5	6135180	0.0814972013861044
I10	White	Female	F	45-49 years	45-49	2019	2019	61	6135180	0.994265856910474
I13.9	White	Female	F	45-49 years	45-49	2019	2019	1	6135180	0.0162994402772209
I11.0	White	Female	F	45-49 years	45-49	2020	2020	29	5914090	0.490354390954483
I11.9	White	Female	F	45-49 years	45-49	2020	2020	263	5914090	4.44700706279411
I12.0	White	Female	F	45-49 years	45-49	2020	2020	25	5914090	0.422719302546968
I13.0	White	Female	F	45-49 years	45-49	2020	2020	1	5914090	0.0169087721018787
I13.1	White	Female	F	45-49 years	45-49	2020	2020	14	5914090	0.236722809426302
I13.2	White	Female	F	45-49 years	45-49	2020	2020	7	5914090	0.118361404713151
I10	White	Female	F	45-49 years	45-49	2020	2020	77	5914090	1.30197545184466
I13.9	White	Female	F	45-49 years	45-49	2020	2020	3	5914090	0.0507263163056362
I11.0	White	Female	F	45-49 years	45-49	2021	2021	25	5634132	0.443724073202403
I12.0	White	Female	F	45-49 years	45-49	2021	2021	19	5634132	0.337230295633826
I11.9	White	Female	F	45-49 years	45-49	2021	2021	219	5634132	3.88702288125305
I13.1	White	Female	F	45-49 years	45-49	2021	2021	6	5634132	0.106493777568577
I13.2	White	Female	F	45-49 years	45-49	2021	2021	6	5634132	0.106493777568577
I10	White	Female	F	45-49 years	45-49	2021	2021	64	5634132	1.13593362739815
I10	White	Female	F	50-54 years	50-54	1999	1999	50	6656729	0.751119656515986
I11.0	White	Female	F	50-54 years	50-54	1999	1999	16	6656729	0.240358290085115
I12.9	White	Female	F	50-54 years	50-54	1999	1999	1	6656729	0.0150223931303197
I11.9	White	Female	F	50-54 years	50-54	1999	1999	142	6656729	2.1331798245054
I13.1	White	Female	F	50-54 years	50-54	1999	1999	4	6656729	0.0600895725212788
I12.0	White	Female	F	50-54 years	50-54	1999	1999	22	6656729	0.330492648867034
I13.2	White	Female	F	50-54 years	50-54	1999	1999	6	6656729	0.0901343587819183
I11.0	White	Female	F	50-54 years	50-54	2000	2000	18	6873199	0.261886786633124
I10	White	Female	F	50-54 years	50-54	2000	2000	56	6873199	0.814758891747496
I13.1	White	Female	F	50-54 years	50-54	2000	2000	7	6873199	0.101844861468437
I12.0	White	Female	F	50-54 years	50-54	2000	2000	21	6873199	0.305534584405311
I13.2	White	Female	F	50-54 years	50-54	2000	2000	2	6873199	0.0290985318481249
I11.9	White	Female	F	50-54 years	50-54	2000	2000	128	6873199	1.86230603827999
I13.9	White	Female	F	50-54 years	50-54	2000	2000	1	6873199	0.0145492659240624
I10	White	Female	F	50-54 years	50-54	2001	2001	61	7248518	0.841551335045315
I11.0	White	Female	F	50-54 years	50-54	2001	2001	15	7248518	0.206938852879996
I11.9	White	Female	F	50-54 years	50-54	2001	2001	189	7248518	2.60742954628794
I13.0	White	Female	F	50-54 years	50-54	2001	2001	1	7248518	0.013795923525333
I12.0	White	Female	F	50-54 years	50-54	2001	2001	30	7248518	0.413877705759991
I13.1	White	Female	F	50-54 years	50-54	2001	2001	4	7248518	0.0551836941013322
I12.9	White	Female	F	50-54 years	50-54	2001	2001	3	7248518	0.0413877705759991
I13.2	White	Female	F	50-54 years	50-54	2001	2001	5	7248518	0.0689796176266652
I13.9	White	Female	F	50-54 years	50-54	2001	2001	1	7248518	0.013795923525333
I10	White	Female	F	50-54 years	50-54	2002	2002	65	7178574	0.905472312467629
I11.0	White	Female	F	50-54 years	50-54	2002	2002	31	7178574	0.431840641330716
I11.9	White	Female	F	50-54 years	50-54	2002	2002	204	7178574	2.84179002682148
I13.1	White	Female	F	50-54 years	50-54	2002	2002	3	7178574	0.0417910298061983
I12.0	White	Female	F	50-54 years	50-54	2002	2002	36	7178574	0.501492357674379
I13.2	White	Female	F	50-54 years	50-54	2002	2002	5	7178574	0.0696517163436638
I13.9	White	Female	F	50-54 years	50-54	2002	2002	1	7178574	0.0139303432687328
I10	White	Female	F	50-54 years	50-54	2003	2003	82	7261641	1.12922134266896
I11.0	White	Female	F	50-54 years	50-54	2003	2003	16	7261641	0.220335871740286
I11.9	White	Female	F	50-54 years	50-54	2003	2003	236	7261641	3.24995410816921
I12.0	White	Female	F	50-54 years	50-54	2003	2003	37	7261641	0.509526703399411
I12.9	White	Female	F	50-54 years	50-54	2003	2003	2	7261641	0.0275419839675357
I13.1	White	Female	F	50-54 years	50-54	2003	2003	3	7261641	0.0413129759513036
I13.2	White	Female	F	50-54 years	50-54	2003	2003	5	7261641	0.0688549599188393
I11.0	White	Female	F	50-54 years	50-54	2004	2004	31	7390853	0.419437377525977
I12.9	White	Female	F	50-54 years	50-54	2004	2004	2	7390853	0.0270604759694179
I10	White	Female	F	50-54 years	50-54	2004	2004	71	7390853	0.960646896914335
I13.1	White	Female	F	50-54 years	50-54	2004	2004	6	7390853	0.0811814279082536
I12.0	White	Female	F	50-54 years	50-54	2004	2004	30	7390853	0.405907139541268
I13.2	White	Female	F	50-54 years	50-54	2004	2004	4	7390853	0.0541209519388357
I11.9	White	Female	F	50-54 years	50-54	2004	2004	215	7390853	2.90900116671242
I13.9	White	Female	F	50-54 years	50-54	2004	2004	2	7390853	0.0270604759694179
I11.0	White	Female	F	50-54 years	50-54	2005	2005	25	7540599	0.331538648322235
