Race,Hispanic Origin,Five-Year Age Groups,Gender,Deaths,Year
Black or African American,Hispanic or Latino,60-64 years ,Female,22,2012
White,Hispanic or Latino,60-64 years ,Female,1617,2012
American Indian or Alaska Native,Hispanic or Latino,65-69 years,Female,5,2012
Asian or Pacific Islander,Hispanic or Latino,65-69 years,Female,5,2012
Black or African American,Hispanic or Latino,65-69 years,Female,23,2012
White,Hispanic or Latino,65-69 years,Female,1719,2012
American Indian or Alaska Native,Hispanic or Latino,70-74 years,Female,5,2012
Asian or Pacific Islander,Hispanic or Latino,70-74 years,Female,15,2012
Black or African American,Hispanic or Latino,70-74 years,Female,26,2012
White,Hispanic or Latino,70-74 years,Female,1720,2012
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,10,2012
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,15,2012
Black or African American,Hispanic or Latino,75-79 years,Female,17,2012
White,Hispanic or Latino,75-79 years,Female,1817,2012
American Indian or Alaska Native,Hispanic or Latino,80-84 years,Female,5,2012
Asian or Pacific Islander,Hispanic or Latino,80-84 years,Female,11,2012
Black or African American,Hispanic or Latino,80-84 years,Female,25,2012
White,Hispanic or Latino,80-84 years,Female,1790,2012
American Indian or Alaska Native,Hispanic or Latino,85-89 years,Female,5,2012
Asian or Pacific Islander,Hispanic or Latino,85-89 years,Female,12,2012
Black or African American,Hispanic or Latino,85-89 years,Female,17,2012
White,Hispanic or Latino,85-89 years,Female,1360,2012
American Indian or Alaska Native,Hispanic or Latino,90-94 years,Female,5,2012
Asian or Pacific Islander,Hispanic or Latino,90-94 years,Female,5,2012
Black or African American,Hispanic or Latino,90-94 years,Female,5,2012
White,Hispanic or Latino,90-94 years,Female,632,2012
Black or African American,Hispanic or Latino,95-99 years,Female,5,2012
White,Hispanic or Latino,95-99 years,Female,196,2012
Black or African American,Hispanic or Latino,100+ years,Female,5,2012
White,Hispanic or Latino,100+ years,Female,38,2012
American Indian or Alaska Native,Not Hispanic or Latino,< 1 year,Female,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,< 1 year,Female,5,2012
Black or African American,Not Hispanic or Latino,< 1 year,Female,5,2012
White,Not Hispanic or Latino,< 1 year,Female,18,2012
American Indian or Alaska Native,Not Hispanic or Latino,1-4 years,Female,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,1-4 years,Female,11,2012
Black or African American,Not Hispanic or Latino,1-4 years,Female,25,2012
White,Not Hispanic or Latino,1-4 years,Female,94,2012
Asian or Pacific Islander,Not Hispanic or Latino,5-9 years,Female,10,2012
Black or African American,Not Hispanic or Latino,5-9 years,Female,25,2012
White,Not Hispanic or Latino,5-9 years,Female,98,2012
American Indian or Alaska Native,Not Hispanic or Latino,10-14 years,Female,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,10-14 years,Female,5,2012
Black or African American,Not Hispanic or Latino,10-14 years,Female,35,2012
White,Not Hispanic or Latino,10-14 years,Female,115,2012
American Indian or Alaska Native,Not Hispanic or Latino,15-19 years,Female,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,15-19 years,Female,5,2012
Black or African American,Not Hispanic or Latino,15-19 years,Female,37,2012
White,Not Hispanic or Latino,15-19 years,Female,144,2012
American Indian or Alaska Native,Not Hispanic or Latino,20-24 years,Female,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Female,18,2012
Black or African American,Not Hispanic or Latino,20-24 years,Female,65,2012
White,Not Hispanic or Latino,20-24 years,Female,229,2012
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Female,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,25-29 years,Female,26,2012
Black or African American,Not Hispanic or Latino,25-29 years,Female,115,2012
White,Not Hispanic or Latino,25-29 years,Female,366,2012
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Female,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Female,61,2012
Black or African American,Not Hispanic or Latino,30-34 years,Female,263,2012
White,Not Hispanic or Latino,30-34 years,Female,687,2012
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,15,2012
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,130,2012
Black or African American,Not Hispanic or Latino,35-39 years,Female,430,2012
White,Not Hispanic or Latino,35-39 years,Female,1240,2012
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,26,2012
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,224,2012
Black or African American,Not Hispanic or Latino,40-44 years,Female,798,2012
White,Not Hispanic or Latino,40-44 years,Female,2700,2012
American Indian or Alaska Native,Not Hispanic or Latino,45-49 years,Female,56,2012
Asian or Pacific Islander,Not Hispanic or Latino,45-49 years,Female,350,2012
Black or African American,Not Hispanic or Latino,45-49 years,Female,1520,2012
White,Not Hispanic or Latino,45-49 years,Female,5630,2012
American Indian or Alaska Native,Not Hispanic or Latino,50-54 years,Female,106,2012
Asian or Pacific Islander,Not Hispanic or Latino,50-54 years,Female,544,2012
Black or African American,Not Hispanic or Latino,50-54 years,Female,2711,2012
White,Not Hispanic or Latino,50-54 years,Female,10910,2012
American Indian or Alaska Native,Not Hispanic or Latino,55-59 years,Female,163,2012
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,Female,685,2012
Black or African American,Not Hispanic or Latino,55-59 years,Female,3663,2012
White,Not Hispanic or Latino,55-59 years,Female,16056,2012
American Indian or Alaska Native,Not Hispanic or Latino,60-64 years ,Female,175,2012
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,Female,817,2012
Black or African American,Not Hispanic or Latino,60-64 years ,Female,4013,2012
White,Not Hispanic or Latino,60-64 years ,Female,21641,2012
American Indian or Alaska Native,Not Hispanic or Latino,65-69 years,Female,196,2012
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,Female,793,2012
Black or African American,Not Hispanic or Latino,65-69 years,Female,3961,2012
White,Not Hispanic or Latino,65-69 years,Female,26507,2012
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Female,185,2012
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Female,835,2012
Black or African American,Not Hispanic or Latino,70-74 years,Female,4009,2012
White,Not Hispanic or Latino,70-74 years,Female,27831,2012
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,179,2012
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,888,2012
Black or African American,Not Hispanic or Latino,75-79 years,Female,3693,2012
White,Not Hispanic or Latino,75-79 years,Female,29053,2012
American Indian or Alaska Native,Not Hispanic or Latino,80-84 years,Female,145,2012
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,Female,950,2012
Black or African American,Not Hispanic or Latino,80-84 years,Female,3196,2012
White,Not Hispanic or Latino,80-84 years,Female,30486,2012
American Indian or Alaska Native,Not Hispanic or Latino,85-89 years,Female,78,2012
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,Female,705,2012
Black or African American,Not Hispanic or Latino,85-89 years,Female,2354,2012
White,Not Hispanic or Latino,85-89 years,Female,26296,2012
American Indian or Alaska Native,Not Hispanic or Latino,90-94 years,Female,27,2012
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,Female,330,2012
Black or African American,Not Hispanic or Latino,90-94 years,Female,1195,2012
White,Not Hispanic or Latino,90-94 years,Female,13877,2012
American Indian or Alaska Native,Not Hispanic or Latino,95-99 years,Female,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,Female,101,2012
Black or African American,Not Hispanic or Latino,95-99 years,Female,359,2012
White,Not Hispanic or Latino,95-99 years,Female,4024,2012
American Indian or Alaska Native,Not Hispanic or Latino,100+ years,Female,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,100+ years,Female,13,2012
Black or African American,Not Hispanic or Latino,100+ years,Female,88,2012
White,Not Hispanic or Latino,100+ years,Female,568,2012
Asian or Pacific Islander,Not Hispanic or Latino,Not Stated,Female,5,2012
Black or African American,Not Hispanic or Latino,Not Stated,Female,5,2012
White,Not Hispanic or Latino,Not Stated,Female,5,2012
White,Not Stated,5-9 years,Female,5,2012
White,Not Stated,20-24 years,Female,5,2012
White,Not Stated,25-29 years,Female,5,2012
Asian or Pacific Islander,Not Stated,30-34 years,Female,5,2012
Black or African American,Not Stated,30-34 years,Female,5,2012
White,Not Stated,30-34 years,Female,5,2012
American Indian or Alaska Native,Not Stated,35-39 years,Female,5,2012
Black or African American,Not Stated,35-39 years,Female,5,2012
White,Not Stated,35-39 years,Female,5,2012
Black or African American,Not Stated,40-44 years,Female,5,2012
White,Not Stated,40-44 years,Female,5,2012
Asian or Pacific Islander,Not Stated,45-49 years,Female,5,2012
Black or African American,Not Stated,45-49 years,Female,5,2012
White,Not Stated,45-49 years,Female,16,2012
Asian or Pacific Islander,Not Stated,50-54 years,Female,5,2012
Black or African American,Not Stated,50-54 years,Female,12,2012
White,Not Stated,50-54 years,Female,23,2012
Asian or Pacific Islander,Not Stated,55-59 years,Female,5,2012
Black or African American,Not Stated,55-59 years,Female,19,2012
White,Not Stated,55-59 years,Female,33,2012
American Indian or Alaska Native,Not Stated,60-64 years ,Female,5,2012
Asian or Pacific Islander,Not Stated,60-64 years ,Female,5,2012
Black or African American,Not Stated,60-64 years ,Female,24,2012
White,Not Stated,60-64 years ,Female,46,2012
Black or African American,Not Stated,65-69 years,Female,18,2012
White,Not Stated,65-69 years,Female,56,2012
Black or African American,Not Stated,70-74 years,Female,23,2012
White,Not Stated,70-74 years,Female,46,2012
Black or African American,Not Stated,75-79 years,Female,11,2012
White,Not Stated,75-79 years,Female,58,2012
Black or African American,Not Stated,80-84 years,Female,17,2012
White,Not Stated,80-84 years,Female,63,2012
Black or African American,Not Stated,85-89 years,Female,12,2012
White,Not Stated,85-89 years,Female,67,2012
Black or African American,Not Stated,90-94 years,Female,5,2012
White,Not Stated,90-94 years,Female,22,2012
Black or African American,Not Stated,95-99 years,Female,5,2012
White,Not Stated,95-99 years,Female,5,2012
White,Not Stated,100+ years,Female,5,2012
White,Hispanic or Latino,< 1 year,Male,5,2012
White,Hispanic or Latino,1-4 years,Male,56,2012
Black or African American,Hispanic or Latino,5-9 years,Male,5,2012
White,Hispanic or Latino,5-9 years,Male,63,2012
American Indian or Alaska Native,Hispanic or Latino,10-14 years,Male,5,2012
Black or African American,Hispanic or Latino,10-14 years,Male,5,2012
White,Hispanic or Latino,10-14 years,Male,48,2012
Black or African American,Hispanic or Latino,15-19 years,Male,5,2012
White,Hispanic or Latino,15-19 years,Male,92,2012
American Indian or Alaska Native,Hispanic or Latino,20-24 years,Male,5,2012
Asian or Pacific Islander,Hispanic or Latino,20-24 years,Male,5,2012
Black or African American,Hispanic or Latino,20-24 years,Male,5,2012
White,Hispanic or Latino,20-24 years,Male,128,2012
Asian or Pacific Islander,Hispanic or Latino,25-29 years,Male,5,2012
Black or African American,Hispanic or Latino,25-29 years,Male,5,2012
White,Hispanic or Latino,25-29 years,Male,153,2012
Asian or Pacific Islander,Hispanic or Latino,30-34 years,Male,5,2012
Black or African American,Hispanic or Latino,30-34 years,Male,5,2012
White,Hispanic or Latino,30-34 years,Male,186,2012
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Male,5,2012
Black or African American,Hispanic or Latino,35-39 years,Male,5,2012
White,Hispanic or Latino,35-39 years,Male,236,2012
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Male,5,2012
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Male,5,2012
Black or African American,Hispanic or Latino,40-44 years,Male,5,2012
White,Hispanic or Latino,40-44 years,Male,434,2012
American Indian or Alaska Native,Hispanic or Latino,45-49 years,Male,5,2012
Asian or Pacific Islander,Hispanic or Latino,45-49 years,Male,5,2012
Black or African American,Hispanic or Latino,45-49 years,Male,12,2012
White,Hispanic or Latino,45-49 years,Male,718,2012
American Indian or Alaska Native,Hispanic or Latino,50-54 years,Male,5,2012
Asian or Pacific Islander,Hispanic or Latino,50-54 years,Male,5,2012
Black or African American,Hispanic or Latino,50-54 years,Male,18,2012
White,Hispanic or Latino,50-54 years,Male,1236,2012
American Indian or Alaska Native,Hispanic or Latino,55-59 years,Male,14,2012
Asian or Pacific Islander,Hispanic or Latino,55-59 years,Male,10,2012
Black or African American,Hispanic or Latino,55-59 years,Male,29,2012
White,Hispanic or Latino,55-59 years,Male,1737,2012
American Indian or Alaska Native,Hispanic or Latino,60-64 years ,Male,5,2012
Asian or Pacific Islander,Hispanic or Latino,60-64 years ,Male,11,2012
Black or African American,Hispanic or Latino,60-64 years ,Male,38,2012
White,Hispanic or Latino,60-64 years ,Male,2079,2012
American Indian or Alaska Native,Hispanic or Latino,65-69 years,Male,14,2012
Asian or Pacific Islander,Hispanic or Latino,65-69 years,Male,16,2012
Black or African American,Hispanic or Latino,65-69 years,Male,23,2012
White,Hispanic or Latino,65-69 years,Male,2124,2012
American Indian or Alaska Native,Hispanic or Latino,70-74 years,Male,5,2012
Asian or Pacific Islander,Hispanic or Latino,70-74 years,Male,13,2012
Black or African American,Hispanic or Latino,70-74 years,Male,29,2012
White,Hispanic or Latino,70-74 years,Male,2178,2012
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Male,5,2012
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,12,2012
Black or African American,Hispanic or Latino,75-79 years,Male,30,2012
White,Hispanic or Latino,75-79 years,Male,2177,2012
American Indian or Alaska Native,Hispanic or Latino,80-84 years,Male,5,2012
Asian or Pacific Islander,Hispanic or Latino,80-84 years,Male,11,2012
Black or African American,Hispanic or Latino,80-84 years,Male,20,2012
White,Hispanic or Latino,80-84 years,Male,1902,2012
American Indian or Alaska Native,Hispanic or Latino,85-89 years,Male,5,2012
Asian or Pacific Islander,Hispanic or Latino,85-89 years,Male,13,2012
Black or African American,Hispanic or Latino,85-89 years,Male,11,2012
White,Hispanic or Latino,85-89 years,Male,1252,2012
American Indian or Alaska Native,Hispanic or Latino,90-94 years,Male,5,2012
Asian or Pacific Islander,Hispanic or Latino,90-94 years,Male,5,2012
Black or African American,Hispanic or Latino,90-94 years,Male,5,2012
White,Hispanic or Latino,90-94 years,Male,503,2012
Black or African American,Hispanic or Latino,95-99 years,Male,5,2012
White,Hispanic or Latino,95-99 years,Male,114,2012
Black or African American,Hispanic or Latino,100+ years,Male,5,2012
White,Hispanic or Latino,100+ years,Male,15,2012
White,Hispanic or Latino,Not Stated,Male,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,< 1 year,Male,5,2012
Black or African American,Not Hispanic or Latino,< 1 year,Male,5,2012
White,Not Hispanic or Latino,< 1 year,Male,19,2012
American Indian or Alaska Native,Not Hispanic or Latino,1-4 years,Male,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,1-4 years,Male,10,2012
Black or African American,Not Hispanic or Latino,1-4 years,Male,39,2012
White,Not Hispanic or Latino,1-4 years,Male,108,2012
American Indian or Alaska Native,Not Hispanic or Latino,5-9 years,Male,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,5-9 years,Male,13,2012
Black or African American,Not Hispanic or Latino,5-9 years,Male,35,2012
White,Not Hispanic or Latino,5-9 years,Male,141,2012
American Indian or Alaska Native,Not Hispanic or Latino,10-14 years,Male,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,10-14 years,Male,14,2012
Black or African American,Not Hispanic or Latino,10-14 years,Male,45,2012
White,Not Hispanic or Latino,10-14 years,Male,147,2012
American Indian or Alaska Native,Not Hispanic or Latino,15-19 years,Male,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,15-19 years,Male,30,2012
Black or African American,Not Hispanic or Latino,15-19 years,Male,53,2012
White,Not Hispanic or Latino,15-19 years,Male,197,2012
American Indian or Alaska Native,Not Hispanic or Latino,20-24 years,Male,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Male,31,2012
Black or African American,Not Hispanic or Latino,20-24 years,Male,89,2012
White,Not Hispanic or Latino,20-24 years,Male,288,2012
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Male,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,25-29 years,Male,40,2012
Black or African American,Not Hispanic or Latino,25-29 years,Male,95,2012
White,Not Hispanic or Latino,25-29 years,Male,451,2012
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,65,2012
Black or African American,Not Hispanic or Latino,30-34 years,Male,168,2012
White,Not Hispanic or Latino,30-34 years,Male,616,2012
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,88,2012
Black or African American,Not Hispanic or Latino,35-39 years,Male,221,2012
White,Not Hispanic or Latino,35-39 years,Male,1021,2012
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Male,31,2012
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Male,177,2012
Black or African American,Not Hispanic or Latino,40-44 years,Male,467,2012
White,Not Hispanic or Latino,40-44 years,Male,2145,2012
American Indian or Alaska Native,Not Hispanic or Latino,45-49 years,Male,53,2012
Asian or Pacific Islander,Not Hispanic or Latino,45-49 years,Male,283,2012
Black or African American,Not Hispanic or Latino,45-49 years,Male,1180,2012
White,Not Hispanic or Latino,45-49 years,Male,5243,2012
American Indian or Alaska Native,Not Hispanic or Latino,50-54 years,Male,115,2012
Asian or Pacific Islander,Not Hispanic or Latino,50-54 years,Male,448,2012
Black or African American,Not Hispanic or Latino,50-54 years,Male,2687,2012
White,Not Hispanic or Latino,50-54 years,Male,11889,2012
American Indian or Alaska Native,Not Hispanic or Latino,55-59 years,Male,180,2012
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,Male,675,2012
Black or African American,Not Hispanic or Latino,55-59 years,Male,4230,2012
White,Not Hispanic or Latino,55-59 years,Male,19916,2012
American Indian or Alaska Native,Not Hispanic or Latino,60-64 years ,Male,199,2012
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,Male,876,2012
Black or African American,Not Hispanic or Latino,60-64 years ,Male,5124,2012
White,Not Hispanic or Latino,60-64 years ,Male,27334,2012
American Indian or Alaska Native,Not Hispanic or Latino,65-69 years,Male,246,2012
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,Male,875,2012
Black or African American,Not Hispanic or Latino,65-69 years,Male,4879,2012
White,Not Hispanic or Latino,65-69 years,Male,33037,2012
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,229,2012
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,950,2012
Black or African American,Not Hispanic or Latino,70-74 years,Male,4513,2012
White,Not Hispanic or Latino,70-74 years,Male,34306,2012
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Male,169,2012
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Male,1054,2012
Black or African American,Not Hispanic or Latino,75-79 years,Male,3893,2012
White,Not Hispanic or Latino,75-79 years,Male,34362,2012
American Indian or Alaska Native,Not Hispanic or Latino,80-84 years,Male,117,2012
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,Male,928,2012
Black or African American,Not Hispanic or Latino,80-84 years,Male,3180,2012
White,Not Hispanic or Latino,80-84 years,Male,33717,2012
American Indian or Alaska Native,Not Hispanic or Latino,85-89 years,Male,74,2012
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,Male,606,2012
Black or African American,Not Hispanic or Latino,85-89 years,Male,2061,2012
White,Not Hispanic or Latino,85-89 years,Male,25091,2012
American Indian or Alaska Native,Not Hispanic or Latino,90-94 years,Male,30,2012
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,Male,344,2012
Black or African American,Not Hispanic or Latino,90-94 years,Male,823,2012
White,Not Hispanic or Latino,90-94 years,Male,11257,2012
American Indian or Alaska Native,Not Hispanic or Latino,95-99 years,Male,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,Male,70,2012
Black or African American,Not Hispanic or Latino,95-99 years,Male,193,2012
White,Not Hispanic or Latino,95-99 years,Male,2431,2012
American Indian or Alaska Native,Not Hispanic or Latino,100+ years,Male,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,100+ years,Male,5,2012
Black or African American,Not Hispanic or Latino,100+ years,Male,24,2012
White,Not Hispanic or Latino,100+ years,Male,207,2012
Black or African American,Not Hispanic or Latino,Not Stated,Male,5,2012
White,Not Hispanic or Latino,Not Stated,Male,5,2012
Black or African American,Not Stated,< 1 year,Male,5,2012
White,Not Stated,1-4 years,Male,5,2012
White,Not Stated,25-29 years,Male,5,2012
White,Not Stated,30-34 years,Male,5,2012
Black or African American,Not Stated,35-39 years,Male,5,2012
White,Not Stated,35-39 years,Male,5,2012
Asian or Pacific Islander,Not Stated,40-44 years,Male,5,2012
Black or African American,Not Stated,40-44 years,Male,5,2012
White,Not Stated,40-44 years,Male,5,2012
Asian or Pacific Islander,Not Stated,45-49 years,Male,5,2012
Black or African American,Not Stated,45-49 years,Male,13,2012
White,Not Stated,45-49 years,Male,14,2012
American Indian or Alaska Native,Not Stated,50-54 years,Male,5,2012
Black or African American,Not Stated,50-54 years,Male,16,2012
White,Not Stated,50-54 years,Male,55,2012
Asian or Pacific Islander,Not Stated,55-59 years,Male,5,2012
Black or African American,Not Stated,55-59 years,Male,16,2012
White,Not Stated,55-59 years,Male,61,2012
Asian or Pacific Islander,Not Stated,60-64 years ,Male,5,2012
Black or African American,Not Stated,60-64 years ,Male,40,2012
White,Not Stated,60-64 years ,Male,83,2012
Asian or Pacific Islander,Not Stated,65-69 years,Male,5,2012
Black or African American,Not Stated,65-69 years,Male,27,2012
White,Not Stated,65-69 years,Male,85,2012
American Indian or Alaska Native,Not Stated,70-74 years,Male,5,2012
Asian or Pacific Islander,Not Stated,70-74 years,Male,5,2012
Black or African American,Not Stated,70-74 years,Male,23,2012
White,Not Stated,70-74 years,Male,74,2012
Asian or Pacific Islander,Not Stated,75-79 years,Male,5,2012
Black or African American,Not Stated,75-79 years,Male,14,2012
White,Not Stated,75-79 years,Male,86,2012
Black or African American,Not Stated,80-84 years,Male,13,2012
White,Not Stated,80-84 years,Male,67,2012
American Indian or Alaska Native,Not Stated,85-89 years,Male,5,2012
Black or African American,Not Stated,85-89 years,Male,13,2012
White,Not Stated,85-89 years,Male,45,2012
Black or African American,Not Stated,90-94 years,Male,5,2012
White,Not Stated,90-94 years,Male,24,2012
White,Not Stated,95-99 years,Male,5,2012
White,Not Stated,100+ years,Male,5,2012
American Indian or Alaska Native,Not Stated,Not Stated,Male,5,2012
White,Not Stated,Not Stated,Male,5,2012
Black or African American,Hispanic or Latino,< 1 year,Female,5,2013
White,Hispanic or Latino,< 1 year,Female,5,2013
Asian or Pacific Islander,Hispanic or Latino,1-4 years,Female,5,2013
Black or African American,Hispanic or Latino,1-4 years,Female,5,2013
White,Hispanic or Latino,1-4 years,Female,39,2013
American Indian or Alaska Native,Hispanic or Latino,5-9 years,Female,5,2013
Asian or Pacific Islander,Hispanic or Latino,5-9 years,Female,5,2013
Black or African American,Hispanic or Latino,5-9 years,Female,5,2013
White,Hispanic or Latino,5-9 years,Female,42,2013
Black or African American,Hispanic or Latino,10-14 years,Female,5,2013
White,Hispanic or Latino,10-14 years,Female,57,2013
Asian or Pacific Islander,Hispanic or Latino,15-19 years,Female,5,2013
White,Hispanic or Latino,15-19 years,Female,49,2013
Asian or Pacific Islander,Hispanic or Latino,20-24 years,Female,5,2013
Black or African American,Hispanic or Latino,20-24 years,Female,5,2013
White,Hispanic or Latino,20-24 years,Female,76,2013
Asian or Pacific Islander,Hispanic or Latino,25-29 years,Female,5,2013
Black or African American,Hispanic or Latino,25-29 years,Female,5,2013
White,Hispanic or Latino,25-29 years,Female,119,2013
American Indian or Alaska Native,Hispanic or Latino,30-34 years,Female,5,2013
Asian or Pacific Islander,Hispanic or Latino,30-34 years,Female,5,2013
Black or African American,Hispanic or Latino,30-34 years,Female,5,2013
White,Hispanic or Latino,30-34 years,Female,232,2013
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Female,5,2013
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Female,5,2013
Black or African American,Hispanic or Latino,35-39 years,Female,5,2013
White,Hispanic or Latino,35-39 years,Female,360,2013
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Female,5,2013
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Female,5,2013
Black or African American,Hispanic or Latino,40-44 years,Female,10,2013
White,Hispanic or Latino,40-44 years,Female,580,2013
American Indian or Alaska Native,Hispanic or Latino,45-49 years,Female,5,2013
Asian or Pacific Islander,Hispanic or Latino,45-49 years,Female,5,2013
Black or African American,Hispanic or Latino,45-49 years,Female,5,2013
White,Hispanic or Latino,45-49 years,Female,844,2013
American Indian or Alaska Native,Hispanic or Latino,50-54 years,Female,5,2013
Asian or Pacific Islander,Hispanic or Latino,50-54 years,Female,5,2013
Black or African American,Hispanic or Latino,50-54 years,Female,13,2013
White,Hispanic or Latino,50-54 years,Female,1195,2013
American Indian or Alaska Native,Hispanic or Latino,55-59 years,Female,5,2013
Asian or Pacific Islander,Hispanic or Latino,55-59 years,Female,5,2013
Black or African American,Hispanic or Latino,55-59 years,Female,34,2013
White,Hispanic or Latino,55-59 years,Female,1492,2013
American Indian or Alaska Native,Hispanic or Latino,60-64 years ,Female,11,2013
Asian or Pacific Islander,Hispanic or Latino,60-64 years ,Female,10,2013
Black or African American,Hispanic or Latino,60-64 years ,Female,15,2013
White,Hispanic or Latino,60-64 years ,Female,1684,2013
American Indian or Alaska Native,Hispanic or Latino,65-69 years,Female,5,2013
Asian or Pacific Islander,Hispanic or Latino,65-69 years,Female,15,2013
Black or African American,Hispanic or Latino,65-69 years,Female,21,2013
White,Hispanic or Latino,65-69 years,Female,1784,2013
American Indian or Alaska Native,Hispanic or Latino,70-74 years,Female,5,2013
Asian or Pacific Islander,Hispanic or Latino,70-74 years,Female,13,2013
Black or African American,Hispanic or Latino,70-74 years,Female,26,2013
White,Hispanic or Latino,70-74 years,Female,1854,2013
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,5,2013
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,13,2013
Black or African American,Hispanic or Latino,75-79 years,Female,26,2013
White,Hispanic or Latino,75-79 years,Female,1933,2013
American Indian or Alaska Native,Hispanic or Latino,80-84 years,Female,5,2013
Asian or Pacific Islander,Hispanic or Latino,80-84 years,Female,5,2013
Black or African American,Hispanic or Latino,80-84 years,Female,21,2013
White,Hispanic or Latino,80-84 years,Female,1796,2013
American Indian or Alaska Native,Hispanic or Latino,85-89 years,Female,5,2013
Asian or Pacific Islander,Hispanic or Latino,85-89 years,Female,5,2013
Black or African American,Hispanic or Latino,85-89 years,Female,26,2013
White,Hispanic or Latino,85-89 years,Female,1403,2013
American Indian or Alaska Native,Hispanic or Latino,90-94 years,Female,5,2013
Asian or Pacific Islander,Hispanic or Latino,90-94 years,Female,5,2013
Black or African American,Hispanic or Latino,90-94 years,Female,12,2013
White,Hispanic or Latino,90-94 years,Female,633,2013
Black or African American,Hispanic or Latino,95-99 years,Female,5,2013
White,Hispanic or Latino,95-99 years,Female,179,2013
White,Hispanic or Latino,100+ years,Female,23,2013
Asian or Pacific Islander,Not Hispanic or Latino,< 1 year,Female,5,2013
Black or African American,Not Hispanic or Latino,< 1 year,Female,5,2013
White,Not Hispanic or Latino,< 1 year,Female,16,2013
American Indian or Alaska Native,Not Hispanic or Latino,1-4 years,Female,5,2013
Asian or Pacific Islander,Not Hispanic or Latino,1-4 years,Female,5,2013
Black or African American,Not Hispanic or Latino,1-4 years,Female,29,2013
White,Not Hispanic or Latino,1-4 years,Female,64,2013
Asian or Pacific Islander,Not Hispanic or Latino,5-9 years,Female,5,2013
