Race	Hispanic Origin	Age_groups	Gender	Year	Deaths	Population	Crude Rate
White	Not Hispanic or Latino	20-24 years	Male	2018	247	6183480	3.99451441583057
White	Not Hispanic or Latino	20-24 years	Male	2019	231	6103245	3.78487181818852
White	Not Hispanic or Latino	20-24 years	Male	2020	220	6061187	3.6296520796999
White	Not Hispanic or Latino	20-24 years	Male	2021	223	6001147	3.71595629968738
White	Not Hispanic or Latino	20-24 years	Male	2022	200	6292806	3.1782324133304
White	Not Hispanic or Latino	25-29 years	Female	2000	277	6046122	4.58144906768338
White	Not Hispanic or Latino	25-29 years	Female	2001	284	5726230	4.95963312685659
White	Not Hispanic or Latino	25-29 years	Female	2002	252	5617832	4.48571619799239
White	Not Hispanic or Latino	25-29 years	Female	2003	275	5616483	4.89630254378051
White	Not Hispanic or Latino	25-29 years	Female	2004	262	5693279	4.60191745389608
White	Not Hispanic or Latino	25-29 years	Female	2005	249	5809404	4.28615396691296
White	Not Hispanic or Latino	25-29 years	Female	2006	261	5981543	4.36342261520146
White	Not Hispanic or Latino	25-29 years	Female	2007	290	6091079	4.76106121756096
White	Not Hispanic or Latino	25-29 years	Female	2008	273	6167902	4.42614036344935
White	Not Hispanic or Latino	25-29 years	Female	2009	243	6189856	3.92577791793541
White	Not Hispanic or Latino	25-29 years	Female	2010	255	6173965	4.13024693207687
White	Not Hispanic or Latino	25-29 years	Female	2011	266	6197345	4.29216059457719
White	Not Hispanic or Latino	25-29 years	Female	2012	277	6194866	4.47144458007647
White	Not Hispanic or Latino	25-29 years	Female	2013	278	6208491	4.47773863246319
White	Not Hispanic or Latino	25-29 years	Female	2014	266	6264882	4.24589002634048
White	Not Hispanic or Latino	25-29 years	Female	2015	325	6331715	5.13289053597643
White	Not Hispanic or Latino	25-29 years	Female	2016	291	6399370	4.5473226270711
White	Not Hispanic or Latino	25-29 years	Female	2017	304	6424521	4.73187028262496
White	Not Hispanic or Latino	25-29 years	Female	2018	313	6398908	4.89145960529515
White	Not Hispanic or Latino	25-29 years	Female	2019	303	6329978	4.78674649422162
White	Not Hispanic or Latino	25-29 years	Female	2020	292	6213978	4.69908326035271
White	Not Hispanic or Latino	25-29 years	Female	2021	309	6003840	5.14670610809082
White	Not Hispanic or Latino	25-29 years	Female	2022	279	5868424	4.75425770189748
White	Not Hispanic or Latino	25-29 years	Male	2000	436	6138505	7.10270660364372
White	Not Hispanic or Latino	25-29 years	Male	2001	463	5816994	7.95943746890576
White	Not Hispanic or Latino	25-29 years	Male	2002	446	5698533	7.82657571694329
White	Not Hispanic or Latino	25-29 years	Male	2003	437	5672755	7.70348798775903
White	Not Hispanic or Latino	25-29 years	Male	2004	489	5745178	8.51148563195083
White	Not Hispanic or Latino	25-29 years	Male	2005	510	5832691	8.74381996234671
White	Not Hispanic or Latino	25-29 years	Male	2006	526	5988235	8.78389041178244
White	Not Hispanic or Latino	25-29 years	Male	2007	504	6101797	8.25986180792314
White	Not Hispanic or Latino	25-29 years	Male	2008	523	6209621	8.42241418598655
White	Not Hispanic or Latino	25-29 years	Male	2009	515	6264167	8.22136446873144
White	Not Hispanic or Latino	25-29 years	Male	2010	515	6278921	8.20204617959041
White	Not Hispanic or Latino	25-29 years	Male	2011	526	6313225	8.33171635732926
White	Not Hispanic or Latino	25-29 years	Male	2012	563	6331749	8.89169801266601
White	Not Hispanic or Latino	25-29 years	Male	2013	519	6361222	8.15880973812893
White	Not Hispanic or Latino	25-29 years	Male	2014	516	6441026	8.01114605033422
White	Not Hispanic or Latino	25-29 years	Male	2015	533	6525637	8.16778499938014
White	Not Hispanic or Latino	25-29 years	Male	2016	529	6606675	8.00705347243508
White	Not Hispanic or Latino	25-29 years	Male	2017	537	6656483	8.06732323961467
White	Not Hispanic or Latino	25-29 years	Male	2018	528	6662179	7.92533493921433
White	Not Hispanic or Latino	25-29 years	Male	2019	488	6615804	7.37627656442059
White	Not Hispanic or Latino	25-29 years	Male	2020	541	6520510	8.29689702185872
White	Not Hispanic or Latino	25-29 years	Male	2021	519	6237780	8.32026778757827
White	Not Hispanic or Latino	25-29 years	Male	2022	473	6201789	7.62683154812265
White	Not Hispanic or Latino	30-34 years	Female	2000	490	6731412	7.27930484718511
White	Not Hispanic or Latino	30-34 years	Female	2001	558	6683770	8.34858171361372
White	Not Hispanic or Latino	30-34 years	Female	2002	518	6581643	7.87037522393724
White	Not Hispanic or Latino	30-34 years	Female	2003	527	6425488	8.20171168322157
White	Not Hispanic or Latino	30-34 years	Female	2004	510	6211982	8.20994008031575
White	Not Hispanic or Latino	30-34 years	Female	2005	495	5970540	8.29070737320242
White	Not Hispanic or Latino	30-34 years	Female	2006	447	5721361	7.81282635372947
White	Not Hispanic or Latino	30-34 years	Female	2007	440	5621514	7.82707292021331
White	Not Hispanic or Latino	30-34 years	Female	2008	451	5629864	8.01085070616271
White	Not Hispanic or Latino	30-34 years	Female	2009	441	5713926	7.71798584720908
White	Not Hispanic or Latino	30-34 years	Female	2010	508	5798092	8.76150292199572
White	Not Hispanic or Latino	30-34 years	Female	2011	497	5956676	8.34357953999848
White	Not Hispanic or Latino	30-34 years	Female	2012	501	6059124	8.26852198436606
White	Not Hispanic or Latino	30-34 years	Female	2013	460	6149466	7.48032430783421
White	Not Hispanic or Latino	30-34 years	Female	2014	513	6195268	8.28051344994276
White	Not Hispanic or Latino	30-34 years	Female	2015	548	6219254	8.81134618396354
White	Not Hispanic or Latino	30-34 years	Female	2016	523	6233319	8.3903936249693
White	Not Hispanic or Latino	30-34 years	Female	2017	579	6220020	9.30865174066964
White	Not Hispanic or Latino	30-34 years	Female	2018	553	6227598	8.8798281456189
White	Not Hispanic or Latino	30-34 years	Female	2019	518	6273542	8.25689857499958
White	Not Hispanic or Latino	30-34 years	Female	2020	598	6341955	9.4292690503165
White	Not Hispanic or Latino	30-34 years	Female	2021	649	6387735	10.1600958712282
White	Not Hispanic or Latino	30-34 years	Female	2022	520	6330447	8.21426986119622
White	Not Hispanic or Latino	30-34 years	Male	2000	951	6819205	13.9459071841952
White	Not Hispanic or Latino	30-34 years	Male	2001	1008	6782134	14.8625786514982
White	Not Hispanic or Latino	30-34 years	Male	2002	974	6683490	14.5732244680549
White	Not Hispanic or Latino	30-34 years	Male	2003	1040	6512411	15.9695080669816
White	Not Hispanic or Latino	30-34 years	Male	2004	964	6303746	15.2924943359076
White	Not Hispanic or Latino	30-34 years	Male	2005	941	6055906	15.538550301144
White	Not Hispanic or Latino	30-34 years	Male	2006	967	5816980	16.6237463426039
White	Not Hispanic or Latino	30-34 years	Male	2007	870	5719451	15.2112501706895
White	Not Hispanic or Latino	30-34 years	Male	2008	911	5732977	15.8905224981715
White	Not Hispanic or Latino	30-34 years	Male	2009	910	5815676	15.6473641241362
White	Not Hispanic or Latino	30-34 years	Male	2010	971	5892342	16.4790163232209
White	Not Hispanic or Latino	30-34 years	Male	2011	962	6051761	15.8961994698733
White	Not Hispanic or Latino	30-34 years	Male	2012	975	6158752	15.8311294236235
White	Not Hispanic or Latino	30-34 years	Male	2013	968	6250584	15.4865529364936
White	Not Hispanic or Latino	30-34 years	Male	2014	974	6297477	15.4665114298949
White	Not Hispanic or Latino	30-34 years	Male	2015	1012	6323231	16.00447619263
White	Not Hispanic or Latino	30-34 years	Male	2016	1010	6351471	15.9018280962001
White	Not Hispanic or Latino	30-34 years	Male	2017	1064	6354187	16.7448644492206
White	Not Hispanic or Latino	30-34 years	Male	2018	965	6368780	15.1520385379931
White	Not Hispanic or Latino	30-34 years	Male	2019	955	6428022	14.8568253188928
White	Not Hispanic or Latino	30-34 years	Male	2020	1089	6506642	16.7367437765901
White	Not Hispanic or Latino	30-34 years	Male	2021	1094	6522206	16.7734659101537
White	Not Hispanic or Latino	30-34 years	Male	2022	1046	6545730	15.9798830688097
White	Not Hispanic or Latino	35-39 years	Female	2000	1131	7922913	14.2750526226907
White	Not Hispanic or Latino	35-39 years	Female	2001	1138	7605475	14.9629050125074
White	Not Hispanic or Latino	35-39 years	Female	2002	1151	7331110	15.7002145650522
White	Not Hispanic or Latino	35-39 years	Female	2003	1031	7053358	14.6171511498495
White	Not Hispanic or Latino	35-39 years	Female	2004	1049	6821388	15.3781019346796
White	Not Hispanic or Latino	35-39 years	Female	2005	974	6706426	14.5233839902207
White	Not Hispanic or Latino	35-39 years	Female	2006	914	6677963	13.6868083875278
White	Not Hispanic or Latino	35-39 years	Female	2007	930	6582209	14.12899529626
White	Not Hispanic or Latino	35-39 years	Female	2008	912	6433106	14.1766667609705
White	Not Hispanic or Latino	35-39 years	Female	2009	893	6225356	14.3445611785093
White	Not Hispanic or Latino	35-39 years	Female	2010	843	6048449	13.9374573547698
White	Not Hispanic or Latino	35-39 years	Female	2011	822	5749992	14.2956720635437
White	Not Hispanic or Latino	35-39 years	Female	2012	845	5665167	14.9157121052213
White	Not Hispanic or Latino	35-39 years	Female	2013	793	5673580	13.9770656269939
White	Not Hispanic or Latino	35-39 years	Female	2014	830	5731690	14.4808948146184
White	Not Hispanic or Latino	35-39 years	Female	2015	900	5833729	15.4275250015899
White	Not Hispanic or Latino	35-39 years	Female	2016	971	5961787	16.2870629225767
White	Not Hispanic or Latino	35-39 years	Female	2017	945	6056650	15.6026846524069
White	Not Hispanic or Latino	35-39 years	Female	2018	955	6141169	15.5507852006678
White	Not Hispanic or Latino	35-39 years	Female	2019	911	6181915	14.7365339057557
White	Not Hispanic or Latino	35-39 years	Female	2020	1020	6204534	16.4395907895742
White	Not Hispanic or Latino	35-39 years	Female	2021	1066	6278072	16.979735179845
White	Not Hispanic or Latino	35-39 years	Female	2022	1015	6202729	16.3637650459983
White	Not Hispanic or Latino	35-39 years	Male	2000	2333	7936088	29.3973554728728
White	Not Hispanic or Latino	35-39 years	Male	2001	2350	7633057	30.7871407222558
White	Not Hispanic or Latino	35-39 years	Male	2002	2295	7359478	31.1842769283365
White	Not Hispanic or Latino	35-39 years	Male	2003	2284	7087398	32.2262133437405
White	Not Hispanic or Latino	35-39 years	Male	2004	2108	6876083	30.6569888699715
White	Not Hispanic or Latino	35-39 years	Male	2005	2046	6771561	30.2145989676531
White	Not Hispanic or Latino	35-39 years	Male	2006	2003	6748394	29.681135985836
White	Not Hispanic or Latino	35-39 years	Male	2007	1975	6658247	29.6624622066439
White	Not Hispanic or Latino	35-39 years	Male	2008	1918	6504115	29.4890234874383
White	Not Hispanic or Latino	35-39 years	Male	2009	1878	6291303	29.8507320343655
White	Not Hispanic or Latino	35-39 years	Male	2010	1778	6107512	29.1116906524293
White	Not Hispanic or Latino	35-39 years	Male	2011	1792	5811271	30.8366276499582
White	Not Hispanic or Latino	35-39 years	Male	2012	1716	5731933	29.9375446293598
White	Not Hispanic or Latino	35-39 years	Male	2013	1523	5747969	26.4963154811726
White	Not Hispanic or Latino	35-39 years	Male	2014	1679	5812100	28.8880094974278
White	Not Hispanic or Latino	35-39 years	Male	2015	1618	5920224	27.3300469711957
White	Not Hispanic or Latino	35-39 years	Male	2016	1797	6049049	29.7071490080507
White	Not Hispanic or Latino	35-39 years	Male	2017	1835	6142103	29.8757607939821
White	Not Hispanic or Latino	35-39 years	Male	2018	1768	6221562	28.4173009929018
White	Not Hispanic or Latino	35-39 years	Male	2019	1694	6258910	27.065415543601
White	Not Hispanic or Latino	35-39 years	Male	2020	2071	6278993	32.9829958402565
White	Not Hispanic or Latino	35-39 years	Male	2021	2019	6440962	31.3462492093572
White	Not Hispanic or Latino	35-39 years	Male	2022	1996	6423800	31.0719511815436
White	Not Hispanic or Latino	40-44 years	Female	2000	2080	8166125	25.4710771632812
White	Not Hispanic or Latino	40-44 years	Female	2001	2090	8220183	25.4252247182332
White	Not Hispanic or Latino	40-44 years	Female	2002	2216	8166129	27.1364804548152
White	Not Hispanic or Latino	40-44 years	Female	2003	2275	8080271	28.1549962866344
White	Not Hispanic or Latino	40-44 years	Female	2004	2108	7996027	26.363092570848
White	Not Hispanic or Latino	40-44 years	Female	2005	2081	7823510	26.5993141185989
White	Not Hispanic or Latino	40-44 years	Female	2006	2028	7551583	26.8552964325493
White	Not Hispanic or Latino	40-44 years	Female	2007	1924	7278629	26.4335495049961
White	Not Hispanic or Latino	40-44 years	Female	2008	1858	7003322	26.5302666363192
White	Not Hispanic or Latino	40-44 years	Female	2009	1766	6772049	26.0777794135866
White	Not Hispanic or Latino	40-44 years	Female	2010	1675	6669786	25.113249510554
White	Not Hispanic or Latino	40-44 years	Female	2011	1705	6638515	25.6834548087938
White	Not Hispanic or Latino	40-44 years	Female	2012	1710	6544669	26.1281357391795
White	Not Hispanic or Latino	40-44 years	Female	2013	1639	6398972	25.6134891666974
White	Not Hispanic or Latino	40-44 years	Female	2014	1660	6195322	26.794410363174
White	Not Hispanic or Latino	40-44 years	Female	2015	1563	5972413	26.1703268009094
White	Not Hispanic or Latino	40-44 years	Female	2016	1559	5734030	27.1885567393264
White	Not Hispanic or Latino	40-44 years	Female	2017	1509	5643966	26.7365182568428
White	Not Hispanic or Latino	40-44 years	Female	2018	1511	5645389	26.7652060823444
White	Not Hispanic or Latino	40-44 years	Female	2019	1452	5698602	25.4799334994793
White	Not Hispanic or Latino	40-44 years	Female	2020	1640	5799848	28.2766031109781
White	Not Hispanic or Latino	40-44 years	Female	2021	1762	5985407	29.4382654345811
White	Not Hispanic or Latino	40-44 years	Female	2022	1762	6021800	29.2603540469627
White	Not Hispanic or Latino	40-44 years	Male	2000	5207	8151520	63.8776571731407
White	Not Hispanic or Latino	40-44 years	Male	2001	5121	8202369	62.4331824135198
White	Not Hispanic or Latino	40-44 years	Male	2002	5356	8146913	65.74269296849
White	Not Hispanic or Latino	40-44 years	Male	2003	5208	8049029	64.7034567772088
White	Not Hispanic or Latino	40-44 years	Male	2004	5029	7968265	63.1128608298042
White	Not Hispanic or Latino	40-44 years	Male	2005	4847	7793151	62.1956381956413
White	Not Hispanic or Latino	40-44 years	Male	2006	4670	7535096	61.9766490035429
White	Not Hispanic or Latino	40-44 years	Male	2007	4359	7271303	59.9479900645043
White	Not Hispanic or Latino	40-44 years	Male	2008	4119	7014018	58.7252556238093
White	Not Hispanic or Latino	40-44 years	Male	2009	3906	6796712	57.4689644051418
White	Not Hispanic or Latino	40-44 years	Male	2010	3753	6705632	55.9678789411647
White	Not Hispanic or Latino	40-44 years	Male	2011	3694	6681100	55.29029650806
White	Not Hispanic or Latino	40-44 years	Male	2012	3484	6595545	52.8235346737836
White	Not Hispanic or Latino	40-44 years	Male	2013	3541	6444840	54.9431793496813
White	Not Hispanic or Latino	40-44 years	Male	2014	3379	6243102	54.1237352841584
White	Not Hispanic or Latino	40-44 years	Male	2015	3286	6022801	54.5593321114212
White	Not Hispanic or Latino	40-44 years	Male	2016	3188	5784403	55.1137256515495
White	Not Hispanic or Latino	40-44 years	Male	2017	3115	5696250	54.6850998463902
White	Not Hispanic or Latino	40-44 years	Male	2018	3007	5701206	52.7432266085456
White	Not Hispanic or Latino	40-44 years	Male	2019	3024	5755971	52.5367483609629
White	Not Hispanic or Latino	40-44 years	Male	2020	3439	5855872	58.7273765546788
White	Not Hispanic or Latino	40-44 years	Male	2021	3771	6136616	61.4508061120331
White	Not Hispanic or Latino	40-44 years	Male	2022	3474	6240474	55.6688482317209
White	Not Hispanic or Latino	45-49 years	Female	2000	3053	7573110	40.3136888279716
White	Not Hispanic or Latino	45-49 years	Female	2001	3207	7733075	41.4712129392253
White	Not Hispanic or Latino	45-49 years	Female	2002	3410	7879024	43.27947217828
White	Not Hispanic or Latino	45-49 years	Female	2003	3540	7989220	44.309707330628
White	Not Hispanic or Latino	45-49 years	Female	2004	3578	8044996	44.4748511994288
White	Not Hispanic or Latino	45-49 years	Female	2005	3630	8092109	44.8585158702138
White	Not Hispanic or Latino	45-49 years	Female	2006	3608	8136683	44.3423935773337
White	Not Hispanic or Latino	45-49 years	Female	2007	3557	8084577	43.9973544688856
White	Not Hispanic or Latino	45-49 years	Female	2008	3629	8001922	45.3516042770724
White	Not Hispanic or Latino	45-49 years	Female	2009	3373	7920775	42.5842168222175
White	Not Hispanic or Latino	45-49 years	Female	2010	3458	7796240	44.3547145803618
White	Not Hispanic or Latino	45-49 years	Female	2011	3289	7463157	44.0698219265654
White	Not Hispanic or Latino	45-49 years	Female	2012	3227	7198963	44.8259006192975
White	Not Hispanic or Latino	45-49 years	Female	2013	2941	6926729	42.4587131963731
White	Not Hispanic or Latino	45-49 years	Female	2014	2905	6707094	43.3123495809064
White	Not Hispanic or Latino	45-49 years	Female	2015	2990	6607066	45.2545804749037
White	Not Hispanic or Latino	45-49 years	Female	2016	2945	6587079	44.7087396401349
White	Not Hispanic or Latino	45-49 years	Female	2017	2778	6488048	42.8171924745316
White	Not Hispanic or Latino	45-49 years	Female	2018	2808	6336597	44.3140063980714
White	Not Hispanic or Latino	45-49 years	Female	2019	2650	6135180	43.1935167346353
White	Not Hispanic or Latino	45-49 years	Female	2020	2874	5914090	48.5958110207995
White	Not Hispanic or Latino	45-49 years	Female	2021	2882	5707123	50.4982983545299
White	Not Hispanic or Latino	45-49 years	Female	2022	2688	5570736	48.2521519598128
White	Not Hispanic or Latino	45-49 years	Male	2000	8885	7489284	118.636174032124
White	Not Hispanic or Latino	45-49 years	Male	2001	8672	7652379	113.324235508984
White	Not Hispanic or Latino	45-49 years	Male	2002	9083	7791685	116.572987742703
White	Not Hispanic or Latino	45-49 years	Male	2003	9115	7904379	115.31582683472
White	Not Hispanic or Latino	45-49 years	Male	2004	9017	7964907	113.209105894143
White	Not Hispanic or Latino	45-49 years	Male	2005	8929	8015515	111.396460489438
White	Not Hispanic or Latino	45-49 years	Male	2006	8933	8059015	110.844811679839
White	Not Hispanic or Latino	45-49 years	Male	2007	8681	8011089	108.362296312024
White	Not Hispanic or Latino	45-49 years	Male	2008	8518	7923559	107.502196929435
White	Not Hispanic or Latino	45-49 years	Male	2009	8202	7843887	104.565504322028
White	Not Hispanic or Latino	45-49 years	Male	2010	8025	7717904	103.979007772058
White	Not Hispanic or Latino	45-49 years	Male	2011	7666	7400700	103.584796032808
White	Not Hispanic or Latino	45-49 years	Male	2012	7047	7149016	98.5730064109522
White	Not Hispanic or Latino	45-49 years	Male	2013	6908	6894349	100.198002741085
White	Not Hispanic or Latino	45-49 years	Male	2014	6522	6694216	97.4273910492282
White	Not Hispanic or Latino	45-49 years	Male	2015	6282	6609912	95.0390867533486
White	Not Hispanic or Latino	45-49 years	Male	2016	6419	6598591	97.2783432099368
White	Not Hispanic or Latino	45-49 years	Male	2017	6099	6507420	93.723779931217
White	Not Hispanic or Latino	45-49 years	Male	2018	6034	6351420	95.0023774211121
White	Not Hispanic or Latino	45-49 years	Male	2019	5798	6150268	94.2723146373459
White	Not Hispanic or Latino	45-49 years	Male	2020	6160	5930598	103.868109084446
White	Not Hispanic or Latino	45-49 years	Male	2021	6148	5833025	105.399856849576
White	Not Hispanic or Latino	45-49 years	Male	2022	5660	5755089	98.3477405822916
White	Not Hispanic or Latino	50-54 years	Female	2000	5093	6873199	74.09941135125
White	Not Hispanic or Latino	50-54 years	Female	2001	5161	7248518	71.2007613142438
White	Not Hispanic or Latino	50-54 years	Female	2002	5122	7178574	71.3512182224492
White	Not Hispanic or Latino	50-54 years	Female	2003	5046	7261641	69.4884255500926
White	Not Hispanic or Latino	50-54 years	Female	2004	5031	7390853	68.0706273010707
White	Not Hispanic or Latino	50-54 years	Female	2005	5185	7540599	68.7611156620316
White	Not Hispanic or Latino	50-54 years	Female	2006	5250	7666481	68.4799192745668
White	Not Hispanic or Latino	50-54 years	Female	2007	5285	7817829	67.6018879410128
White	Not Hispanic or Latino	50-54 years	Female	2008	5381	7935231	67.8115104651648
White	Not Hispanic or Latino	50-54 years	Female	2009	5350	7998446	66.8879929926388
White	Not Hispanic or Latino	50-54 years	Female	2010	5383	8042859	66.928936588345
White	Not Hispanic or Latino	50-54 years	Female	2011	5426	8071899	67.2208609151329
White	Not Hispanic or Latino	50-54 years	Female	2012	5396	8009019	67.3740441869348
White	Not Hispanic or Latino	50-54 years	Female	2013	5502	7916921	69.4967146950184
White	Not Hispanic or Latino	50-54 years	Female	2014	5650	7815134	72.2956253853101
White	Not Hispanic or Latino	50-54 years	Female	2015	5605	7634993	73.4119861013625
White	Not Hispanic or Latino	50-54 years	Female	2016	5443	7355389	74.0001650490545
White	Not Hispanic or Latino	50-54 years	Female	2017	5116	7089801	72.1599943355251
White	Not Hispanic or Latino	50-54 years	Female	2018	4846	6817142	71.0855076804913
White	Not Hispanic or Latino	50-54 years	Female	2019	4594	6599377	69.6126316165905
White	Not Hispanic or Latino	50-54 years	Female	2020	4934	6501091	75.8949536316289
White	Not Hispanic or Latino	50-54 years	Female	2021	5165	6519637	79.2222020949939
White	Not Hispanic or Latino	50-54 years	Female	2022	4794	6358402	75.3963024042833
White	Not Hispanic or Latino	50-54 years	Male	2000	13107	6733591	194.650967069428
White	Not Hispanic or Latino	50-54 years	Male	2001	13233	7099559	186.391858987298
White	Not Hispanic or Latino	50-54 years	Male	2002	13546	7031269	192.653701629108
White	Not Hispanic or Latino	50-54 years	Male	2003	13388	7105292	188.422938846145
White	Not Hispanic or Latino	50-54 years	Male	2004	13321	7228634	184.281013535891
White	Not Hispanic or Latino	50-54 years	Male	2005	13624	7376377	184.697718134526
White	Not Hispanic or Latino	50-54 years	Male	2006	13624	7503011	181.580434841426
White	Not Hispanic or Latino	50-54 years	Male	2007	13514	7647642	176.708062432839
White	Not Hispanic or Latino	50-54 years	Male	2008	13690	7770369	176.182109240887
White	Not Hispanic or Latino	50-54 years	Male	2009	13511	7837527	172.388560830476
White	Not Hispanic or Latino	50-54 years	Male	2010	13327	7887799	168.957145079381
White	Not Hispanic or Latino	50-54 years	Male	2011	13200	7915197	166.767801230974
White	Not Hispanic or Latino	50-54 years	Male	2012	13092	7852440	166.725247184315
White	Not Hispanic or Latino	50-54 years	Male	2013	13139	7759979	169.317468513768
White	Not Hispanic or Latino	50-54 years	Male	2014	12830	7665141	167.381134932808
White	Not Hispanic or Latino	50-54 years	Male	2015	12511	7489701	167.042716391482
White	Not Hispanic or Latino	50-54 years	Male	2016	12201	7227858	168.805197888503
White	Not Hispanic or Latino	50-54 years	Male	2017	11600	6978435	166.226381703061
White	Not Hispanic or Latino	50-54 years	Male	2018	11107	6727826	165.09047647784
White	Not Hispanic or Latino	50-54 years	Male	2019	10740	6529005	164.496734188441
White	Not Hispanic or Latino	50-54 years	Male	2020	11457	6446345	177.728619861332
White	Not Hispanic or Latino	50-54 years	Male	2021	11694	6642883	176.038024454141
White	Not Hispanic or Latino	50-54 years	Male	2022	10958	6557929	167.095435159484
White	Not Hispanic or Latino	55-59 years	Female	2000	7356	5440411	135.210372892783
White	Not Hispanic or Latino	55-59 years	Female	2001	7403	5594924	132.316363904139
White	Not Hispanic or Latino	55-59 years	Female	2002	7743	6061053	127.750079070419
White	Not Hispanic or Latino	55-59 years	Female	2003	7669	6276773	122.180617333142
White	Not Hispanic or Latino	55-59 years	Female	2004	7431	6543979	113.554765380512
White	Not Hispanic or Latino	55-59 years	Female	2005	7530	6839972	110.088169951573
White	Not Hispanic or Latino	55-59 years	Female	2006	7785	7153684	108.825047346234
White	Not Hispanic or Latino	55-59 years	Female	2007	7353	7090471	103.702560803083
White	Not Hispanic or Latino	55-59 years	Female	2008	7338	7178391	102.223464840519
White	Not Hispanic or Latino	55-59 years	Female	2009	7288	7311741	99.6753030502585
White	Not Hispanic or Latino	55-59 years	Female	2010	7344	7424695	98.9131540083465
White	Not Hispanic or Latino	55-59 years	Female	2011	7542	7580924	99.4865533541821
White	Not Hispanic or Latino	55-59 years	Female	2012	7881	7714989	102.151798272169
White	Not Hispanic or Latino	55-59 years	Female	2013	8000	7810125	102.431139066276
White	Not Hispanic or Latino	55-59 years	Female	2014	8400	7844960	107.075115743101
White	Not Hispanic or Latino	55-59 years	Female	2015	8615	7872823	109.427075904031
White	Not Hispanic or Latino	55-59 years	Female	2016	8880	7895816	112.464626835276
White	Not Hispanic or Latino	55-59 years	Female	2017	8861	7825343	113.234653100829
White	Not Hispanic or Latino	55-59 years	Female	2018	8625	7726628	111.62696068712
White	Not Hispanic or Latino	55-59 years	Female	2019	8425	7625376	110.486355033509
White	Not Hispanic or Latino	55-59 years	Female	2020	8857	7450226	118.882299677889
White	Not Hispanic or Latino	55-59 years	Female	2021	8905	7236990	123.048394429176
White	Not Hispanic or Latino	55-59 years	Female	2022	8520	6904503	123.397730437658
White	Not Hispanic or Latino	55-59 years	Male	2000	17071	5197809	328.426842925548
White	Not Hispanic or Latino	55-59 years	Male	2001	16781	5364115	312.838184863673
White	Not Hispanic or Latino	55-59 years	Male	2002	17631	5830597	302.387559970274
White	Not Hispanic or Latino	55-59 years	Male	2003	17851	6050416	295.037564359211
White	Not Hispanic or Latino	55-59 years	Male	2004	17306	6314088	274.085505301795
White	Not Hispanic or Latino	55-59 years	Male	2005	18030	6605805	272.941753503169
White	Not Hispanic or Latino	55-59 years	Male	2006	18581	6901653	269.225358041037
White	Not Hispanic or Latino	55-59 years	Male	2007	18055	6838462	264.021354509245
White	Not Hispanic or Latino	55-59 years	Male	2008	18007	6913901	260.446309543628
White	Not Hispanic or Latino	55-59 years	Male	2009	17981	7036638	255.533963804874
White	Not Hispanic or Latino	55-59 years	Male	2010	18376	7146083	257.147866880359
White	Not Hispanic or Latino	55-59 years	Male	2011	18572	7299446	254.430267721687
White	Not Hispanic or Latino	55-59 years	Male	2012	18820	7426243	253.425588147331
White	Not Hispanic or Latino	55-59 years	Male	2013	19292	7524979	256.372808482256
White	Not Hispanic or Latino	55-59 years	Male	2014	19638	7567749	259.495921442426
White	Not Hispanic or Latino	55-59 years	Male	2015	19477	7603227	256.167545701319
White	Not Hispanic or Latino	55-59 years	Male	2016	19922	7624881	261.276208769684
White	Not Hispanic or Latino	55-59 years	Male	2017	19601	7558976	259.30760991965
White	Not Hispanic or Latino	55-59 years	Male	2018	19595	7462883	262.566088735412
White	Not Hispanic or Latino	55-59 years	Male	2019	19055	7369813	258.554728593521
White	Not Hispanic or Latino	55-59 years	Male	2020	20331	7199900	282.378921929471
White	Not Hispanic or Latino	55-59 years	Male	2021	20065	7170652	279.821137603666
White	Not Hispanic or Latino	55-59 years	Male	2022	18806	6905917	272.317202769741
White	Not Hispanic or Latino	60-64 years	Female	2000	10814	4438847	243.621823414954
White	Not Hispanic or Latino	60-64 years	Female	2001	10545	4553355	231.587477804827
White	Not Hispanic or Latino	60-64 years	Female	2002	10592	4718079	224.498148504932
White	Not Hispanic or Latino	60-64 years	Female	2003	10695	4979577	214.777279274926
White	Not Hispanic or Latino	60-64 years	Female	2004	10544	5170611	203.921741550467
White	Not Hispanic or Latino	60-64 years	Female	2005	10587	5326772	198.750763126336
White	Not Hispanic or Latino	60-64 years	Female	2006	10538	5449501	193.37550355528
White	Not Hispanic or Latino	60-64 years	Female	2007	10477	5906519	177.380281008154
White	Not Hispanic or Latino	60-64 years	Female	2008	10872	6124499	177.516560946455
White	Not Hispanic or Latino	60-64 years	Female	2009	10713	6392225	167.594225797746
White	Not Hispanic or Latino	60-64 years	Female	2010	10892	6624212	164.427104688075
White	Not Hispanic or Latino	60-64 years	Female	2011	11425	6975747	163.781742657811
White	Not Hispanic or Latino	60-64 years	Female	2012	11019	6902560	159.636424746761
White	Not Hispanic or Latino	60-64 years	Female	2013	10971	6975231	157.285113568282
White	Not Hispanic or Latino	60-64 years	Female	2014	11358	7093153	160.12625132998
White	Not Hispanic or Latino	60-64 years	Female	2015	12094	7239722	167.050613269405
White	Not Hispanic or Latino	60-64 years	Female	2016	12170	7349441	165.590825206978
White	Not Hispanic or Latino	60-64 years	Female	2017	12548	7471715	167.940024478985
